youTubeLinkIds@sourceA,attraction_name@sourceA,attraction_knownFor@sourceA,attraction_reviewComment@sourceA,attraction_ranking@sourceA,attraction_no_of_reviews@sourceA,attraction_contact@sourceA,attraction_in@sourceA,attraction_address@sourceA,attraction_url@sourceA,attraction_in_file@sourceA,mention_name@sourceB,mention_popularity@sourceB,mention_longitude@sourceB,mention_latitude@sourceB,no_of_blogFiles@sourceB,Confidence
"GUtg_Uu-GG4,kCdjvTTnzDU",Dos Desperados Brewery,,"I first visited this brewery when it was just starting out. Beers had an off-flavor to them. I recently went back and what an improvement! Much better tasting beers, their El Hefe... read more",7,8,760-566-6209,San Marcos,"1241 Linda Vista Dr , San Marcos , CA 92078-3809",https://www.tripadvisor.com/Attraction_Review-g33028-d7183434-Reviews-Dos_Desperados_Brewery-San_Marcos_California.html,san_marcos.json,san marcos,8,-117.1661448,33.1433723,15,100
"juIJBEKOO4Q,533o_GeYqus,fvv8Xv8ta4I",Double Peak Park,Nature & Parks,"amazing views of the ocean. Quite a hike for all the healthy buff cause it is going up the reasonyou will see the views, Windy of course",1,70,+1 760-744-1050,San Marcos,"900 Double Peak Dr , San Marcos , CA 92078-2805",https://www.tripadvisor.com/Attraction_Review-g33028-d3978265-Reviews-Double_Peak_Park-San_Marcos_California.html,san_marcos.json,san marcos,8,-117.1661448,33.1433723,15,100
"2Mq4zFqRJjo,yHw2Ud53qyg,4s0njH657lE",Twin Oaks Golf Course,,"This is a sleeping gem of a golf course in North County San Diego. The course is well kept, although they just punched the greens so they were a little rough but otherwise it is a... read more",5,19,17605914700,San Marcos,"1441 N Twin Oaks Valley Rd , San Marcos , CA 92069",https://www.tripadvisor.com/Attraction_Review-g33028-d181681-Reviews-Twin_Oaks_Golf_Course-San_Marcos_California.html,san_marcos.json,san marcos,8,-117.1661448,33.1433723,15,100
"E0avGz0ynMg,PuUIlSu2-B0",Marin County Open Space District,,Marin's extensive Open Space is part of the reason this place is so special. One can find some close access point almost anywhere in the county. We use the OS to be able to walk... read more,8,14,415-499-6387,San Rafael,"Room 415, Civic Center Drive , San Rafael , CA 94903",https://www.tripadvisor.com/Attraction_Review-g33037-d105380-Reviews-Marin_County_Open_Space_District-San_Rafael_Marin_County_California.html,san_rafael.json,san rafael,18,-122.5310873,37.9735346,128,100
"IXgFIHJWj4I,baFlNGXAkBY,SJt9GJmyIeI",China Camp State Park,"State Parks , Nature & Parks","I admittedly know very little about the history behind the name of this place, shameful as it's in my very back yard, so I'm sure I'll bone up on the history. Still, that's never... read more",2,137,+1 415-456-0766,San Rafael,"N. San Pedro Road , San Rafael , CA 94901",https://www.tripadvisor.com/Attraction_Review-g33037-d128968-Reviews-China_Camp_State_Park-San_Rafael_Marin_County_California.html,san_rafael.json,san rafael,18,-122.5310873,37.9735346,128,100
"lcc1JCPKSWY,DEir7LVwEwI,BXdR8R0UEdE",Mission San Rafael Arcangel,"Missions , Sights & Landmarks",Went during the weekday. Was busy with school. Didn't go in. Beautiful grounds. Walked around and enjoyed the experience.,5,53,+1 415-456-3016,San Rafael,"1104 5th Ave , San Rafael , CA 94901-2916",https://www.tripadvisor.com/Attraction_Review-g33037-d308983-Reviews-Mission_San_Rafael_Arcangel-San_Rafael_Marin_County_California.html,san_rafael.json,san rafael,18,-122.5310873,37.9735346,128,100
"VJHn-fcn5vw,lsAi6h93f9A,_36IzKDSnR4",Marin County Farmers' Market--San Rafael,"Farmers Markets , Food & Drink , Shopping","If you have never been to this farmers market, don't miss it! Along with all the fresh produce and tastings there is prepared food as well. Sunday is the big market and it is huge... read more",1,163,+1 415-457-2266,San Rafael,"Marin Civic Center , San Rafael , CA 94901",https://www.tripadvisor.com/Attraction_Review-g33037-d647224-Reviews-Marin_County_Farmers_Market_San_Rafael-San_Rafael_Marin_County_California.html,san_rafael.json,san rafael,18,-122.5310873,37.9735346,128,100
"ux9vr4xfWj4,8CY1QYxYNV8",WildCare,,"If you care about wild life in Marin County, then please take some time to visit their little educational courtyard and maybe take a volunteer course or join one of the many... read more",7,13,415-456-7283,San Rafael,"76 Albert Park Ln , San Rafael , CA 94901-3929",https://www.tripadvisor.com/Attraction_Review-g33037-d8321117-Reviews-WildCare-San_Rafael_Marin_County_California.html,san_rafael.json,san rafael,18,-122.5310873,37.9735346,128,100
"dKkNzvCt1zg,m3cqwnm_050",Art Works Downtown,,Read about the 2nd Friday Art Walk and decided to give it a try - what an amazing night! First we had dinner at the art center's restaurant next door the Green Chile Kitchen... read more,11,4,415-451-8119,San Rafael,"1337 4th St , San Rafael , CA 94901-2809",https://www.tripadvisor.com/Attraction_Review-g33037-d7394019-Reviews-Art_Works_Downtown-San_Rafael_Marin_County_California.html,san_rafael.json,san rafael,18,-122.5310873,37.9735346,128,100
"RPjLnGyR_SY,e_YInD68ibE,xO65Tn8xd_o",Marin County Civic Center,"Civic Centers , Sights & Landmarks","I have wandered the halls many times. interesting to see the unusual architecture which was realized. No ordinary civic center here. Walk in to one of the lower entrances, walk... read more",3,62,+1 415-499-7009,San Rafael,"3501 Civic Center Dr , San Rafael , CA 94903-4112",https://www.tripadvisor.com/Attraction_Review-g33037-d4178027-Reviews-Marin_County_Civic_Center-San_Rafael_Marin_County_California.html,san_rafael.json,san rafael,18,-122.5310873,37.9735346,128,100
"a_rb5Kr9Po0,My14TzpgUYQ",San Rafael Pacifics Baseball - Albert Park,,"Albert Park has nice, sheltered seats. The venue is great for a family night of baseball. They have fun activities involving kids between innings. The food is ok, too",6,25,+1 415-485-1563,San Rafael,"1115 2nd St , San Rafael , CA 94901-3932",https://www.tripadvisor.com/Attraction_Review-g33037-d3447122-Reviews-San_Rafael_Pacifics_Baseball_Albert_Park-San_Rafael_Marin_County_California.html,san_rafael.json,san rafael,18,-122.5310873,37.9735346,128,100
"9UzL3FP2H6g,uzBafxsJe6o,FAInHB0MqK4",Cedar View Winery,,Recommended by family. Not disappointing. Good folks with great knowledge of their product. Pretty good variety and some great tasting bottlings. Favs were the reds but the... read more,1,7,+1 559-787-9412,Sanger,"1384 S Frankwood Ave , Sanger , CA 93657-9581",https://www.tripadvisor.com/Attraction_Review-g33042-d628076-Reviews-Cedar_View_Winery-Sanger_California.html,sanger.json,sanger,1,-119.5559651,36.708006,1,100
"meoBVMXidEg,TQt8ybsjrEw,CneEiKBrfp4",Marechal Vineyards,"ニ_ニ_ニ_ Engaging New Winery w/ Great Story and Wines ニ_ニ_ニ_ Reviewed December 7, 2015 We found this winery after a bit of web research and investigation into the wineries on the Eastern side of the valley. After a quick phone call, Josh went out of his way to accommodate a last-minute wine tasting - on Thanksgiving weekend no less - even though they haven't finished stetting up their operation. We really enjoyed meeting him... More Helpful? Thank WorldAdventurer_7 Report",,4,,,Sanger,,https://www.tripadvisor.com/Attraction_Review-g33042-d8867786-Reviews-Marechal_Vineyards-Sanger_California.html,sanger.json,sanger,1,-119.5559651,36.708006,1,100
"PkYr6quBl4M,eHuKdopbt9k,KvGEP-nA3nc",Kings River Winery,,"Newer winery in the area. Nice new buildings, bar area, and outdoor seating. Live music on the weekend. Owner very nice and very friendly.",2,3,+1 559-399-3079,Sanger,"4276 S Greenwood Ave , Sanger , CA 93657",https://www.tripadvisor.com/Attraction_Review-g33042-d8059512-Reviews-Kings_River_Winery-Sanger_California.html,sanger.json,sanger,1,-119.5559651,36.708006,1,100
"prw6-t9Fg-I,iYlB0VK-kFQ,mQa6OR_XNEc",Centerville Fruit Station,"ニ_ニ_ニ_ Yummy stop for fresh fruits ニ_ニ_ニ_ Reviewed August 22, 2016 The selection of fruit was varied and they had some that was not picked off the trees, but nice to have the option to choose. The peaches and nectarines were delicious and the apricots were amazing! So glad we stopped ! Helpful? Thank Beth H Report",,3,2,,Sanger,,https://www.tripadvisor.com/Attraction_Review-g33042-d7800006-Reviews-Centerville_Fruit_Station-Sanger_California.html,sanger.json,sanger,1,-119.5559651,36.708006,1,100
"KcJpSQEZy2I,wJh6qHSgYfg,p0b-dRZj_hM",Sanger Depot Museum,"ニ_ニ_ニ_ 2nd Grade chaperone class outing ニ_ニ_ニ_ Reviewed October 15, 2015 Very interesting history about our area. Beautiful Indian artifacts. Diorama of logging operation in the Sierras. Had lots of fun. Learned a lot. Kids had a great time as well as the parents. Helpful? Thank annhcliff Report",,5,,,Sanger,,https://www.tripadvisor.com/Attraction_Review-g33042-d5567976-Reviews-Sanger_Depot_Museum-Sanger_California.html,sanger.json,sanger,1,-119.5559651,36.708006,1,100
"Caj_NZyAXBI,MnOzO76I04Q,RDW50yPYExI",Main Place Mall,,"This mall has great parking, a good range of mid-priced chain stores and a decent food hall. There's also a super 24hr fitness attached with a rooftop terrace pool.",5,49,+1 714-547-7000,Santa Ana,"2800 N Main St , Santa Ana , CA 92705-6607",https://www.tripadvisor.com/Attraction_Review-g33043-d1412206-Reviews-Main_Place_Mall-Santa_Ana_California.html,santa_ana.json,santa ana,209,-117.8732212,33.7494951,157,100
"9JzT0hYOPbo,-bwAEB_lG4A,2gTxaoNd3sY",Bowers Museum of Cultural Art,"Art Museums , Children's Museums , History Museums , Museums , More","The are a number of reasons to visit the Bowers Museum to see the current exhibit (ends January 29, 2017) featuring paintings of the Virgin of Guadalupe, the primary ones being... read more",1,258,+1 714-567-3600,Santa Ana,"2002 N. Main St. at 20th St. , Santa Ana , CA",https://www.tripadvisor.com/Attraction_Review-g33043-d124542-Reviews-Bowers_Museum_of_Cultural_Art-Santa_Ana_California.html,santa_ana.json,santa ana,209,-117.8732212,33.7494951,157,100
"SzwLFfp4XOw,2eUtwZV6P2U",XpresSpa,,This is a great little place to get some personal pampering while traveling. They are very friendly. If they are busy you can relax in one of the massage chairs while you wait for... read more,13,2,+1 949-756-8725,Santa Ana,"18601 Airport Way , John Wayne Airport , Santa Ana , CA 92707-5200",https://www.tripadvisor.com/Attraction_Review-g33043-d6603078-Reviews-XpresSpa-Santa_Ana_California.html,santa_ana.json,santa ana,209,-117.8732212,33.7494951,157,100
"kFqTQJwMIT4,F2bU3U9U-Is",Lyon Air Museum,"Specialty Museums , Museums",What a great selection of planes from World War Two. Nicely displayed with nice legible write ups for each piece.,3,94,+1 714-210-4585,Santa Ana,"19300 Ike Jones Rd , 19300 Ike Jones Road, 92707, Santa Ana, California , Santa Ana , CA 92707-5229",https://www.tripadvisor.com/Attraction_Review-g33043-d1732609-Reviews-Lyon_Air_Museum-Santa_Ana_California.html,santa_ana.json,santa ana,209,-117.8732212,33.7494951,157,100
"VhfMp8XMQZY,muV5nmHrAO4,kxpyt6dMvpk",Santiago Park Nature,,A relaxing place to spend time in the city. I enjoy spending my lunch break there. It is nice to get out of the office/or take a walk. Conveniently located near shopping... read more,10,5,(714) 647-6904,Santa Ana,"510 E Memory Ln , Santa Ana , CA 92705",https://www.tripadvisor.com/Attraction_Review-g33043-d7242011-Reviews-Santiago_Park_Nature-Santa_Ana_California.html,santa_ana.json,santa ana,209,-117.8732212,33.7494951,157,100
"1Qzw9sc4ZW4,ys3OGnMnjMY,2zbkzoRllIY",Santa Ana Artist village,,"First Saturday of every month is Art Walk and all doors are open, artists exhibit their work outside, food is everywhere. A nice time for artisans to come and experience the place.",8,12,,Santa Ana,"200 N Spurgeon St , Santa Ana , CA 92701-4808",https://www.tripadvisor.com/Attraction_Review-g33043-d4507846-Reviews-Santa_Ana_Artist_village-Santa_Ana_California.html,santa_ana.json,santa ana,209,-117.8732212,33.7494951,157,100
"j7imYUVISe8,dh5dfkpAlko,nGU7tPvRh2M",Santa Ana Zoo at Prentice Park,"Outdoor Activities , Zoos & Aquariums , Nature & Parks",This is a fun and cute little zoo in the city of Santa Ana. It won't take a lot of time to walk around and is great for a quick visit if you happen to be in the area and are... read more,4,143,+1 714-835-7484,Santa Ana,"1801 E Chestnut Ave , Santa Ana , CA 92701-5001",https://www.tripadvisor.com/Attraction_Review-g33043-d269446-Reviews-Santa_Ana_Zoo_at_Prentice_Park-Santa_Ana_California.html,santa_ana.json,santa ana,209,-117.8732212,33.7494951,157,100
"vIAbQ59mP2M,hQo1oZIpEOw,Ycek7nGSFSM",Kellogg House,,Two of my best friends were married here and the ceremony was so lovely! The orange groves and the home added beautifully to the wedding photos.We are lucky to have this placed... read more,9,4,+1 714-540-0427,Santa Ana,"3101 W. Harvard St. , Santa Ana , CA 92704-3915",https://www.tripadvisor.com/Attraction_Review-g33043-d269448-Reviews-Kellogg_House-Santa_Ana_California.html,santa_ana.json,santa ana,209,-117.8732212,33.7494951,157,100
"zQ2Mi-8Ns3o,42MIJ26zSEI,Dd1Qy3BqWjM",Santa Barbara Visitor Center,"Visitor Centers , Traveler Resources","Went there because it is the beginning of the trolley tour and was surprised to find a really clean neat place with plenty of friendly staff, information, and clean restrooms.",27,81,+1 805-965-3021,Santa Barbara,"1 Garden St , Santa Barbara , CA 93101-1836",https://www.tripadvisor.com/Attraction_Review-g33045-d1966798-Reviews-Santa_Barbara_Visitor_Center-Santa_Barbara_California.html,santa_barbara.json,santa barbara,313,-119.7026672,34.4221319,343,100
"eKI-FK2zAPc,JmMHzwrYH30,FNINWuj5rFI",Santa Barbara Museum of Natural History Sea Center,"Natural History Museums , Museums , Zoos & Aquariums , Nature & Parks","This is one of the reciprocal museums to our hometown museum, so with free entry, it was a no brainer. My kid loved touching everything, and we could do it in less than an hour... read more",31,107,+1 805-962-2526,Santa Barbara,"211 Stearns Wharf , Santa Barbara , CA 93101-3584",https://www.tripadvisor.com/Attraction_Review-g33045-d104229-Reviews-Santa_Barbara_Museum_of_Natural_History_Sea_Center-Santa_Barbara_California.html,santa_barbara.json,santa barbara,313,-119.7026672,34.4221319,343,100
"GAlSsrq0hv0,MQzNd_iczRI,cEDPUuqe7yY",Chumash Painted Cave State Historic Park,,"The painted cave is the chief attraction of this teeny weeny state park. The paintings are vivid, surprisingly so, and kept behind bars so modern mouth-breathers donニ_ニ_ニ_t add new... read more",68,46,+1 805-733-3713,Santa Barbara,"Painted Caves Road , Santa Barbara , CA",https://www.tripadvisor.com/Attraction_Review-g33045-d320712-Reviews-Chumash_Painted_Cave_State_Historic_Park-Santa_Barbara_California.html,santa_barbara.json,santa barbara,313,-119.7026672,34.4221319,343,100
"F_m0DWjapXE,7uVJsGLppWw,CF5jzAaRkPA",East Beach,,Spent the way here on a nice sunny day this week. Stopped in the car park to find it was $2 an hour so parked for free in a street over the road. No bad or chair hire but had... read more,35,40,805-564-5418,Santa Barbara,"1400 E Cabrillo Blvd , Santa Barbara , CA 93108-2880",https://www.tripadvisor.com/Attraction_Review-g33045-d7391418-Reviews-East_Beach-Santa_Barbara_California.html,santa_barbara.json,santa barbara,313,-119.7026672,34.4221319,343,100
"G_iTvXb67F0,H0-3AWFMpX0,FU1Fg7ll1kg",El Presidio de Santa Barbara State Historic Park,"State Parks , Points of Interest & Landmarks , Sights & Landmarks , Nature & Parks",The Presidio was an interesting stop on our walk around Santa Barbara. The structures are in good repair and along with the self guided tour give you a good sense of the history... read more,43,77,+1 805-965-0093,Santa Barbara,"123 E Canon Perdido St , Santa Barbara , CA 93101-2215",https://www.tripadvisor.com/Attraction_Review-g33045-d108662-Reviews-El_Presidio_de_Santa_Barbara_State_Historic_Park-Santa_Barbara_California.html,santa_barbara.json,santa barbara,313,-119.7026672,34.4221319,343,100
xqCYf7bEjKI,Out of the Box Theatre Co.,"ニ_ニ_ニ_ Edgy musical theater ニ_ニ_ニ_ Reviewed April 4, 2014 Just saw opening night for the run of Bonnie and Clyde: The Musical. As they finish their fourth full season of bringing edgy, brilliant musical theatre to Santa Barbara, I was awestruck once again by the performance, the direction, the onstage talent, the musical direction, the sets. If you are in Santa Barbara when an Out of the Box Theatre... More Helpful? Thank Loveworldtravel Report",,124,,,Santa Barbara,,https://www.tripadvisor.com/Attraction_Review-g33045-d6510829-Reviews-Out_of_the_Box_Theatre_Co-Santa_Barbara_California.html,santa_barbara.json,santa barbara,313,-119.7026672,34.4221319,343,100
"XM5GI8sXz2Y,_bhpYdgRgj0,Jy3v9gNPrwI",Our Lady of Sorrows Church,"ニ_ニ_ニ_ Beautiful Church ニ_ニ_ニ_ Reviewed March 11, 2016 We recently arrived early in Santa Barbara and had some time to kill. We decided to drive up and down State Street and look at some of the beautiful building the city had to offer. This church was one of a handful of beautiful buildings we ran across. Helpful? Thank Mark B Report",,135,,,Santa Barbara,,https://www.tripadvisor.com/Attraction_Review-g33045-d10031295-Reviews-Our_Lady_of_Sorrows_Church-Santa_Barbara_California.html,santa_barbara.json,santa barbara,313,-119.7026672,34.4221319,343,100
"om_3SvA9B4A,WBaEA0H02fI,UgljvMHzAWw",Trinity Episcopal Church,,"Located at the far west end of the business district, this church periodically offers free or cheap music in its lovely classical interior. The music is mostly of a classical... read more",119,2,805-965-7419,Santa Barbara,"1500 State St , Santa Barbara , CA 93101",https://www.tripadvisor.com/Attraction_Review-g33045-d10031298-Reviews-Trinity_Episcopal_Church-Santa_Barbara_California.html,santa_barbara.json,santa barbara,313,-119.7026672,34.4221319,343,100
"zQ2Mi-8Ns3o,42MIJ26zSEI,Dd1Qy3BqWjM",Santa Barbara Visitor Center,"Visitor Centers , Traveler Resources","Went there because it is the beginning of the trolley tour and was surprised to find a really clean neat place with plenty of friendly staff, information, and clean restrooms.",27,81,+1 805-965-3021,Santa Barbara,"1 Garden St , Santa Barbara , CA 93101-1836",https://www.tripadvisor.com/Attraction_Review-g33045-d1966798-Reviews-Santa_Barbara_Visitor_Center-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"eKI-FK2zAPc,JmMHzwrYH30,FNINWuj5rFI",Santa Barbara Museum of Natural History Sea Center,"Natural History Museums , Museums , Zoos & Aquariums , Nature & Parks","This is one of the reciprocal museums to our hometown museum, so with free entry, it was a no brainer. My kid loved touching everything, and we could do it in less than an hour... read more",31,107,+1 805-962-2526,Santa Barbara,"211 Stearns Wharf , Santa Barbara , CA 93101-3584",https://www.tripadvisor.com/Attraction_Review-g33045-d104229-Reviews-Santa_Barbara_Museum_of_Natural_History_Sea_Center-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"GAlSsrq0hv0,MQzNd_iczRI,cEDPUuqe7yY",Chumash Painted Cave State Historic Park,,"The painted cave is the chief attraction of this teeny weeny state park. The paintings are vivid, surprisingly so, and kept behind bars so modern mouth-breathers donニ_ニ_ニ_t add new... read more",68,46,+1 805-733-3713,Santa Barbara,"Painted Caves Road , Santa Barbara , CA",https://www.tripadvisor.com/Attraction_Review-g33045-d320712-Reviews-Chumash_Painted_Cave_State_Historic_Park-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"F_m0DWjapXE,7uVJsGLppWw,CF5jzAaRkPA",East Beach,,Spent the way here on a nice sunny day this week. Stopped in the car park to find it was $2 an hour so parked for free in a street over the road. No bad or chair hire but had... read more,35,40,805-564-5418,Santa Barbara,"1400 E Cabrillo Blvd , Santa Barbara , CA 93108-2880",https://www.tripadvisor.com/Attraction_Review-g33045-d7391418-Reviews-East_Beach-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"G_iTvXb67F0,H0-3AWFMpX0,FU1Fg7ll1kg",El Presidio de Santa Barbara State Historic Park,"State Parks , Points of Interest & Landmarks , Sights & Landmarks , Nature & Parks",The Presidio was an interesting stop on our walk around Santa Barbara. The structures are in good repair and along with the self guided tour give you a good sense of the history... read more,43,77,+1 805-965-0093,Santa Barbara,"123 E Canon Perdido St , Santa Barbara , CA 93101-2215",https://www.tripadvisor.com/Attraction_Review-g33045-d108662-Reviews-El_Presidio_de_Santa_Barbara_State_Historic_Park-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
xqCYf7bEjKI,Out of the Box Theatre Co.,"ニ_ニ_ニ_ Edgy musical theater ニ_ニ_ニ_ Reviewed April 4, 2014 Just saw opening night for the run of Bonnie and Clyde: The Musical. As they finish their fourth full season of bringing edgy, brilliant musical theatre to Santa Barbara, I was awestruck once again by the performance, the direction, the onstage talent, the musical direction, the sets. If you are in Santa Barbara when an Out of the Box Theatre... More Helpful? Thank Loveworldtravel Report",,124,,,Santa Barbara,,https://www.tripadvisor.com/Attraction_Review-g33045-d6510829-Reviews-Out_of_the_Box_Theatre_Co-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"XM5GI8sXz2Y,_bhpYdgRgj0,Jy3v9gNPrwI",Our Lady of Sorrows Church,"ニ_ニ_ニ_ Beautiful Church ニ_ニ_ニ_ Reviewed March 11, 2016 We recently arrived early in Santa Barbara and had some time to kill. We decided to drive up and down State Street and look at some of the beautiful building the city had to offer. This church was one of a handful of beautiful buildings we ran across. Helpful? Thank Mark B Report",,135,,,Santa Barbara,,https://www.tripadvisor.com/Attraction_Review-g33045-d10031295-Reviews-Our_Lady_of_Sorrows_Church-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"om_3SvA9B4A,WBaEA0H02fI,UgljvMHzAWw",Trinity Episcopal Church,,"Located at the far west end of the business district, this church periodically offers free or cheap music in its lovely classical interior. The music is mostly of a classical... read more",119,2,805-965-7419,Santa Barbara,"1500 State St , Santa Barbara , CA 93101",https://www.tripadvisor.com/Attraction_Review-g33045-d10031298-Reviews-Trinity_Episcopal_Church-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"EVh0bh9gYBY,Qc4hNA2rZQY,VsyVbOqSH9M",La Cumbre Plaza,,La Cumbre Plaza is probably the largest shopping center in Santa Barbara and offers most of the types of shops that anyone would need. It is comfortable and enjoyable.,120,4,+1 805-687-3500,Santa Barbara,"121 S Hope Ave , Santa Barbara , CA 93105-3158",https://www.tripadvisor.com/Attraction_Review-g33045-d2406587-Reviews-La_Cumbre_Plaza-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"bjXCWysNL6Y,6n82Alty2V8,DTkNAC1aMqg",Santa Barbara Arts and Crafts Show,,"Every Sunday on E Cabrillo Blvd, along the waterfront. So many wonderful artisans, with lovely jewellry, pottery and art. This is a MUST for anyone who loves finding that... read more",90,5,+(1)805-897-2519,Santa Barbara,"236 E Cabrillo Blvd , From State St to Calle Cesar Chavez , Santa Barbara , CA 93101",https://www.tripadvisor.com/Attraction_Review-g33045-d10328284-Reviews-Santa_Barbara_Arts_and_Crafts_Show-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"6y2kgfdkJW0,jhgz_ziYhQA,Rlm66z5PTgo",MTD Santa Barbara,,My wife and I made extensive use of this service during the two weeks we spent in Santa Barbara and found it easy to get round the town and out to Goleta and Capentaria. The... read more,101,3,(805) 963-3366,Santa Barbara,"1020 Chapala St , Santa Barbara , CA 93101-3219",https://www.tripadvisor.com/Attraction_Review-g33045-d9454321-Reviews-MTD_Santa_Barbara-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"vMKJ40hpgSg,3bFtxxvCZdM,cCu4msio5FE",Cal Orchid,"ニ_ニ_ニ_ Loved it. ニ_ニ_ニ_ Reviewed February 7, 2015 My husband loves small scented orchids and this place is a jewel! We spent several hours there and Jim Rose was charming, informative and spent a lot of time with us. Highly efficient and organized, it is one of the best orchid nurseries we have visited. We highly recommend it. Yes, we bought 4 orchids and he packaged them up... More Helpful? Thank Peggy B Report",,127,,,Santa Barbara,,https://www.tripadvisor.com/Attraction_Review-g33045-d3421630-Reviews-Cal_Orchid-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"36Rd3DXWl_E,H8xiSZSEonY,0dTNpFt3Ywk",Outdoors Santa Barbara Visitor Center,,"Don't expect a huge multimedia experience, this is a small deck 2 or stories above the harbour with a few comfortable sofas. We found it to be a quiet, relaxed place to enjoy... read more",106,3,+1 805-456-8752,Santa Barbara,"113 Harbor Way , 4th Floor , Santa Barbara , CA 93109-2344",https://www.tripadvisor.com/Attraction_Review-g33045-d6207837-Reviews-Outdoors_Santa_Barbara_Visitor_Center-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"rMxKSfUbc6o,cwlUJzb5iCY,UNM-IFMSviA",Seven Falls,,We got lost looking for Seven Falls because the trails aren't marked very clearly. We ended up on Jesusita Trail which takes you to Inspiration Point. It's a steep climb with... read more,145,11,,Santa Barbara,"Santa Barbara , CA",https://www.tripadvisor.com/Attraction_Review-g33045-d145129-Reviews-Seven_Falls-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"UyZ7mzqebTQ,EnhUXKnUlVQ,9GPO6JrLQ_M",Santa Barbara Maritime Museum,"Military Museums , Specialty Museums , Museums",The pier is still the place to take your kids and relatives who need a little bit of fresh air and multigenerational gentle exercise. The museum is a fabulous addition to the... read more,20,165,+1 805-962-8404,Santa Barbara,"113 Harbor Way, Ste. 190 , at the Santa Babara Harbor , Santa Barbara , CA 93109",https://www.tripadvisor.com/Attraction_Review-g33045-d260041-Reviews-Santa_Barbara_Maritime_Museum-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"1BNEOwEby8Y,PORFwlny16U,1OhbOtqHF8I",Alice Keck Park Memorial Gardens,,We found this park by accident looking for something else. So glad we did. We followed the audio boxes and read all the boards. It was interesting to read the history and the... read more,37,32,(805) 564-5484,Santa Barbara,"1600 Santa Barbara St , Santa Barbara , CA 93101-1912",https://www.tripadvisor.com/Attraction_Review-g33045-d8541527-Reviews-Alice_Keck_Park_Memorial_Gardens-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"4bzgWUhKsrA,uUBqxlvLems,OD2o93ZY6kQ",Shoreline Park,Nature & Parks,"Absolute gorgeous views! Go to the Shoreline Beach Cafe for a meal, walk down the beach and up the path to the park. The views are stunning! After taking in some solitude at the... read more",4,380,805-64-5418,Santa Barbara,"Shoreline Drive and La Marina Drive , Santa Barbara , CA",https://www.tripadvisor.com/Attraction_Review-g33045-d946219-Reviews-Shoreline_Park-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"3oOiglv7aic,qxPwv2EhJx4,Ykcl-4MEkU4",Municipal Winemakers,,Chilled out tasting rooms. No formality whatsoever. Lovely Sunday afternoon stroll and a very reasonably priced 5 wine 'taster flight'. Call in.,73,20,+1 805-931-6864,Santa Barbara,"28 Anacapa St , Santa Barbara , CA 93101-1881",https://www.tripadvisor.com/Attraction_Review-g33045-d2006205-Reviews-Municipal_Winemakers-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
"ZVDP_w8BP98,FLTTiKkAIsY,WVcMAVVh8j8",Riverbench Vineyard & Winery,,"My girlfriend and I went to River Bench after taking the train up from Oxnard. The tasting was great, River Bench winery has some incredibly enjoyable wines to choose from. It is... read more",79,12,+1 805-324-4100,Santa Barbara,"137 Anacapa St , Suite C , Santa Barbara , CA 93101-1848",https://www.tripadvisor.com/Attraction_Review-g33045-d5999312-Reviews-Riverbench_Vineyard_Winery-Santa_Barbara_California.html,santa_barbara.json,santa barbara ca,2,-119.7026672,34.4221319,2,100
