mention_name,mention_type,mention_popularity,mention_address,no_of_blogFiles,mention_found_in_blogFiles
capitol park,park,3,"Capitol Park, L Street, Sacramento, Sacramento County, California, 95816, United States of America",13,"avalon_and_sacramento.json,bakersfield_and_sacramento.json,bakersfield_and_sausalito.json,berkeley_and_riverside.json,berkeley_and_sacramento.json,fremont_and_sacramento.json,irvine_and_sacramento.json,monterey_and_sacramento.json,napa_and_sacramento.json,oakland_and_stockton.json,riverside_and_sacramento.json,sacramento_and_sausalito.json,sacramento_and_san francisco.json"
apple hill,commercial,7,"Apple, Inc., Cupertino, Santa Clara County, California, 95014, United States of America",14,"avalon_and_sacramento.json,bakersfield_and_sacramento.json,bakersfield_and_sausalito.json,berkeley_and_riverside.json,berkeley_and_sacramento.json,fremont_and_sacramento.json,irvine_and_sacramento.json,los angeles_and_sausalito.json,monterey_and_sacramento.json,oakland_and_sacramento.json,oakland_and_stockton.json,riverside_and_sacramento.json,sacramento_and_sausalito.json,sacramento_and_san francisco.json"
stockton lake,city,3,"Stockton, San Joaquin County, California, United States of America",2,"big bear lake_and_stockton.json,long beach_and_stockton.json"
palm springs tramway,information,1,"Palm Springs Visitors Center, 2901, Tramway Road, Palm Springs, Riverside County, California, 92262, United States of America",29,"anaheim_and_berkeley.json,anaheim_and_fresno.json,anaheim_and_pismo beach.json,anaheim_and_temecula.json,bakersfield_and_temecula.json,berkeley_and_santa monica.json,berkeley_and_temecula.json,beverly hills_and_san jose.json,carlsbad_and_fresno.json,carlsbad_and_oakland.json,carlsbad_and_pasadena.json,carlsbad_and_pismo beach.json,carlsbad_and_sacramento.json,carlsbad_and_santa cruz.json,carlsbad_and_santa monica.json,fresno_and_irvine.json,fresno_and_long beach.json,fresno_and_malibu.json,fresno_and_pasadena.json,fresno_and_santa monica.json,fresno_and_temecula.json,monterey_and_santa monica.json,oakland_and_pasadena.json,oakland_and_santa monica.json,pasadena_and_sacramento.json,sacramento_and_santa monica.json,san jose_and_temecula.json,santa monica_and_sausalito.json,santa monica_and_temecula.json"
carmel valley village,administrative,5,"Carmel Valley Village, Holman Road, Carmel Valley Village, Monterey County, California, 93924, United States of America",13,"avalon_and_monterey.json,berkeley_and_long beach.json,berkeley_and_monterey.json,fremont_and_los angeles.json,los angeles_and_stockton.json,malibu_and_stockton.json,monterey_and_napa.json,monterey_and_sacramento.json,monterey_and_san jose.json,monterey_and_santa cruz.json,monterey_and_sausalito.json,san jose_and_san luis obispo.json,santa cruz_and_stockton.json"
fredericksburg,hamlet,4,"Fredericksburg, Alpine County, California, United States of America",4,"beverly hills_and_fremont.json,carlsbad_and_stockton.json,napa_and_temecula.json,san diego_and_stockton.json"
cima road,residential,3,"La Cima Road, Santa Barbara, Santa Barbara County, California, 93101, United States of America",3,"anaheim_and_fremont.json,pasadena_and_sacramento.json,santa barbara_and_santa clarita.json"
los angeles.the,city,1,"LA, Los Angeles County, California, United States of America",1,beverly hills_and_carlsbad.json
oceanside,city,56,"Oceanside, San Diego County, California, United States of America",174,"anaheim_and_bakersfield.json,anaheim_and_berkeley.json,anaheim_and_carlsbad.json,anaheim_and_fremont.json,anaheim_and_fresno.json,anaheim_and_malibu.json,anaheim_and_pismo beach.json,anaheim_and_san diego.json,anaheim_and_san francisco.json,anaheim_and_san luis obispo.json,anaheim_and_santa cruz.json,anaheim_and_stockton.json,anaheim_and_temecula.json,avalon_and_carlsbad.json,avalon_and_san bernardino.json,avalon_and_san diego.json,beverly hills_and_carlsbad.json,avalon_and_temecula.json,bakersfield_and_beverly hills.json,bakersfield_and_carlsbad.json,bakersfield_and_oakland.json,bakersfield_and_san diego.json,bakersfield_and_san jose.json,bakersfield_and_santa monica.json,bakersfield_and_temecula.json,berkeley_and_san diego.json,berkeley_and_santa monica.json,berkeley_and_temecula.json,berkeley_and_carlsbad.json,beverly hills_and_fresno.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_san diego.json,beverly hills_and_san jose.json,beverly hills_and_temecula.json,big bear lake_and_santa clarita.json,carlsbad_and_fremont.json,carlsbad_and_fresno.json,carlsbad_and_huntington beach.json,carlsbad_and_irvine.json,carlsbad_and_long beach.json,carlsbad_and_malibu.json,carlsbad_and_monterey.json,carlsbad_and_newport beach.json,carlsbad_and_oakland.json,carlsbad_and_pasadena.json,carlsbad_and_pismo beach.json,carlsbad_and_riverside.json,carlsbad_and_sacramento.json,carlsbad_and_san bernardino.json,carlsbad_and_san diego.json,carlsbad_and_san jose.json,carlsbad_and_santa ana.json,carlsbad_and_santa cruz.json,carlsbad_and_santa monica.json,carlsbad_and_temecula.json,fremont_and_long beach.json,fremont_and_los angeles.json,fremont_and_malibu.json,fremont_and_pasadena.json,fremont_and_san diego.json,fremont_and_santa monica.json,fresno_and_huntington beach.json,fresno_and_irvine.json,fresno_and_long beach.json,fresno_and_malibu.json,fresno_and_pasadena.json,fresno_and_san diego.json,fresno_and_santa ana.json,fresno_and_santa monica.json,fresno_and_temecula.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_sacramento.json,huntington beach_and_san diego.json,huntington beach_and_san francisco.json,huntington beach_and_san luis obispo.json,huntington beach_and_temecula.json,irvine_and_pismo beach.json,irvine_and_sacramento.json,irvine_and_san diego.json,irvine_and_san jose.json,irvine_and_san luis obispo.json,irvine_and_santa monica.json,carlsbad_and_los angeles.json,carlsbad_and_san luis obispo.json,fresno_and_riverside.json,huntington beach_and_malibu.json,huntington beach_and_san jose.json,irvine_and_temecula.json,long beach_and_san diego.json,long beach_and_san francisco.json,long beach_and_san jose.json,los angeles_and_san diego.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,los angeles_and_temecula.json,malibu_and_newport beach.json,malibu_and_pasadena.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,malibu_and_san diego.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa ana.json,malibu_and_stockton.json,malibu_and_temecula.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,monterey_and_riverside.json,monterey_and_san bernardino.json,monterey_and_san diego.json,napa_and_pismo beach.json,napa_and_san diego.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,monterey_and_newport beach.json,monterey_and_santa monica.json,newport beach_and_oakland.json,newport beach_and_sacramento.json,newport beach_and_san diego.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_san luis obispo.json,newport beach_and_santa barbara.json,newport beach_and_santa cruz.json,newport beach_and_temecula.json,oakland_and_pasadena.json,oakland_and_santa monica.json,pasadena_and_pismo beach.json,pasadena_and_sacramento.json,pasadena_and_san diego.json,pasadena_and_san francisco.json,pasadena_and_san luis obispo.json,pasadena_and_santa cruz.json,pasadena_and_stockton.json,pismo beach_and_san diego.json,pismo beach_and_santa monica.json,pismo beach_and_temecula.json,riverside_and_san diego.json,riverside_and_temecula.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa monica.json,san bernardino_and_san diego.json,san bernardino_and_san francisco.json,san bernardino_and_san jose.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa barbara.json,san bernardino_and_santa cruz.json,san bernardino_and_temecula.json,san diego_and_san jose.json,san diego_and_san luis obispo.json,san diego_and_santa ana.json,san diego_and_santa barbara.json,san diego_and_santa clarita.json,san diego_and_santa cruz.json,san diego_and_santa monica.json,san diego_and_stockton.json,san diego_and_temecula.json,san francisco_and_santa monica.json,san francisco_and_temecula.json,newport beach_and_sausalito.json,irvine_and_stockton.json,san jose_and_temecula.json,san luis obispo_and_santa monica.json,san luis obispo_and_temecula.json,santa ana_and_stockton.json,santa barbara_and_stockton.json,santa monica_and_sausalito.json,santa monica_and_stockton.json,santa monica_and_temecula.json,stockton_and_temecula.json"
deep creek hot springs,spring,1,"Deep Creek Hot Springs, PCT - Section C, Green Valley Lake, San Bernardino County, California, 92341, United States of America",1,big bear lake_and_san bernardino.json
fremont route,city,3,"Fremont, Alameda County, California, United States of America",2,"beverly hills_and_fremont.json,fremont_and_santa clarita.json"
scottsdale,residential,8,"Scottsdale Townhouse Association Maintenance Storage Area, Keystone, Carson, Los Angeles County, California, 90745, United States of America",30,"anaheim_and_carlsbad.json,anaheim_and_san bernardino.json,anaheim_and_san francisco.json,anaheim_and_temecula.json,avalon_and_carlsbad.json,avalon_and_san bernardino.json,avalon_and_san diego.json,beverly hills_and_carlsbad.json,avalon_and_temecula.json,beverly hills_and_big bear lake.json,beverly hills_and_san bernardino.json,beverly hills_and_temecula.json,carlsbad_and_long beach.json,carlsbad_and_riverside.json,carlsbad_and_san bernardino.json,fremont_and_irvine.json,irvine_and_san bernardino.json,carlsbad_and_los angeles.json,fresno_and_riverside.json,irvine_and_pasadena.json,irvine_and_temecula.json,long beach_and_san bernardino.json,los angeles_and_riverside.json,los angeles_and_san bernardino.json,pasadena_and_sacramento.json,san bernardino_and_san diego.json,san bernardino_and_san francisco.json,san bernardino_and_san jose.json,san francisco_and_temecula.json,san jose_and_temecula.json"
andes,residential,1,"Andes Avenue, Bakersfield, Kern County, California, 93312, United States of America",1,santa ana_and_santa cruz.json
x9csurf city usa,city,2,"Redwood City, San Mateo County, California, United States of America",2,"huntington beach_and_sacramento.json,huntington beach_and_santa cruz.json"
promenade mall,service,1,"Promenade Mall, Warner Center, LA, Los Angeles County, California, 91365, United States of America",1,stockton_and_temecula.json
calabazas creek,stream,2,"Calabazas Creek, San José, Santa Clara County, California, United States of America",3,"mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"
alessandro ave.,residential,1,"Alessandro Avenue, Temple City, Los Angeles County, California, 91780, United States of America",1,bakersfield_and_riverside.json
heritage hill,residential,1,"Heritage, Temeku Hills, Temecula, Riverside County, California, 92591, United States of America",24,"fresno_and_irvine.json,irvine_and_san bernardino.json,irvine_and_san diego.json,irvine_and_santa barbara.json,irvine_and_santa monica.json,irvine_and_temecula.json,long beach_and_riverside.json,long beach_and_san bernardino.json,long beach_and_temecula.json,los angeles_and_riverside.json,los angeles_and_temecula.json,long beach_and_santa barbara.json,newport beach_and_riverside.json,newport beach_and_san bernardino.json,newport beach_and_temecula.json,pasadena_and_riverside.json,pasadena_and_san diego.json,pasadena_and_santa barbara.json,pasadena_and_temecula.json,riverside_and_san diego.json,riverside_and_santa clarita.json,san bernardino_and_santa barbara.json,santa barbara_and_temecula.json,santa monica_and_temecula.json"
haight street,tertiary,2,"Haight Street, Haight-Ashbury, SF, California, 94117, United States of America",5,"berkeley_and_san francisco.json,berkeley_and_stockton.json,long beach_and_oakland.json,oakland_and_san diego.json,san francisco_and_stockton.json"
penny ice creamery,restaurant,1,"The Penny Ice Creamery, 913, Cedar Street, Downtown District (Commercial), Downtown, Santa Cruz, Santa Cruz County, California, 95060, United States of America",9,"los angeles_and_monterey.json,monterey_and_sacramento.json,monterey_and_san bernardino.json,monterey_and_san jose.json,monterey_and_santa cruz.json,long beach_and_monterey.json,san bernardino_and_san francisco.json,san bernardino_and_santa cruz.json,san francisco_and_santa cruz.json"
south lakes,pier,1,"S, Mariner Park Way, Seabright, Santa Cruz, Santa Cruz County, California, 95062, United States of America",1,fresno_and_riverside.json
fremont east district,station,1,"Fremont, West Plaza, Niles Junction, Niles District, Fremont, Alameda County, California, 94538, United States of America",2,"avalon_and_fremont.json,fremont_and_irvine.json"
fort baker,residential,3,"Fort Baker Drive, Cupertino, Santa Clara County, California, 95014, United States of America",5,"riverside_and_sausalito.json,sacramento_and_sausalito.json,san bernardino_and_sausalito.json,san diego_and_sausalito.json,san jose_and_sausalito.json"
kon tiki inn,hotel,1,"Kon Tiki Inn, 1621, Price Street, Pismo Beach, San Luis Obispo County, California, 93449, United States of America",4,"berkeley_and_santa barbara.json,monterey_and_santa ana.json,monterey_and_santa barbara.json,long beach_and_monterey.json"
sunnyvale,city,20,"Sunnyvale, Santa Clara County, California, United States of America",43,"avalon_and_monterey.json,berkeley_and_san jose.json,bakersfield_and_sausalito.json,berkeley_and_fremont.json,fremont_and_monterey.json,fremont_and_napa.json,fremont_and_oakland.json,fremont_and_sacramento.json,fremont_and_san francisco.json,fremont_and_san jose.json,fremont_and_santa barbara.json,fremont_and_sausalito.json,fresno_and_san jose.json,fresno_and_santa clarita.json,irvine_and_sacramento.json,irvine_and_san jose.json,irvine_and_santa cruz.json,long beach_and_oakland.json,los angeles_and_stockton.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,monterey_and_san jose.json,los angeles_and_santa cruz.json,oakland_and_san jose.json,oakland_and_stockton.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_san luis obispo.json,sacramento_and_santa clarita.json,san bernardino_and_san jose.json,san bernardino_and_san luis obispo.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,san jose_and_santa clarita.json,san jose_and_santa cruz.json,sacramento_and_san bernardino.json,sacramento_and_san francisco.json,san jose_and_stockton.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json"
n. la brea,city,1,"Brea, Orange County, California, United States of America",2,"beverly hills_and_san diego.json,beverly hills_and_san francisco.json"
saline valley,desert,1,"Saline Valley, Inyo County, California, United States of America",1,mammoth lakes_and_sacramento.json
bevmo,beverages,1,"BevMo, Ventura Boulevard, Encino, LA, Los Angeles County, California, 91356, United States of America",1,avalon_and_monterey.json
south arroyo parkway,primary,2,"South Arroyo Parkway, Pasadena, Los Angeles County, California, 91105, United States of America",1,avalon_and_pasadena.json
garstin drive,tertiary,1,"Garstin Drive, Big Bear Lake, San Bernardino County, California, 92314, United States of America",3,"big bear lake_and_long beach.json,big bear lake_and_santa ana.json,big bear lake_and_san bernardino.json"
tamarack beach,beach,2,"Tamarack Beach, Carlsbad Boulevard, Carlsbad, San Diego County, California, 92008, United States of America",6,"avalon_and_carlsbad.json,avalon_and_temecula.json,carlsbad_and_huntington beach.json,carlsbad_and_long beach.json,carlsbad_and_newport beach.json,newport beach_and_san diego.json"
santa maria country,residential,2,"Santa Maria Drive, Canyon Country, Santa Clarita, Los Angeles County, California, 91351, United States of America",4,"big bear lake_and_santa clarita.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"
diridon station,yes,5,"San Jose Diridon Station, Cahill Street, Little Italy, Buena Vista, San José, Santa Clara County, California, 95110, United States of America",5,"avalon_and_san jose.json,fremont_and_santa clarita.json,fresno_and_san jose.json,san francisco_and_santa clarita.json,san jose_and_stockton.json"
stockton route,city,4,"Stockton, San Joaquin County, California, United States of America",3,"napa_and_stockton.json,oakland_and_stockton.json,stockton_and_temecula.json"
greenland,residential,1,"Greenland Way, Silver Creek, San José, Santa Clara County, California, 95135:95148, United States of America",1,santa ana_and_sausalito.json
evanston,residential,1,"Evanston Street, Brentwood Park, Riviera, LA, Los Angeles County, California, 90049, United States of America",1,riverside_and_san francisco.json
sweetwater river,river,1,"Sweetwater River, San Diego County, California, United States of America",2,"mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"
fair oaks,hamlet,1,"Fair Oaks, Mendocino County, California, United States of America",1,riverside_and_sacramento.json
guadalupe hidalgo,residential,2,"Tratado de Guadalupe, Hidalgo, Mexicali, Baja California, 21000, México",3,"big bear lake_and_monterey.json,long beach_and_sacramento.json,long beach_and_monterey.json"
us,administrative,315,"California, United States of America",341,"anaheim_and_bakersfield.json,anaheim_and_berkeley.json,anaheim_and_fremont.json,anaheim_and_fresno.json,anaheim_and_mammoth lakes.json,anaheim_and_monterey.json,anaheim_and_oakland.json,anaheim_and_pismo beach.json,anaheim_and_sacramento.json,anaheim_and_san francisco.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa cruz.json,anaheim_and_sausalito.json,anaheim_and_stockton.json,avalon_and_bakersfield.json,avalon_and_berkeley.json,avalon_and_fremont.json,avalon_and_fresno.json,avalon_and_mammoth lakes.json,avalon_and_monterey.json,avalon_and_oakland.json,avalon_and_sacramento.json,avalon_and_san luis obispo.json,anaheim_and_napa.json,bakersfield_and_huntington beach.json,bakersfield_and_san bernardino.json,berkeley_and_long beach.json,beverly hills_and_sausalito.json,avalon_and_santa cruz.json,bakersfield_and_beverly hills.json,bakersfield_and_big bear lake.json,bakersfield_and_carlsbad.json,bakersfield_and_fremont.json,bakersfield_and_fresno.json,bakersfield_and_irvine.json,bakersfield_and_long beach.json,bakersfield_and_los angeles.json,bakersfield_and_malibu.json,bakersfield_and_mammoth lakes.json,bakersfield_and_monterey.json,bakersfield_and_napa.json,bakersfield_and_newport beach.json,bakersfield_and_oakland.json,bakersfield_and_pasadena.json,bakersfield_and_pismo beach.json,bakersfield_and_riverside.json,bakersfield_and_sacramento.json,bakersfield_and_san diego.json,bakersfield_and_san francisco.json,bakersfield_and_san jose.json,bakersfield_and_san luis obispo.json,bakersfield_and_santa ana.json,bakersfield_and_santa cruz.json,bakersfield_and_santa monica.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,bakersfield_and_temecula.json,berkeley_and_los angeles.json,berkeley_and_malibu.json,berkeley_and_mammoth lakes.json,berkeley_and_newport beach.json,berkeley_and_pasadena.json,berkeley_and_pismo beach.json,berkeley_and_riverside.json,berkeley_and_san bernardino.json,berkeley_and_san diego.json,berkeley_and_san luis obispo.json,berkeley_and_santa barbara.json,berkeley_and_santa clarita.json,berkeley_and_santa monica.json,berkeley_and_temecula.json,berkeley_and_beverly hills.json,berkeley_and_big bear lake.json,berkeley_and_carlsbad.json,berkeley_and_fresno.json,berkeley_and_huntington beach.json,berkeley_and_irvine.json,beverly hills_and_fresno.json,beverly hills_and_mammoth lakes.json,beverly hills_and_monterey.json,beverly hills_and_napa.json,beverly hills_and_oakland.json,beverly hills_and_sacramento.json,beverly hills_and_san francisco.json,beverly hills_and_san jose.json,beverly hills_and_san luis obispo.json,beverly hills_and_santa cruz.json,beverly hills_and_stockton.json,big bear lake_and_fremont.json,big bear lake_and_mammoth lakes.json,big bear lake_and_monterey.json,big bear lake_and_napa.json,big bear lake_and_oakland.json,big bear lake_and_pismo beach.json,big bear lake_and_sacramento.json,big bear lake_and_san jose.json,big bear lake_and_santa cruz.json,big bear lake_and_sausalito.json,big bear lake_and_stockton.json,carlsbad_and_fremont.json,carlsbad_and_fresno.json,carlsbad_and_mammoth lakes.json,carlsbad_and_monterey.json,carlsbad_and_napa.json,carlsbad_and_oakland.json,carlsbad_and_pismo beach.json,carlsbad_and_sacramento.json,carlsbad_and_san jose.json,carlsbad_and_santa cruz.json,carlsbad_and_sausalito.json,carlsbad_and_stockton.json,fremont_and_fresno.json,fremont_and_huntington beach.json,fremont_and_irvine.json,fremont_and_long beach.json,fremont_and_los angeles.json,fremont_and_malibu.json,fremont_and_mammoth lakes.json,fremont_and_newport beach.json,fremont_and_pasadena.json,fremont_and_pismo beach.json,fremont_and_san bernardino.json,fremont_and_san diego.json,fremont_and_san luis obispo.json,fremont_and_santa ana.json,fremont_and_santa barbara.json,fremont_and_santa clarita.json,fremont_and_santa monica.json,fremont_and_temecula.json,fresno_and_huntington beach.json,fresno_and_irvine.json,fresno_and_long beach.json,fresno_and_los angeles.json,fresno_and_malibu.json,fresno_and_mammoth lakes.json,fresno_and_monterey.json,fresno_and_napa.json,fresno_and_newport beach.json,fresno_and_oakland.json,fresno_and_pasadena.json,fresno_and_pismo beach.json,fresno_and_sacramento.json,fresno_and_san bernardino.json,fresno_and_san diego.json,fresno_and_san francisco.json,fresno_and_san jose.json,fresno_and_san luis obispo.json,fresno_and_santa ana.json,fresno_and_santa barbara.json,fresno_and_santa clarita.json,fresno_and_santa cruz.json,fresno_and_santa monica.json,fresno_and_sausalito.json,fresno_and_stockton.json,fresno_and_temecula.json,huntington beach_and_mammoth lakes.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_oakland.json,huntington beach_and_sacramento.json,huntington beach_and_san francisco.json,huntington beach_and_san luis obispo.json,huntington beach_and_santa cruz.json,huntington beach_and_sausalito.json,huntington beach_and_stockton.json,irvine_and_mammoth lakes.json,irvine_and_monterey.json,irvine_and_napa.json,irvine_and_oakland.json,irvine_and_pismo beach.json,irvine_and_sacramento.json,irvine_and_san jose.json,irvine_and_san luis obispo.json,irvine_and_santa cruz.json,irvine_and_sausalito.json,carlsbad_and_san luis obispo.json,fremont_and_riverside.json,fresno_and_riverside.json,huntington beach_and_san jose.json,long beach_and_napa.json,long beach_and_oakland.json,long beach_and_pismo beach.json,long beach_and_sacramento.json,long beach_and_san francisco.json,long beach_and_san jose.json,long beach_and_san luis obispo.json,long beach_and_santa cruz.json,long beach_and_stockton.json,los angeles_and_mammoth lakes.json,los angeles_and_monterey.json,los angeles_and_napa.json,long beach_and_mammoth lakes.json,los angeles_and_oakland.json,los angeles_and_pismo beach.json,los angeles_and_sacramento.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,los angeles_and_san luis obispo.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_napa.json,malibu_and_oakland.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa barbara.json,malibu_and_santa cruz.json,malibu_and_sausalito.json,malibu_and_stockton.json,mammoth lakes_and_monterey.json,mammoth lakes_and_napa.json,mammoth lakes_and_oakland.json,mammoth lakes_and_pasadena.json,malibu_and_mammoth lakes.json,mammoth lakes_and_riverside.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san bernardino.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san francisco.json,mammoth lakes_and_san jose.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,mammoth lakes_and_santa clarita.json,mammoth lakes_and_santa cruz.json,mammoth lakes_and_santa monica.json,mammoth lakes_and_stockton.json,mammoth lakes_and_temecula.json,monterey_and_pasadena.json,monterey_and_riverside.json,monterey_and_san bernardino.json,monterey_and_san diego.json,monterey_and_santa barbara.json,monterey_and_santa clarita.json,monterey_and_temecula.json,napa_and_newport beach.json,napa_and_pasadena.json,napa_and_pismo beach.json,napa_and_riverside.json,napa_and_san bernardino.json,napa_and_san diego.json,napa_and_san luis obispo.json,napa_and_santa ana.json,napa_and_santa barbara.json,napa_and_santa clarita.json,napa_and_santa monica.json,long beach_and_monterey.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,mammoth lakes_and_pismo beach.json,mammoth lakes_and_sausalito.json,monterey_and_newport beach.json,monterey_and_santa monica.json,newport beach_and_oakland.json,newport beach_and_sacramento.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_san luis obispo.json,newport beach_and_santa cruz.json,newport beach_and_stockton.json,oakland_and_pasadena.json,oakland_and_riverside.json,oakland_and_san bernardino.json,oakland_and_san diego.json,oakland_and_san luis obispo.json,oakland_and_santa ana.json,oakland_and_santa barbara.json,oakland_and_santa clarita.json,oakland_and_santa monica.json,pasadena_and_pismo beach.json,pasadena_and_sacramento.json,pasadena_and_san francisco.json,pasadena_and_san jose.json,pasadena_and_san luis obispo.json,pasadena_and_santa cruz.json,pasadena_and_stockton.json,pismo beach_and_sacramento.json,pismo beach_and_san diego.json,pismo beach_and_san jose.json,pismo beach_and_sausalito.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_san jose.json,riverside_and_san luis obispo.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_san luis obispo.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa clarita.json,sacramento_and_santa monica.json,sacramento_and_temecula.json,san bernardino_and_san francisco.json,san bernardino_and_san jose.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa cruz.json,san bernardino_and_sausalito.json,san diego_and_san jose.json,san diego_and_san luis obispo.json,san diego_and_santa barbara.json,san diego_and_santa cruz.json,san diego_and_sausalito.json,san diego_and_stockton.json,san francisco_and_santa ana.json,san francisco_and_santa barbara.json,san francisco_and_santa clarita.json,san francisco_and_santa monica.json,san francisco_and_temecula.json,san jose_and_san luis obispo.json,san jose_and_santa barbara.json,san jose_and_santa clarita.json,sacramento_and_san bernardino.json,sacramento_and_san diego.json,newport beach_and_sausalito.json,oakland_and_pismo beach.json,oakland_and_temecula.json,san bernardino_and_stockton.json,san jose_and_santa monica.json,santa clarita_and_sausalito.json,irvine_and_stockton.json,san jose_and_temecula.json,san luis obispo_and_santa ana.json,san luis obispo_and_santa monica.json,san luis obispo_and_stockton.json,san luis obispo_and_temecula.json,santa ana_and_santa cruz.json,santa ana_and_sausalito.json,santa ana_and_stockton.json,santa barbara_and_santa cruz.json,santa barbara_and_sausalito.json,santa barbara_and_stockton.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json,santa cruz_and_santa monica.json,santa cruz_and_temecula.json,santa monica_and_sausalito.json,santa monica_and_stockton.json,stockton_and_temecula.json"
slauson east,primary,1,"East Slauson Avenue, Pico Rivera, Los Angeles County, California, 90670, United States of America",1,beverly hills_and_san bernardino.json
irvington,proposed,3,"Irvington, Osgood Road, Irvington District, Fremont, Alameda County, California, 94539, United States of America",4,"berkeley_and_fremont.json,fremont_and_monterey.json,fremont_and_san bernardino.json,fremont_and_san jose.json"
westchester way,residential,1,"Westchester Way, Paradise, Butte County, California, 95969, United States of America",1,pasadena_and_sacramento.json
kreuzberg,cafe,2,"Kreuzberg, 685, Higuera Street, San Luis Obispo, San Luis Obispo County, California, 93401, United States of America",16,"anaheim_and_san luis obispo.json,bakersfield_and_san luis obispo.json,berkeley_and_san luis obispo.json,fremont_and_san luis obispo.json,fresno_and_san luis obispo.json,long beach_and_san luis obispo.json,los angeles_and_san luis obispo.json,malibu_and_san luis obispo.json,monterey_and_san luis obispo.json,napa_and_san luis obispo.json,newport beach_and_san luis obispo.json,oakland_and_san luis obispo.json,pasadena_and_san luis obispo.json,riverside_and_san luis obispo.json,sacramento_and_san luis obispo.json,san luis obispo_and_stockton.json"
bronson ave.,tertiary,1,"Bronson Avenue, Little Armenia, LA, Los Angeles County, California, 90028-5420, United States of America",19,"bakersfield_and_beverly hills.json,bakersfield_and_santa monica.json,beverly hills_and_fresno.json,beverly hills_and_huntington beach.json,beverly hills_and_long beach.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_santa ana.json,beverly hills_and_temecula.json,fresno_and_long beach.json,fresno_and_santa ana.json,long beach_and_pasadena.json,long beach_and_san bernardino.json,newport beach_and_oakland.json,newport beach_and_pasadena.json,newport beach_and_san jose.json,pasadena_and_riverside.json,sacramento_and_santa ana.json,santa monica_and_temecula.json"
sunshine canyon landfill,landfill,1,"Sunshine Canyon, LA, Los Angeles County, California, 91344, United States of America",1,san bernardino_and_santa clarita.json
white sands,residential,2,"White Sands, Coto de Caza, Orange County, California, 92679, United States of America",3,"carlsbad_and_santa ana.json,carlsbad_and_stockton.json,san diego_and_stockton.json"
roaring camp,residential,2,"Roaring Camp, Plumas Lake, Yuba County, California, United States of America",10,"anaheim_and_monterey.json,anaheim_and_san francisco.json,beverly hills_and_monterey.json,beverly hills_and_oakland.json,beverly hills_and_sacramento.json,beverly hills_and_san francisco.json,beverly hills_and_san jose.json,oakland_and_santa monica.json,riverside_and_san francisco.json,riverside_and_san jose.json"
