attraction_name,attraction_knownFor,attraction_reviewComment,attraction_ranking,attraction_no_of_reviews,attraction_contact,attraction_in,attraction_address,attraction_url,attraction_in_file,youTubeLinkIds
Round Pond Estate,"Farms , Sights & Landmarks","We went to a wine tasting here, and other reviews pretty much summed up our experience. Average wine, lovely employees, beautiful scenery. We learned a lot about their wine... read more",7,272,+1 707-302-2575,Rutherford,"875 Rutherford Road , Rutherford , CA 94573",https://www.tripadvisor.com/Attraction_Review-g32997-d650283-Reviews-Round_Pond_Estate-Rutherford_Napa_Valley_California.html,rutherford.json,"4khFEAS2i98,L4kdzR_nXlA,hiTTW8Go9mQ"
Newton Vineyard,"Wineries & Vineyards , Food & Drink",This was a gorgeous tour and tasting in Napa Valley. Spring for the vineyard tour and tasting in the Pinzgauer (which actually was used during WWII). The views from the Pino... read more,22,62,+1 707-963-9000,St. Helena,"2555 Madrona Ave , St. Helena , CA 94574-2300",https://www.tripadvisor.com/Attraction_Review-g33000-d2341446-Reviews-Newton_Vineyard-St_Helena_Napa_Valley_California.html,st._helena.json,"AuaDZOWIxk4,tE7pPoMK3jU,TdRxRUMfgJo"
Stags' Leap Winery,"Wineries & Vineyards , Food & Drink",We had planned this trip for a long time. We booked the tour of Stags Leap way in advance and were thinking we were visiting the winery that produced the Paris Wine Tasting... read more,32,149,+1 707 257 5790,Napa,"6150 Silverado Trl , Napa , CA 94558-9748",https://www.tripadvisor.com/Attraction_Review-g32766-d107866-Reviews-Stags_Leap_Winery-Napa_Napa_Valley_California.html,napa.json,"OpQiAxbCOGY,zi6WxLYyhfU"
Paraduxx Winery,"Wineries & Vineyards , Food & Drink",They have nice sofas and lots of umbrellas for shade. The wine was decent. This wasn't quite the personalized experience we were treated to at wineries where we belong to the... read more,22,166,+1 707-945-0890,Napa,"7257 Silverado Trl , Napa , CA 94558-9430",https://www.tripadvisor.com/Attraction_Review-g32766-d1875014-Reviews-Paraduxx_Winery-Napa_Napa_Valley_California.html,napa.json,"WHhstpso70M,-5fYVTughRg,dHmEwMRPbvY"
Goosecross Cellars,"Wineries & Vineyards , Food & Drink","This location was recommended by a Concierge. We were pleasantly surprised. The grounds were quaint, the property was attractive. The tasting was relaxing and the service was... read more",4,153,+1 707-944-1986,Yountville,"1119 State Ln , Yountville , CA 94599-9407",https://www.tripadvisor.com/Attraction_Review-g33300-d208721-Reviews-Goosecross_Cellars-Yountville_Napa_Valley_California.html,yountville.json,"Q7uDrW_xO_o,k6gJwFBC9cU"
Chappellet,"Wineries & Vineyards , Food & Drink",I would definitely recommend this winery. It is a little off the beaten path but so worth the beautiful drive up the mountain. Stunning views and wines that are fantastic. We... read more,16,83,+1 707-286-4219,St. Helena,"1581 Sage Canyon Rd , St. Helena , CA 94574",https://www.tripadvisor.com/Attraction_Review-g33000-d1599813-Reviews-Chappellet-St_Helena_Napa_Valley_California.html,st._helena.json,"pOS6CTQhLEc,OxmAJJwEECc"
CADE Winery,,"From this mountain winery, the view is spectacular. And they make delicious wines. However, we spent a week in Napa Valley, and this was the most expensive tasting we encountered... read more",1,84,+1 707-965-2746,Angwin,"360 Howell Mountain Rd S , Angwin , CA 94508-9663",https://www.tripadvisor.com/Attraction_Review-g29096-d2249349-Reviews-CADE_Winery-Angwin_Napa_Valley_California.html,angwin.json,"PtIJ-zO5ps8,qAxDZ6N7pJk,-8cSbU90kxo"
Vine Cliff Winery,,We loved this winery! The grounds are beautiful. Peter was fantastic in describing how the wine was made and stored. The tasting was even better because their wine is excellent... read more,65,29,+1 707-944-1364,Napa,"7400 Silverado Trl , Napa , CA 94558-9425",https://www.tripadvisor.com/Attraction_Review-g32766-d574901-Reviews-Vine_Cliff_Winery-Napa_Napa_Valley_California.html,napa.json,"LApkacA4v7w,BC1wrp6nnb4,6YALm5zDzj4"
Robert Sinskey Vineyards,"Wineries & Vineyards , Food & Drink",Visited as 2 couples for a tasting only. We did not have reservations and were fortunate to find a place immediately at the bar. Phil was very knowledgeable of the wines and the... read more,23,184,+1 707-944-9090,Napa,"6320 Silverado Trl , Napa , CA 94558-9747",https://www.tripadvisor.com/Attraction_Review-g32766-d282858-Reviews-Robert_Sinskey_Vineyards-Napa_Napa_Valley_California.html,napa.json,"RLs8-cY_whM,c2bIObC61I4,BF_BNqSnU38"
B Cellars Winery,"Wineries & Vineyards , Food & Drink","I went to Napa/Sonoma for a girls' weekend, and we stopped here for a lunch and wine tasting pairing. The grounds are modern, and the terrace is lovely. The tour itself was not as... read more",2,133,+1 877-229-9939,Oakville,"703 Oakville Crossroad , Oakville , CA 94562",https://www.tripadvisor.com/Attraction_Review-g32812-d3521896-Reviews-B_Cellars_Winery-Oakville_Napa_Valley_California.html,oakville.json,"enjSwVIhFJw,ETmiUJ3IZXc,-O6qaQSe-w8"
Viader Vineyards & Winery,,"Unbelievable location, wines, service, education. We were in heaven for about an hour. We visited Napa twice so far and had at least 20 different tasting experiences. This one is... read more",1,59,+1 707-963-3816,Deer Park,"1120 Deer Park Rd , Deer Park , CA 94576-9715",https://www.tripadvisor.com/Attraction_Review-g32285-d952225-Reviews-Viader_Vineyards_Winery-Deer_Park_Napa_Valley_California.html,deer_park.json,"MTXFrogZqhk,WikkoxaVX5I,w7JDrIbA6bs"
Ladera Vineyards,,"Had a great time touring Ladera with friends. Some cool history along with some delicious wine, and an excellent tour guide!",2,27,+1 707-965-2445,Angwin,"150 White Cottage Rd S , Angwin , CA 94508-9615",https://www.tripadvisor.com/Attraction_Review-g29096-d2249351-Reviews-Ladera_Vineyards-Angwin_Napa_Valley_California.html,angwin.json,"-_hhXEDZRKA,2nd4kPOwnCU,hVHB7Rht7HA"
Vine Cliff Winery Tasting Room,,Both Tom and Linda made us feel so welcome and special during our visit. Tom's attention to his charcuterie was perfectly paired with the wines recommended by Linda. Great wine... read more,58,15,+1 707-944-1364,St. Helena,"699 Saint Helena Hwy , St. Helena , CA 94574-2209",https://www.tripadvisor.com/Attraction_Review-g33000-d6615581-Reviews-Vine_Cliff_Winery_Tasting_Room-St_Helena_Napa_Valley_California.html,st._helena.json,"BC1wrp6nnb4,LApkacA4v7w"
Merus,,"The winery and cave are beautiful. The tasting room tops it off. Menus wines are outstanding, but its little brother Altvs is one the most underrated wines in Napa Valley and... read more",80,5,7072515551,St. Helena,"424 Crystal Springs Rd , St. Helena , CA 94574-9666",https://www.tripadvisor.com/Attraction_Review-g33000-d8385424-Reviews-Merus-St_Helena_Napa_Valley_California.html,st._helena.json,"5LVnsYsj8yU,0ZNlOzjvcB4"
O'Saughnessy Estate Winery,,Grand estate winery on Howell Mt. of about 120 acres. Modern and beautiful cave and winemaking facilities. Tastings by appointment and available to public and club members... read more,4,6,+1 707-965-2898,Angwin,"Friesen Drive , Angwin , CA 94508",https://www.tripadvisor.com/Attraction_Review-g29096-d6602996-Reviews-O_Saughnessy_Estate_Winery-Angwin_Napa_Valley_California.html,angwin.json,
Outpost Wines,,"Outstanding!!! Outpost is truly worth the drive up Howell Mountain. The view is wonderful, the people are outstanding and the wine are some of Napa's best! Get off 29 and forget... read more",3,8,7079651718,Angwin,"2075 Summit Lake Dr , Angwin , CA 94508-9778",https://www.tripadvisor.com/Attraction_Review-g29096-d6964569-Reviews-Outpost_Wines-Angwin_Napa_Valley_California.html,angwin.json,"797IzpV_d7s,Up-w6u-9BwI,sku6eDv401k"
Bremer Family Vineyard,,Bremer is simply a great place to hand out and taste wines. They make some really good ones. The building and grounds have been much improved by the Bremers. On a sunny day we... read more,44,34,+1 707-963-5411,St. Helena,"975 Deer Park Rd , St. Helena , CA 94574-9527",https://www.tripadvisor.com/Attraction_Review-g33000-d2287137-Reviews-Bremer_Family_Vineyard-St_Helena_Napa_Valley_California.html,st._helena.json,"a5qbTrQ8XG4,8Lplu7bnccQ,m6lz5_BWIXA"
Kuleto Estate,"Wineries & Vineyards , Food & Drink","Kuleto is a reservation only winery that also allows picnics. It is a very long drive up a windy road, very scenic. Unfortunately for us one of Kuleto's trucks was broken down on... read more",15,103,+1 707-302-2209,St. Helena,"2460 Sage Canyon Rd , St. Helena , CA 94574-9641",https://www.tripadvisor.com/Attraction_Review-g33000-d2220877-Reviews-Kuleto_Estate-St_Helena_Napa_Valley_California.html,st._helena.json,"UKhaLjSgBzQ,SQED2pQoeyM,VY1c7GGWCQU"
Pope Valley Winery,,Was looking for new wine tasting outside of Napa and found this lovely winery accidentally. It took us about 30 mins to travel the windy road to reach the winery. Nice and quiet... read more,1,14,,Pope Valley,"6613 Pope Valley Rd , Pope Valley , CA 94567-9409",https://www.tripadvisor.com/Attraction_Review-g32913-d4303230-Reviews-Pope_Valley_Winery-Pope_Valley_Napa_Valley_California.html,pope_valley.json,"INQwci1dXek,nepPhakp-RA,fze1jEVvzBg"
Arkenstone Vineyards,,Susan is a great host. Beautiful facility with lovely wine. Excellent Sav Blanc and cab and we were lucky to be there as they were processing the harvest. Beautiful views from the... read more,7,3,707-965-1020,Angwin,"335 West Lane , Angwin , CA 94508",https://www.tripadvisor.com/Attraction_Review-g29096-d8636143-Reviews-Arkenstone_Vineyards-Angwin_Napa_Valley_California.html,angwin.json,"S2bXQXcGkDA,aiyN1-x4vpg,bmqrfaPHnjQ"
Aetna Springs Golf Course,"“ Don't forget the golf course ..... ” Reviewed November 27, 2014 Hi gang, Played here on a GolfNow special for $30 (18 holes w/cart). I last played here15 yrs ago. The course. Was. First designed before 1900 thus one of the oldest courses west of the Mississippi River. They are building a resort on the property so things are changin' real fast. After enjoying a scenic drive thru valley oaks and... More Helpful? Thank Nothreeputts Report",,3,,,Pope Valley,,https://www.tripadvisor.com/Attraction_Review-g32913-d7278324-Reviews-Aetna_Springs_Golf_Course-Pope_Valley_Napa_Valley_California.html,pope_valley.json,"-MlT1VRcazk,d5yxOO8XYDY,j_GPdy1djRk"
Northern California Bistronomy Center,,My husband and I enjoyed a full day experience at NCBC. We started with a tour of the organic garden with the chance to pick produce for lunch and dinner as well as learn from... read more,2,2,+1 415-205-4239,Pope Valley,"1647 Snell Valley Road , Pope Valley , CA 94567",https://www.tripadvisor.com/Attraction_Review-g32913-d7102632-Reviews-Northern_California_Bistronomy_Center-Pope_Valley_Napa_Valley_California.html,pope_valley.json,yuTIpNo-hCY
Saddleback Cellars,,"We had such a lovely tasting at Saddleback sitting under the trees, C&W on the radio and Chloe the winery dog lazing about with us. Would definitely recommend a visit... we liked... read more",9,36,+1 707-944-1305,Oakville,"7802 Money Road , Via Silverado Trail or Hwy 29 , Oakville , CA",https://www.tripadvisor.com/Attraction_Review-g32812-d1490869-Reviews-Saddleback_Cellars-Oakville_Napa_Valley_California.html,oakville.json,"K9lS2l40laE,mXETNDkgOho"
Groth Vineyards & Winery,,"We selected this winery based on our research of wonderful white wines and education and we weren't disappointed. We booked our tour through Beau Wine Tours, so unsure about drop... read more",8,34,+1 707-944-0290,Oakville,"750 Oakville Cross Road , Oakville , CA 94562",https://www.tripadvisor.com/Attraction_Review-g32812-d5999653-Reviews-Groth_Vineyards_Winery-Oakville_Napa_Valley_California.html,oakville.json,"xrMb_GGOuJk,Ph0qL4VkEqw,SQwfUM1B7dQ"
Turtle Bay Exploration Park,"Nature & Wildlife Areas , Gardens , Science Museums , Museums , Nature & Parks , More","A visit to this park is always a good activity for a walk when in Redding, whether it is alone or with family. I would recommend it for taking your kids. We did this as a family... read more",3,313,+1 800-887-8532,Redding,"844 Sundial Bridge Dr , Redding , CA 96001-0978",https://www.tripadvisor.com/Attraction_Review-g32952-d265300-Reviews-Turtle_Bay_Exploration_Park-Redding_California.html,redding.json,"i9-9SQsziO0,E3DqJiRnRRk,zzR4jgKEDwA"
Redwood National Park,"National Parks , State Parks , Hiking Trails , Outdoor Activities , Nature & Parks , More",Wonderful place to visit. The trees are amazingly beautiful. We will definitely be back. It's worth the drive.,1,823,+1 707-464-9150,Redwood National Park,"Highway 101 , Orick, CA , Redwood National Park, CA 95555",https://www.tripadvisor.com/Attraction_Review-g2193168-d210214-Reviews-Redwood_National_Park-Redwood_National_Park_California.html,redwood_national_park.json,"JPEvDQLezyc,MglBOaOnzqM,3wgkRS-VA3o"
Cascade Theatre,"Theaters , Concerts & Shows","A Beautiful, Art Deco theater with great sound quality. I am always thrilled to spend time in this Grand Lady. I have seen many performances there, and have even performed there... read more",7,42,+1 530-243-8877,Redding,"1731 Market St , Redding , CA 96001-1933",https://www.tripadvisor.com/Attraction_Review-g32952-d6630933-Reviews-Cascade_Theatre-Redding_California.html,redding.json,"mTTXbteMT4g,GnoYyTpWXN0,2SAMu0pdCaU"
Lady Bird Johnson Grove,"Hiking Trails , Outdoor Activities , Nature & Parks","Just after our drive through the redwood forest area just north of here, we came upon an area with pains and creek bottoms. Seeing a sign for Lady Bird Johnson Park, we were kind... read more",2,121,+1 707-443-7062,Orick,"Bald Hills Road , Orick , CA",https://www.tripadvisor.com/Attraction_Review-g32830-d2655827-Reviews-Lady_Bird_Johnson_Grove-Orick_Humboldt_County_California.html,orick.json,"fnodzoWhM-Q,6bEnVFJNYTc,jU4rTBdvkcs"
Prairie Creek Redwoods State Park,"State Parks , Nature & Parks",It is hard to explain the absolute majestic grandeur (can't think of better terms to use) of this drive down through gigantic redwood trees. You feel like you have somehow... read more,1,221,+1 707-464-6101,Orick,"Orick , CA",https://www.tripadvisor.com/Attraction_Review-g32830-d145143-Reviews-Prairie_Creek_Redwoods_State_Park-Orick_Humboldt_County_California.html,orick.json,"tsLmhBmqOdQ,eQ4nXIZtR9g,D_xlRskXbuI"
Redwood Highway,"Scenic Drives , Sights & Landmarks , Outdoor Activities","The Redwood Highway is the perfect place to enjoy scenic views of the coastline, the rivers, forests and mountains.",1,506,,Eureka,"US Highways 101 and 199 , Eureka , CA",https://www.tripadvisor.com/Attraction_Review-g32363-d3608970-Reviews-Redwood_Highway-Eureka_Humboldt_County_California.html,eureka.json,"P-3nDIwPOos,2Zcz-XWjAD4,1nIJK1VVmAs"
California Coastal Trail,,Not sure whether this is what I saw. However we travel From Ave of Giant then off 101 to route 1 ( curvy mountain road). From West Port to all the way down to Bodega bay are so... read more,3,21,,Redwood National Park,"Redwood National Park , Wilson Creek Picnic Area off Hwy 101 , Redwood National Park, CA 95548",https://www.tripadvisor.com/Attraction_Review-g2193168-d144958-Reviews-California_Coastal_Trail-Redwood_National_Park_California.html,redwood_national_park.json,"KoZ1QjJ6Rgw,QokSwi8L8YA,o-BziPNvXs8"
Trillium Falls Hike,,We visited a couple different places in the redwoods and this hike was a favorite. It is a gorgeous area to visit with spectacular trees. Kids worked on edventure quest and... read more,4,12,,Redwood National Park,"Davison Road , Redwood National Park, CA",https://www.tripadvisor.com/Attraction_Review-g2193168-d8736856-Reviews-Trillium_Falls_Hike-Redwood_National_Park_California.html,redwood_national_park.json,"hqVzQ9yPnuM,2iIMF5EF8UE,ZrsgX0ZVaDs"
Enderts Beach,,We visited here with our two boys ages 9 + 11. We really enjoyed the hike along the Coastal Trail down to Enderts Beach. The views were very pretty and the trail easy to walk... read more,2,42,,Redwood National Park,"Enderts Beach Road , Redwood National Park, CA",https://www.tripadvisor.com/Attraction_Review-g2193168-d2483782-Reviews-Enderts_Beach-Redwood_National_Park_California.html,redwood_national_park.json,"dI0Wcw6F_ZE,neep7cJm6co,Y8vw5BbsY2s"
Sacramento River Trail,"Hiking Trails , Nature & Parks , Outdoor Activities","And it seems everyone has the same idea! This place is always busy, bikers and skaters, dog walkers and families with kids - this trail sees them all. Even on the hottest days... read more",5,197,,Redding,"Hilltop Drive and River Bend Road , Redding , CA",https://www.tripadvisor.com/Attraction_Review-g32952-d286090-Reviews-Sacramento_River_Trail-Redding_California.html,redding.json,"5-KZyeXEW6U,pyoNCgktrb8,ag3suyamrDQ"
Benton Dog Park,,I have taken my 2 very large dogs here a few times and the always have fun but a couple times it has been very crowded and my dogs don't seem to like that. Some people let their... read more,18,17,,Redding,"1700 Airpark Dr , Redding , CA 96001",https://www.tripadvisor.com/Attraction_Review-g32952-d5961861-Reviews-Benton_Dog_Park-Redding_California.html,redding.json,"3GRSbr0EYYU,HgNUzVx1PgU,lWv2wtvK6hg"
Thomas H. Kuchel Visitor Center,,Stopped for restrooms and park stamps for collectors book. We walked down to the beach and learned what a sneaker was in the tsunami vocabulary world. Very clean restrooms... read more,4,41,+1 707-464-9150,Orick,"Highway 101 , Orick , CA",https://www.tripadvisor.com/Attraction_Review-g32830-d2181670-Reviews-Thomas_H_Kuchel_Visitor_Center-Orick_Humboldt_County_California.html,orick.json,"I1156YyBsy4,-RPEwnbMd5w,WHI-YH5uLUo"
Newton B Drury Parkway,"Scenic Drives , Sights & Landmarks , Outdoor Activities","Just after our drive through the redwood forest area just north of here, we came upon an area with pains and creek bottoms. We were kind of ambivalent about pulling off of the... read more",3,82,,Orick,"Old HIghway 101 , Orick , CA",https://www.tripadvisor.com/Attraction_Review-g32830-d3608977-Reviews-Newton_B_Drury_Parkway-Orick_Humboldt_County_California.html,orick.json,"i6YXoVn1cDg,B2GFoC2xkZA,hEZQqgB77_g"
Jedediah Smith Redwoods State Park,"State Parks , Nature & Parks",This was my first visit to the Coastal Redwoods. This park was wonderful! The drive through the park on a dirt one lane drive has left me feeling a part of nature.,1,982,7074657335,Crescent City,"Crescent City , CA",https://www.tripadvisor.com/Attraction_Review-g60944-d116853-Reviews-Jedediah_Smith_Redwoods_State_Park-Crescent_City_California.html,crescent_city.json,"5iPNq6Txf3A,kJAyzaKNOiI,BsaIgZqIfvE"
Sequoia Park Garden,"Gardens , State Parks , Nature & Parks",Take the time and stop. We were glad we were not in a hurry. It was worth the tour and just a beautiful day out. Take your cameras you will be happy you did (or make sure your... read more,6,69,+1 707-441-4263,Eureka,"3414 W St , Eureka , CA 95503-5656",https://www.tripadvisor.com/Attraction_Review-g32363-d3219782-Reviews-Sequoia_Park_Garden-Eureka_Humboldt_County_California.html,eureka.json,"d36yrd8fKF8,66u7HZDI9Ns,pNb2E91hc4Y"
Humboldt Bay,"Bodies of Water , Nature & Parks","After visiting, my husband and I decided to pack up and move here from southern Orange County! We love the peace and quiet and the beautiful scenery.",5,81,,Eureka,"Eureka , CA",https://www.tripadvisor.com/Attraction_Review-g32363-d254730-Reviews-Humboldt_Bay-Eureka_Humboldt_County_California.html,eureka.json,"AUIiX7D1KDc,wU5bDa4kgcE,Z4lA6UcYKTw"
McConnell Arboretum & Botanical Gardens,,"The arboretum is open 8-5 most days and definitely worth visiting. Take a peaceful stroll through the grounds, stop and listen to the murmuring waterworks, then visit the... read more",17,9,(530) 243-8850,Redding,"1125 Arboretum Drive , Redding , CA 96003",https://www.tripadvisor.com/Attraction_Review-g32952-d10404817-Reviews-McConnell_Arboretum_Botanical_Gardens-Redding_California.html,redding.json,"76npyoLmYWs,dSGHSi-43II,S4tC92I7UJk"
Gold Bluffs Beach,"Beaches , Outdoor Activities , Nature & Parks","Beautiful, worth the drive from 101. saw Roosevelt elk grazing..walk throughout easy. Couple of creeks to drive through",5,42,,Orick,"Prairie Creek Redwood State Park , Orick , CA",https://www.tripadvisor.com/Attraction_Review-g32830-d145140-Reviews-Gold_Bluffs_Beach-Orick_Humboldt_County_California.html,orick.json,"d9eYwC2iScg,_Rruiq7IvS4,qFerhULJTAo"
Howland Hill Road,"Scenic Drives , Sights & Landmarks , Outdoor Activities","This was our first drive into the park, be sure to have your camera ready and take your time...we drove through twice!",4,296,,Crescent City,"Jedediah Smith State Park , Crescent City , CA",https://www.tripadvisor.com/Attraction_Review-g60944-d1452361-Reviews-Howland_Hill_Road-Crescent_City_California.html,crescent_city.json,"mmvZc--KZxc,aey7dFOrJms,jftAbc_cypM"
Sequoia Park Zoo,"Outdoor Activities , Nature & Parks , Zoos & Aquariums","Small but informative with lots of interesting habitats to explore. Great place for families, school field trips or just to hang out and learn about the animals.",2,212,+1 707-441-4263,Eureka,"3414 W St , Eureka , CA 95503-5656",https://www.tripadvisor.com/Attraction_Review-g32363-d649639-Reviews-Sequoia_Park_Zoo-Eureka_Humboldt_County_California.html,eureka.json,"OErRLhgLOh4,d36yrd8fKF8,nl37MQCX0bw"
Lost Coast Trail,,"At the edge of the universe, 25 miles long. The trek is doable in 3D/2N depending on how much hiking daily and timing of the tides. This is not about being fit (though it helps... read more",7,49,,Eureka,"Eureka , CA",https://www.tripadvisor.com/Attraction_Review-g32363-d673189-Reviews-Lost_Coast_Trail-Eureka_Humboldt_County_California.html,eureka.json,"2DuV52K8O78,mZndD3O1qps,fKpbMSPG_wQ"
Fantasy Fountain,,The park itself is a great place to have a family get-together. The upper park is nice for a day picnic with tables available. Bathrooms are close and clean. Parking is easy. Plus... read more,16,9,,Redding,"4300 Victor Ave , Redding , CA 96002",https://www.tripadvisor.com/Attraction_Review-g32952-d8521737-Reviews-Fantasy_Fountain-Redding_California.html,redding.json,"F7QL3fMSqCY,YoqLytgTtco,BbPCzkd86og"
Redwood Creek Buckarettes,,This is a great experience. Christine and her girls had the horses ready for our family of four when we arrived and we all enjoyed our time riding high up among the redwoods... read more,8,18,+1 707-499-2943,Orick,"1000 Drydens Road , Orick , CA 95555",https://www.tripadvisor.com/Attraction_Review-g32830-d1830903-Reviews-Redwood_Creek_Buckarettes-Orick_Humboldt_County_California.html,orick.json,"HHLGakb6GNI,ivFzXoCYGcY"
Redwood Trails Horse Rides,,This was one of my favorite things I did during my stay in northern California. It truly is a horse ride through an amazing growth of redwoods. Lois is funny and knows a lot of... read more,6,9,+1 707-498-4837,Orick,"1000 Dryers Rd , Orick , CA",https://www.tripadvisor.com/Attraction_Review-g32830-d5074733-Reviews-Redwood_Trails_Horse_Rides-Orick_Humboldt_County_California.html,orick.json,"SlSuBIW7OjY,YDWGhBZS0DM,EOXWTwcYWbU"
Humboldt Redwoods State Park,"Scenic Drives , State Parks , Outdoor Activities , Nature & Parks , Sights & Landmarks",A must see if you want to experience the Redwood trees. Ave of the Giants is contained in the park which has many areas for stopping and visiting the redwood groves. There is a... read more,1,317,+1 707-946-2409,Weott,"Avenue of the Giants , Weott , CA 95571",https://www.tripadvisor.com/Attraction_Review-g33249-d186137-Reviews-Humboldt_Redwoods_State_Park-Weott_Humboldt_County_California.html,weott.json,"Vcpaj6wWEb0,kjUTiDaOHCk,-rXfQjeYYTs"
Shrine Drive-Through Tree,,"This is an easy stop if you are doing the ""Avenue of the Giants"" drive through the redwoods. This is one of three drive-through trees. They are all private tourist attractions. To... read more",1,129,,Myers Flat,"Myers Flat , CA",https://www.tripadvisor.com/Attraction_Review-g32765-d106037-Reviews-Shrine_Drive_Through_Tree-Myers_Flat_Humboldt_County_California.html,myers_flat.json,"gGB9HYP_tnM,6U5ZSYZccYA,guw0cQM7HXs"
Win-River Casino,,"The hotel rooms are very comfortable and affordable, but the casino is too smoky. I don't like the rule of no dice or roulette ball. Instead, they use cards for dice in Craps... read more",11,120,+1 530-243-3377,Redding,"2100 Redding Rancheria Rd , Redding , CA 96001-5530",https://www.tripadvisor.com/Attraction_Review-g32952-d284668-Reviews-Win_River_Casino-Redding_California.html,redding.json,"ByJsu3N9AgE,xkxRh8dJo6Q"
Briceland Vineyards,,The misses and I made an appointment with Andrew during one of his days of bottling. We could not have been treated better by him and his wife. We got to see the bottling line... read more,1,15,+1 707-923-2429,Redway,"5959 Briceland Rd , Redway , CA 95560",https://www.tripadvisor.com/Attraction_Review-g32955-d2307220-Reviews-Briceland_Vineyards-Redway_Humboldt_County_California.html,redway.json,"_DUyuBrqTAE,uRyhIin-gUI"
Founders Grove,"Other Outdoor Activities , Outdoor Activities",This is an easy little loop with beautiful trees. Many huge trees that have fallen and you can see the root system. Great for kids and those with mobility issues.,2,46,,Weott,"Humboldt Redwoods State Park , Weott , CA",https://www.tripadvisor.com/Attraction_Review-g33249-d4742211-Reviews-Founders_Grove-Weott_Humboldt_County_California.html,weott.json,"fUGO_R-ZLfY,iKtw3DbbuXY,5muK2bQ0PIk"
The Immortal Tree,,"Such beauty, you have to see to believe!! Pictures do not do the Redwood Forrest justice. Definitely add to your list of places to go!!!",1,13,,Redcrest,"28101 Avenue of the Giants , Redcrest , CA",https://www.tripadvisor.com/Attraction_Review-g32951-d8651685-Reviews-The_Immortal_Tree-Redcrest_Humboldt_County_California.html,redcrest.json,"d767WIQfxno,SaWmQZGXPnw,5eizouj82lw"
One Log House,,"As we were traveling north on the 101 to visit the redwoods, we came upon this little fun stop off. Great stop for snacks, bathroom and stretching. Both the one log house and the... read more",1,75,+1 707-247-3717,Garberville,"705 US Highway 101 , Garberville , CA 95542-8701",https://www.tripadvisor.com/Attraction_Review-g32419-d648658-Reviews-One_Log_House-Garberville_Humboldt_County_California.html,garberville.json,"zq96Ry3P4Wo,8dw0pSh4Ukw,mznIqoa9aME"
Legend of Big Foot,,"We stopped here randomly while driving down the 101. Lots of cool handmade souvenirs and gifts, fairly priced.",3,6,(707) 247-3332,Garberville,"2500 US-101 , Garberville , CA 95542",https://www.tripadvisor.com/Attraction_Review-g32419-d10368740-Reviews-Legend_of_Big_Foot-Garberville_Humboldt_County_California.html,garberville.json,"-ONP-sZkkL8,JXyIqE649Ps,q4r73yrxDzQ"
Chandelier Drive-Through Tree,"Scenic Drives , Points of Interest & Landmarks , Outdoor Activities , Sights & Landmarks","Really enjoyed this fun experience , seeing cars trying to squeeze thru. Much better than the drive thru tree further north & $1 cheaper. The chandelier tree is well & truly... read more",1,396,001-707-925-6464,Leggett,"67402 Drive Thru Tree Road , Leggett , CA",https://www.tripadvisor.com/Attraction_Review-g32618-d106035-Reviews-Chandelier_Drive_Through_Tree-Leggett_Mendocino_County_California.html,leggett.json,"3wgkRS-VA3o,8D3CD1mQ2AM,loFUY3hxNqg"
Rio Dell-Scotia Chamber of Commerce,,When passing through Rio Dell CA and you need directions or a hot cup of coffee for only 50 Cents its a great place to get your barring's. The woman whom runs it Monica cant... read more,1,5,+(1)707-506-5081,Rio Dell,"406 Wildwood Ave , Rio Dell , CA 95562-1539",https://www.tripadvisor.com/Attraction_Review-g32969-d6781723-Reviews-Rio_Dell_Scotia_Chamber_of_Commerce-Rio_Dell_Humboldt_County_California.html,rio_dell.json,
Grizzly Creek Redwoods State Park,,We were in the area for the Avenue of the Giants and added Grizzly Creek to our trip at the urging of the Humboldt Redwoods Visitor Center staff. The Abe Wouk Memorial Trail was... read more,1,7,+1 707-777-3683,Carlotta,"16949 CA-36 , Carlotta , CA 95528",https://www.tripadvisor.com/Attraction_Review-g32170-d7751657-Reviews-Grizzly_Creek_Redwoods_State_Park-Carlotta_Humboldt_County_California.html,carlotta.json,"0cP2CQsc8wI,sDP8HLXz_5w,Pfez1M9mbqc"
Confusion Hill Gravity House,,"Step back in time to when roadside attractions were the norm and the mysteries of the universe were found on the opened road. Yes, it's a throw back, but it's a slice of a... read more",1,75,+1 707-925-6456,Piercy,"75001 N Highway 101 , Piercy , CA 95587-8805",https://www.tripadvisor.com/Attraction_Review-g32882-d3220137-Reviews-Confusion_Hill_Gravity_House-Piercy_Mendocino_County_California.html,piercy.json,"2WWxnI6B8bE,-_oHYWBZufg,oU2r96JnhBU"
Thunderbird Mountain Trading Company,,I really enjoyed my visit here twice. It's a unique place that's chock full of all sorts of things. The store is pretty big and I encourage you to see their extensive website... read more,6,3,+1 707-247-3100,Garberville,"705 US Highway 101 , Suite 3 , Garberville , CA 95542-8701",https://www.tripadvisor.com/Attraction_Review-g32419-d5772708-Reviews-Thunderbird_Mountain_Trading_Company-Garberville_Humboldt_County_California.html,garberville.json,"TrgMRZaAj9k,0RPkJeziNyI,ORZDA9nUNfY"
