youTubeLinkIds@sourceA,attraction_name@sourceA,attraction_knownFor@sourceA,attraction_reviewComment@sourceA,attraction_ranking@sourceA,attraction_no_of_reviews@sourceA,attraction_contact@sourceA,attraction_in@sourceA,attraction_address@sourceA,attraction_url@sourceA,attraction_in_file@sourceA,mention_name@sourceB,mention_popularity@sourceB,mention_longitude@sourceB,mention_latitude@sourceB,no_of_blogFiles@sourceB,Confidence
"30-Y2_vwSzg,CiwxUW4VCQg",San Bernardino County Museum,,"The standing displays are always interesting to look at, as are the occasional visiting ones. I also enjoy the festivals and things like train day.",5,40,+1 909-307-2669,Redlands,"2024 Orange Tree Ln , Redlands , CA 92374-4560",https://www.tripadvisor.com/Attraction_Review-g32953-d3491649-Reviews-San_Bernardino_County_Museum-Redlands_California.html,redlands.json,san bernardino county museum,1,-117.2230421,34.0681823,1,100
"ul7Ngn6l1iA,soBPFMrC-Dg,t234jBMK-Io",San Bernardino National Forest,"Forests , Nature & Parks",We love just driving around in the mountains. The air is clean and there are things to do. They sell jerky and have nice restraunts. It does get very busy during the winter when... read more,1,85,19093822600,San Bernardino,"San Bernardino , CA 92408-2607",https://www.tripadvisor.com/Attraction_Review-g33009-d207973-Reviews-San_Bernardino_National_Forest-San_Bernardino_California.html,san_bernardino.json,san bernardino national forest,14,-116.9685028,34.18055525,25,100
"bfPWmQ7A6t0,_KYzPimM2Zw,z8CUMC_suig",San Clemente North Beach,,"Great local beach , watch out for the rip currents, great for water wise swimmers, Near historic Ole Hansen Beach Club , train station , awesome beach path for walking , running... read more",6,40,+1 949-361-8264,San Clemente,"Pacific Coast Highway and Avenida Pico , San Clemente , CA",https://www.tripadvisor.com/Attraction_Review-g33012-d4954928-Reviews-San_Clemente_North_Beach-San_Clemente_California.html,san_clemente.json,san clemente state beach,1,-117.6016699,33.40386765,3,100
"Z-ZSxM7fTXM,dDjGn8IU_pw,8duHKBQrhC4",San Clemente State Beach,"Beaches , Outdoor Activities , Nature & Parks","We've been going to this beach for the last five years when we discovered it. It is clean, parking is close and inexpensive, free after 5pm. It's close to the pier. It's not a... read more",3,246,+1 949-492-3156,San Clemente,"I-5 (Basilone Road) , San Clemente , CA 92672",https://www.tripadvisor.com/Attraction_Review-g33012-d647320-Reviews-San_Clemente_State_Beach-San_Clemente_California.html,san_clemente.json,san clemente state beach,1,-117.6016699,33.40386765,3,100
"9r4p-c8iX3U,tL1qRCBsHFQ,9G0Gf0ECqFo",San Diego Botanic Garden,"Gardens , Nature & Parks",The SD Botanical Garden has a wonderful set of gardens including two separate children's gardens. This is a great place to spend some outdoor time with the whole family. You can... read more,3,361,+1 760-436-3036,Encinitas,"230 Quail Gardens Dr , Encinitas , CA 92024-2707",https://www.tripadvisor.com/Attraction_Review-g32355-d610405-Reviews-San_Diego_Botanic_Garden-Encinitas_California.html,encinitas.json,san diego botanic garden,4,-117.281085,33.053482,26,100
"9r4p-c8iX3U,tL1qRCBsHFQ,9G0Gf0ECqFo",San Diego Botanic Garden,"Gardens , Nature & Parks",The SD Botanical Garden has a wonderful set of gardens including two separate children's gardens. This is a great place to spend some outdoor time with the whole family. You can... read more,3,361,+1 760-436-3036,Encinitas,"230 Quail Gardens Dr , Encinitas , CA 92024-2707",https://www.tripadvisor.com/Attraction_Review-g32355-d610405-Reviews-San_Diego_Botanic_Garden-Encinitas_California.html,encinitas.json,san diego botanic gardens,3,-117.281085,33.053482,19,100
"9r4p-c8iX3U,tL1qRCBsHFQ,9G0Gf0ECqFo",San Diego Botanic Garden,"Gardens , Nature & Parks",The SD Botanical Garden has a wonderful set of gardens including two separate children's gardens. This is a great place to spend some outdoor time with the whole family. You can... read more,3,361,+1 760-436-3036,Encinitas,"230 Quail Gardens Dr , Encinitas , CA 92024-2707",https://www.tripadvisor.com/Attraction_Review-g32355-d610405-Reviews-San_Diego_Botanic_Garden-Encinitas_California.html,encinitas.json,san diego botanical gardens,1,-117.1492231,32.73248865,1,100
"-1us-dfklNs,SWDf8YUs_W0,4XHFo8L5HDE",San Diego Central Library,"Libraries , Traveler Resources","I love this place! Best hangout in the city. Visitors don't miss this. From downtown take BUS 901 or 11. Chill Box Yogurt, or 7 Eleven or Lolita's Mexican nearby. Be sure to go to... read more",89,56,+1 619-236-5800,San Diego,"330 Park Blvd , San Diego , CA 92101",https://www.tripadvisor.com/Attraction_Review-g60750-d3820514-Reviews-San_Diego_Central_Library-San_Diego_California.html,san_diego.json,san diego central library,1,-117.1542279,32.7088,9,100
"x_jMMIkJJAU,o4yrj1NFYKo",San Diego Convention Center,"Neighborhood: Downtown Conference & Convention Centers , Traveler Resources","Its huge...the first of the kind which i had visited, U get lost easily in it as it houses lot of space...",28,494,+1 619-525-5000,San Diego,"111 W Harbor Dr , San Diego , CA 92101-7899",https://www.tripadvisor.com/Attraction_Review-g60750-d557342-Reviews-San_Diego_Convention_Center-San_Diego_California.html,san_diego.json,san diego convention center,1,-117.1619118,32.7063457,1,100
"ipyVfhv5Qbw,fbEbOIPbDP0,EuHWdEkDJao",San Diego Model Railroad Museum,"Neighborhood: Balboa Park Specialty Museums , Museums",enjoyed walking around and seeing the layout of the track The trains are running which makes viewing the exhibit interesting and enjoyable.,38,335,+1 619-696-0199,San Diego,"1649 El Prado , San Diego , CA 92101-1621",https://www.tripadvisor.com/Attraction_Review-g60750-d126992-Reviews-San_Diego_Model_Railroad_Museum-San_Diego_California.html,san_diego.json,san diego model railroad museum,1,-117.1489201,32.7311564,1,100
"k4DdsyQV08A,tb0WZpZQI_8",San Diego Zoo,"Zoos & Aquariums , Nature & Parks , Outdoor Activities",A wonderful experience for the whole family. The zoo has all the classic animals as well as unique animals you've never even heard of! It is a full day of walking! Be aware... read more,2,"18,449",16192310249,San Diego,"2929 Zoo Drive , San Diego , CA 92101",https://www.tripadvisor.com/Attraction_Review-g60750-d104122-Reviews-San_Diego_Zoo-San_Diego_California.html,san_diego.json,san diego zoo,3,-117.1506541,32.73598735,5,100
"blVqDePLcCI,BOQmk7RWo9g,GWBEjzdOLjI",San Diego Zoo Safari Park,"Nature & Wildlife Areas , Zoos & Aquariums , Outdoor Activities , Nature & Parks","Lots to do and see. We were here for an event and didn't have time to do a safari but did see lots of animals like gorillas, cheetahs, and lots of birds. All the staff was great... read more",1,"2,803",17607478702,Escondido,"15500 San Pasqual Valley Rd , Escondido , CA 92027-7017",https://www.tripadvisor.com/Attraction_Review-g32358-d104196-Reviews-San_Diego_Zoo_Safari_Park-Escondido_California.html,escondido.json,san diego zoo safari park,10,-116.9950394,33.096694,44,100
"blVqDePLcCI,BOQmk7RWo9g,GWBEjzdOLjI",San Diego Zoo Safari Park,"Nature & Wildlife Areas , Zoos & Aquariums , Outdoor Activities , Nature & Parks","Lots to do and see. We were here for an event and didn't have time to do a safari but did see lots of animals like gorillas, cheetahs, and lots of birds. All the staff was great... read more",1,"2,803",17607478702,Escondido,"15500 San Pasqual Valley Rd , Escondido , CA 92027-7017",https://www.tripadvisor.com/Attraction_Review-g32358-d104196-Reviews-San_Diego_Zoo_Safari_Park-Escondido_California.html,escondido.json,san diego zoo/safari park,1,-116.9950394,33.096694,1,100
"Y-uWQeWi7s0,LQQcbQ2nILk",San Francisco Ballet,,"I have season subscription tickets to the ballet as they are truly worth it. Imaginative programming, mixing old and new works. Great dance corps that continues to reach new... read more",102,122,+1 415-703-9400,San Francisco,"401 Van Ness Ave , (between McAllister and Fell Sts) , San Francisco , CA 94102-4522",https://www.tripadvisor.com/Attraction_Review-g60713-d142414-Reviews-San_Francisco_Ballet-San_Francisco_California.html,san_francisco.json,san francisco bay,68,-122.2802469,37.708264,232,100
"9-QPDr_LZls,ttQH4Xl0HCM,agoYM_Jmg40",San Francisco Bay,"Bodies of Water , Nature & Parks","SF is by far my favorite U.S. city, much above NOLA and NYC. San Francisco is an unique, cosmopolitan and very picturesque city with many world renown attractions to include the... read more",4,"5,735",1-415-788-2222,San Francisco,"San Francisco , CA",https://www.tripadvisor.com/Attraction_Review-g60713-d106745-Reviews-San_Francisco_Bay-San_Francisco_California.html,san_francisco.json,san francisco bay,68,-122.2802469,37.708264,232,100
"c5ko9RbGvto,SG3BYLv403k,pazWMPTCDmE",San Francisco Bay Traders,,,41,,+1.650.246.3736,South San Francisco,"SFO, Highway 101 , International Terminal, Boarding Area G, Near Gate G-96 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10489884-Reviews-San_Francisco_Bay_Traders-South_San_Francisco_California.html,south_san_francisco.json,san francisco bay area,67,-122.3558472,37.7884969,154,100
"c5ko9RbGvto,SG3BYLv403k,pazWMPTCDmE",San Francisco Bay Traders,,,41,,+1.650.246.3736,South San Francisco,"SFO, Highway 101 , International Terminal, Boarding Area G, Near Gate G-96 , South San Francisco , CA 94128",https://www.tripadvisor.com/Attraction_Review-g33116-d10489884-Reviews-San_Francisco_Bay_Traders-South_San_Francisco_California.html,south_san_francisco.json,san francisco bay trail,2,-122.1972491,38.0640237,3,100
"9Bt3gFLjjYY,_DGQ027Wjnw,ZoSiYrVk-iM",San Francisco Botanical Garden,"Gardens , Nature & Wildlife Areas , Nature & Parks",We are still working our way through Nat Geo's best public gardens and the San Francisco Botanical Garden is certainly deserving of being on the list. We were actually killing... read more,42,532,(415) 661-1316,San Francisco,"1199 9th Ave , Golden Gate Park , San Francisco , CA 94122",https://www.tripadvisor.com/Attraction_Review-g60713-d104952-Reviews-San_Francisco_Botanical_Garden-San_Francisco_California.html,san_francisco.json,san francisco botanical garden,2,-122.4696084,37.7673662,11,100
"S9d8CNBDVjA,4KPR-fxto3M",San Francisco Maritime National Historical Park,"Neighborhood: Fishermanニ_ニ_ニ_s Wharf Educational sites , National Parks , Specialty Museums , Sights & Landmarks , Nature & Parks , Museums , More",Every ship in this exhibit is worth visiting. We've been here several times because there is so much to see. Plus not every ship is open all the time. Our last visit was to the... read more,46,402,415-447-5000,San Francisco,"499 Jefferson St , San Francisco , CA 94109-1314",https://www.tripadvisor.com/Attraction_Review-g60713-d104217-Reviews-San_Francisco_Maritime_National_Historical_Park-San_Francisco_California.html,san_francisco.json,san francisco maritime national historical park,4,-122.4233938,37.8065013,23,100
"6-XV7XXSM-w,jhDsSLumfMo,OsWocYGie38",San Francisco National Cemetary,,This is a scenic final resting place that's easily accessible to the public. Every American should visit a national cemetery and this is a good one to do that. It's sobering to... read more,224,9,6507611646,San Francisco,"1 Lincoln Blvd , San Francisco , CA 94129-1705",https://www.tripadvisor.com/Attraction_Review-g60713-d9782823-Reviews-San_Francisco_National_Cemetary-San_Francisco_California.html,san_francisco.json,san francisco national cemetery,1,-122.4648281,37.7992688,1,100
"EnZUrH36MTg,J9_T53Y9l4Y,eRL5ROvinz0",San Gabriel River Bike Trail,,This is a great paved bikeway that runs from the Pacific Ocean (Seal Beach) all the way to the San Gabriel mountains. It's marked in quarter mile increments. Its shared with... read more,4,19,,Seal Beach,"Seal Beach , CA 90740",https://www.tripadvisor.com/Attraction_Review-g33067-d7944701-Reviews-San_Gabriel_River_Bike_Trail-Seal_Beach_California.html,seal_beach.json,san gabriel river trail,3,-117.9681697,34.1135293,6,100
"Z4FX_1Hrp1A,Fouy1md26Zk",San Jose Museum of Art,,I visited the museum mid week and it wasn't busy at all. At times I had whole exhibits to myself. I was surprised by how small the museum is but actually it works in its favour... read more,19,125,+1 408-271-6840,San Jose,"110 S Market St , San Jose , CA 95113-2383",https://www.tripadvisor.com/Attraction_Review-g33020-d123137-Reviews-San_Jose_Museum_of_Art-San_Jose_California.html,san_jose.json,san jose museum of art,2,-121.890012,37.3336686,2,100
"Z4FX_1Hrp1A,Fouy1md26Zk",San Jose Museum of Art,,I visited the museum mid week and it wasn't busy at all. At times I had whole exhibits to myself. I was surprised by how small the museum is but actually it works in its favour... read more,19,125,+1 408-271-6840,San Jose,"110 S Market St , San Jose , CA 95113-2383",https://www.tripadvisor.com/Attraction_Review-g33020-d123137-Reviews-San_Jose_Museum_of_Art-San_Jose_California.html,san_jose.json,san jose museum of quilts,1,-121.8842122,37.32828045,1,100
"XT0SLn1VJGE,2uIWAZOoOlA",San Luis Obispo Railroad Museum,,Not open all the time so check so you are not disappointed.Gentlemen are putting together a God museum.Visit them to help the museum grow,35,10,805-548-1894,San Luis Obispo,"1940 Santa Barbara Ave , San Luis Obispo , CA 93401-4436",https://www.tripadvisor.com/Attraction_Review-g33026-d7369833-Reviews-San_Luis_Obispo_Railroad_Museum-San_Luis_Obispo_San_Luis_Obispo_County_California.html,san_luis_obispo.json,san luis obispo railroad museum,1,-120.6555874,35.2732013,14,100
"DfydvBuWpxs,JF7C06KQBCg,S-7F13_-eYs",San Luis Rey River Trail,,I have been recommending this trail for years. The best part is that there are no fumes from vehicles as you ride. Interesting terrain and the landscapes are beautiful. Going in... read more,13,21,,Oceanside,"N. Sante Fe Ave , N Sante Fe at San Luis Rey Mission Expressway , Oceanside , CA 92057",https://www.tripadvisor.com/Attraction_Review-g32815-d9569105-Reviews-San_Luis_Rey_River_Trail-Oceanside_California.html,oceanside.json,san luis rey river trail,2,-117.2623628,33.2586949,3,100
"MbLntU12z2o,Aerg5u6pgCA,fouBsUk2Jc8",San Manuel Amphitheater,,"The sound quality and the proximity from the stage to the seats are good, but the parking and exiting of this venue is horrendous. We had VIP Mega parking that brought us very... read more",13,36,+1 909-880-6500,San Bernardino,"2575 Glen Helen Pkwy , San Bernardino , CA 92407-1539",https://www.tripadvisor.com/Attraction_Review-g33009-d2290812-Reviews-San_Manuel_Amphitheater-San_Bernardino_California.html,san_bernardino.json,san manuel amphitheater,1,-117.4024762,34.20451315,1,100
"KJ_5DCZKY5M,Dj3HIpfusCc,r7WkW9PdZpE",San Manuel Stadium,,"Great ball park, the seats are shaded in the afternoon and evening. If you like minor league baseball this is a great venue.",3,40,,San Bernardino,"280 S E St , San Bernardino , CA 92401-2009",https://www.tripadvisor.com/Attraction_Review-g33009-d3367474-Reviews-San_Manuel_Stadium-San_Bernardino_California.html,san_bernardino.json,san manuel stadium,1,-117.2968798,34.0966462,5,100
"SvpIG_rJAGY,hBwQ3ND2Ij4,Xq597kv-wm0",San Onofre State Beach,"Beaches , State Parks , Outdoor Activities , Nature & Parks","San Onofre State Beach has a few different choices (several day use areas and camping), so be sure what you want. Day use at the main surfing beach is our usual visit. Having... read more",5,114,+1 916-653-6995,San Clemente,"Off Interstate 5 at Basilone Road , San Clemente , CA 92055",https://www.tripadvisor.com/Attraction_Review-g33012-d208334-Reviews-San_Onofre_State_Beach-San_Clemente_California.html,san_clemente.json,san onofre state beach,2,-117.5807624,33.4224773,3,100
"5JOH34u6qds,zjqsWA4BZBg,nFZdGI-0ihg",San Pedro Square Market,,We went here for a private event where they had almost all the restaurants open for us for free. I had the opportunity to sample taste most of the food and let me tell you that... read more,17,91,,San Jose,"87 N San Pedro St , San Jose , CA 95110-2495",https://www.tripadvisor.com/Attraction_Review-g33020-d2694302-Reviews-San_Pedro_Square_Market-San_Jose_California.html,san_jose.json,san pedro square market,1,-121.8948184,37.3364282,1,100
"050JXGnbstw,X2ymzDJduGc,GNWdHuDzngA",San Simeon State Park,"State Parks , Nature & Parks","Nice location, with two separate campgrounds. The Washburn Campground is up the hill, elevated a little hogher, with nice views. However, the Wasburn sites are a bit dusty, as in... read more",7,166,+1 805-927-2020,San Simeon,"San Simeon Creek Road , San Simeon , CA 93428",https://www.tripadvisor.com/Attraction_Review-g33039-d216015-Reviews-San_Simeon_State_Park-San_Simeon_San_Luis_Obispo_County_California.html,san_simeon.json,san simeon state park,3,-121.1231409,35.594453,4,100
"CmbggOVCNyU,8r0sFmmUOvw,s5LedZj9idw",Santa Ana River Trail,,"I'm a frequent cyclists. I enjoy rides where there isn't too many stops. This trail is great for it. It actually extends from San Bernardino to the beach, but I primarily ride the... read more",5,21,+1 909-794-1123,San Bernardino,"San Bernardino , CA",https://www.tripadvisor.com/Attraction_Review-g33009-d146239-Reviews-Santa_Ana_River_Trail-San_Bernardino_California.html,san_bernardino.json,santa ana river trail,7,-117.6444344,33.8861041,14,100
"g78_5Wpcl7M,YHrWRcDtBDk,nd3274ca98c",Santa Barbara Botanic Garden,"Gardens , Nature & Parks","It is very nice. It is not as grand as the more well known gardens, but it has depth and is a nice way to spend a few hours. Enjoyed it!",15,460,805-682-4726,Santa Barbara,"1212 Mission Canyon Rd , Santa Barbara , CA 93105-2199",https://www.tripadvisor.com/Attraction_Review-g33045-d104227-Reviews-Santa_Barbara_Botanic_Garden-Santa_Barbara_California.html,santa_barbara.json,santa barbara botanic garden,4,-119.7095851,34.456953,132,100
"4yXsR_zJ56Q,Y6wxwTCKqWo,ZTEeQ4OP-1k",Santa Barbara County Courthouse,"Observation Decks & Towers , Government Buildings , Sights & Landmarks",Stopped in for a look around.This is a very old building full of History.Not sure ifit is still in use for Legal Issues but it is worth a look.Be sure to take the elevator to the... read more,1,"1,982",,Santa Barbara,"1100 Anacapa St , Santa Barbara , CA 93101-2099",https://www.tripadvisor.com/Attraction_Review-g33045-d104224-Reviews-Santa_Barbara_County_Courthouse-Santa_Barbara_California.html,santa_barbara.json,santa barbara county courthouse,3,-119.702541,34.4243592,66,100
"3qCq5pG5hPY,qCoiVMXE_cI,FB0K8tgQ8K4",Santa Barbara Island,"ニ_ニ_ニ_ Worth the boatride over ニ_ニ_ニ_ Reviewed January 25, 2012 It's a beautiful place to see in nature. I've seen the island as part of a whale watch and tour. If you get a chance to visit this island, I would take it. Helpful? 3 Thank rita2seahorse Report",,7,,,Channel Islands National Park,,https://www.tripadvisor.com/Attraction_Review-g143019-d555352-Reviews-Santa_Barbara_Island-Channel_Islands_National_Park_California.html,channel_islands_national_park.json,santa barbara island,2,-119.0351709,33.4768687,3,100
"3qCq5pG5hPY,qCoiVMXE_cI,FB0K8tgQ8K4",Santa Barbara Island,"ニ_ニ_ニ_ Worth the boatride over ニ_ニ_ニ_ Reviewed January 25, 2012 It's a beautiful place to see in nature. I've seen the island as part of a whale watch and tour. If you get a chance to visit this island, I would take it. Helpful? 3 Thank rita2seahorse Report",,7,,,Channel Islands National Park,,https://www.tripadvisor.com/Attraction_Review-g143019-d555352-Reviews-Santa_Barbara_Island-Channel_Islands_National_Park_California.html,channel_islands_national_park.json,santa barbara islands,1,-119.8434547,34.4098841,1,100
"3qCq5pG5hPY,qCoiVMXE_cI,FB0K8tgQ8K4",Santa Barbara Island,"ニ_ニ_ニ_ Worth the boatride over ニ_ニ_ニ_ Reviewed January 25, 2012 It's a beautiful place to see in nature. I've seen the island as part of a whale watch and tour. If you get a chance to visit this island, I would take it. Helpful? 3 Thank rita2seahorse Report",,7,,,Channel Islands National Park,,https://www.tripadvisor.com/Attraction_Review-g143019-d555352-Reviews-Santa_Barbara_Island-Channel_Islands_National_Park_California.html,channel_islands_national_park.json,santa barbara sea,1,-119.685686,34.4104258,1,100
"UyZ7mzqebTQ,EnhUXKnUlVQ,9GPO6JrLQ_M",Santa Barbara Maritime Museum,"Military Museums , Specialty Museums , Museums",The pier is still the place to take your kids and relatives who need a little bit of fresh air and multigenerational gentle exercise. The museum is a fabulous addition to the... read more,20,165,+1 805-962-8404,Santa Barbara,"113 Harbor Way, Ste. 190 , at the Santa Babara Harbor , Santa Barbara , CA 93109",https://www.tripadvisor.com/Attraction_Review-g33045-d260041-Reviews-Santa_Barbara_Maritime_Museum-Santa_Barbara_California.html,santa_barbara.json,santa barbara maritime museum,1,-119.6938399,34.4039382,1,100
"bFEgHBUSCRQ,ehELOqRS1rk",Santa Barbara Museum of Art,"Art Museums , Museums",Had a good time visiting the museum but much of it and its collections are undergoing renovation. The exhibits they have out are very good. Took us about an hour and a half to... read more,19,309,805-963-4364,Santa Barbara,"1130 State St , Santa Barbara , CA 93101-2746",https://www.tripadvisor.com/Attraction_Review-g33045-d104225-Reviews-Santa_Barbara_Museum_of_Art-Santa_Barbara_California.html,santa_barbara.json,santa barbara museum of art,3,-119.7040239,34.4233305,37,100
"CmT5vR7K6Cs,ccbnI-pdGyU",Santa Barbara Zoo,"Zoos & Aquariums , Outdoor Activities , Nature & Parks","This is a smaller zoo, but it has a lot of nice exhibits and it's not very crowded. We had a very nice visit.",3,"1,000",805-962-5339,Santa Barbara,"500 Ninos Dr , Santa Barbara , CA 93103-3798",https://www.tripadvisor.com/Attraction_Review-g33045-d104228-Reviews-Santa_Barbara_Zoo-Santa_Barbara_California.html,santa_barbara.json,santa barbara polo,1,-119.5629075,34.4177465,1,100
"CmT5vR7K6Cs,ccbnI-pdGyU",Santa Barbara Zoo,"Zoos & Aquariums , Outdoor Activities , Nature & Parks","This is a smaller zoo, but it has a lot of nice exhibits and it's not very crowded. We had a very nice visit.",3,"1,000",805-962-5339,Santa Barbara,"500 Ninos Dr , Santa Barbara , CA 93103-3798",https://www.tripadvisor.com/Attraction_Review-g33045-d104228-Reviews-Santa_Barbara_Zoo-Santa_Barbara_California.html,santa_barbara.json,santa barbara sea,1,-119.685686,34.4104258,1,100
"LeMhicCdVEA,zB6AKn3_Y4w,nA2Lpxz_Dxc",Santa Cruz Island,"Islands , Nature & Parks",We spent the day on Santa Cruz Island and had a great day of hiking. The views are stunning and the wildlife is wonderful. The Santa Cruz Island fox is so beautiful. The crew... read more,1,189,+1 805-642-1393,Channel Islands National Park,"Pacific Ocean , Channel Islands National Park, CA",https://www.tripadvisor.com/Attraction_Review-g143019-d141863-Reviews-Santa_Cruz_Island-Channel_Islands_National_Park_California.html,channel_islands_national_park.json,santa cruz island,4,-119.7751008,34.0184636,4,100
"bD1NmEyq9-U,GKZp1jbcg_s,gxxDKST5wpI",Santa Monica Beach,"Neighborhood: Santa Monica Nature & Wildlife Areas , Beaches , State Parks , Outdoor Activities , Nature & Parks , More","Even in October this is the place to work on your tan! The sand is soft, the sun's out and it's a beautiful place! Not busy and easy to park (we chose a car park that had all... read more",2,"4,396",310-394-3264,Santa Monica,"Ocean Ave at Colorado Ave , Santa Monica , CA 90401",https://www.tripadvisor.com/Attraction_Review-g33052-d117412-Reviews-Santa_Monica_Beach-Santa_Monica_California.html,santa_monica.json,santa monica : beach,1,-119.2203179,34.159111,1,100
"8NaHpdoqu04,ZpLKHOn6MDA,fv1twUMTupw",Santa Monica Bay,"Neighborhood: Santa Monica Beaches , Bodies of Water , Outdoor Activities , Nature & Parks","Having got a free shuttle from our hostel, we spent a few hours on the pier, trying the big wheel and people and seal watching. It's a great place to while away a few hours.",12,"3,460",+1 213-576-6615,Los Angeles,"322 Santa Monica Pier , Los Angeles , CA 90013",https://www.tripadvisor.com/Attraction_Review-g32655-d156698-Reviews-Santa_Monica_Bay-Los_Angeles_California.html,los_angeles.json,santa monica bay,17,-118.4667443,33.9350121,32,100
"bD1NmEyq9-U,GKZp1jbcg_s,gxxDKST5wpI",Santa Monica Beach,"Neighborhood: Santa Monica Nature & Wildlife Areas , Beaches , State Parks , Outdoor Activities , Nature & Parks , More","Even in October this is the place to work on your tan! The sand is soft, the sun's out and it's a beautiful place! Not busy and easy to park (we chose a car park that had all... read more",2,"4,396",310-394-3264,Santa Monica,"Ocean Ave at Colorado Ave , Santa Monica , CA 90401",https://www.tripadvisor.com/Attraction_Review-g33052-d117412-Reviews-Santa_Monica_Beach-Santa_Monica_California.html,santa_monica.json,santa monica bay,17,-118.4667443,33.9350121,32,100
"8NaHpdoqu04,ZpLKHOn6MDA,fv1twUMTupw",Santa Monica Bay,"Neighborhood: Santa Monica Beaches , Bodies of Water , Outdoor Activities , Nature & Parks","Having got a free shuttle from our hostel, we spent a few hours on the pier, trying the big wheel and people and seal watching. It's a great place to while away a few hours.",12,"3,460",+1 213-576-6615,Los Angeles,"322 Santa Monica Pier , Los Angeles , CA 90013",https://www.tripadvisor.com/Attraction_Review-g32655-d156698-Reviews-Santa_Monica_Bay-Los_Angeles_California.html,los_angeles.json,santa monica beach,15,-119.2203179,34.159111,98,100
"8NaHpdoqu04,ZpLKHOn6MDA,fv1twUMTupw",Santa Monica Bay,"Neighborhood: Santa Monica Beaches , Bodies of Water , Outdoor Activities , Nature & Parks","Having got a free shuttle from our hostel, we spent a few hours on the pier, trying the big wheel and people and seal watching. It's a great place to while away a few hours.",12,"3,460",+1 213-576-6615,Los Angeles,"322 Santa Monica Pier , Los Angeles , CA 90013",https://www.tripadvisor.com/Attraction_Review-g32655-d156698-Reviews-Santa_Monica_Bay-Los_Angeles_California.html,los_angeles.json,santa monica blvd,20,-118.317943,34.0907545,51,100
"8NaHpdoqu04,ZpLKHOn6MDA,fv1twUMTupw",Santa Monica Bay,"Neighborhood: Santa Monica Beaches , Bodies of Water , Outdoor Activities , Nature & Parks","Having got a free shuttle from our hostel, we spent a few hours on the pier, trying the big wheel and people and seal watching. It's a great place to while away a few hours.",12,"3,460",+1 213-576-6615,Los Angeles,"322 Santa Monica Pier , Los Angeles , CA 90013",https://www.tripadvisor.com/Attraction_Review-g32655-d156698-Reviews-Santa_Monica_Bay-Los_Angeles_California.html,los_angeles.json,santa monica city,2,-118.3814659,34.0147339,2,100
"bD1NmEyq9-U,GKZp1jbcg_s,gxxDKST5wpI",Santa Monica Beach,"Neighborhood: Santa Monica Nature & Wildlife Areas , Beaches , State Parks , Outdoor Activities , Nature & Parks , More","Even in October this is the place to work on your tan! The sand is soft, the sun's out and it's a beautiful place! Not busy and easy to park (we chose a car park that had all... read more",2,"4,396",310-394-3264,Santa Monica,"Ocean Ave at Colorado Ave , Santa Monica , CA 90401",https://www.tripadvisor.com/Attraction_Review-g33052-d117412-Reviews-Santa_Monica_Beach-Santa_Monica_California.html,santa_monica.json,santa monica beach,15,-119.2203179,34.159111,98,100
"Bu62q7_b7GE,usmFhMzsVf4,JvwEQPaGHYw",Santa Monica Pier,"Neighborhood: Santa Monica Historic Walking Areas , Piers & Boardwalks , Points of Interest & Landmarks , Sights & Landmarks , More","Musicians of all types playing at the pier, with great ocean views, fun games and a variety of food options.",4,"10,272",310-458-8900,Santa Monica,"200 Santa Monica Pier , Santa Monica Pier Restoration Corporation , Santa Monica , CA 90401-3126",https://www.tripadvisor.com/Attraction_Review-g33052-d104238-Reviews-Santa_Monica_Pier-Santa_Monica_California.html,santa_monica.json,santa monica city,2,-118.3814659,34.0147339,2,100
"LHAs5yymKDo,eK4XOPsptIc,5VeLqp1Gyks",Santa Monica Mountains,"Mountains , National Parks , Nature & Wildlife Areas , Nature & Parks , More","Went to the Malibu Park to hike to the former Mash film set. It was very hot, you need to bring water and there is one steep climb. We did this is 2.5 hours including a diversion... read more",8,219,,Santa Monica,"Santa Monica , CA",https://www.tripadvisor.com/Attraction_Review-g33052-d139188-Reviews-Santa_Monica_Mountains-Santa_Monica_California.html,santa_monica.json,santa monica mountains,33,-118.7899833,34.11008435,140,100
"Bu62q7_b7GE,usmFhMzsVf4,JvwEQPaGHYw",Santa Monica Pier,"Neighborhood: Santa Monica Historic Walking Areas , Piers & Boardwalks , Points of Interest & Landmarks , Sights & Landmarks , More","Musicians of all types playing at the pier, with great ocean views, fun games and a variety of food options.",4,"10,272",310-458-8900,Santa Monica,"200 Santa Monica Pier , Santa Monica Pier Restoration Corporation , Santa Monica , CA 90401-3126",https://www.tripadvisor.com/Attraction_Review-g33052-d104238-Reviews-Santa_Monica_Pier-Santa_Monica_California.html,santa_monica.json,santa monica pier,82,-118.4960541,34.0104809,239,100
