Attraction@sourceA,City@sourceA,ReviewCount@sourceA,URL@sourceA,Address@sourceA,ContactNo@sourceA,Review@sourceA,Rank@sourceA,Total Attractions@sourceA,KnownFor@sourceA,name@sourceB,longitude@sourceB,latitude@sourceB,blogLinks@sourceB,address@sourceB,src@sourceB,dest@sourceB,Confidence
The Ben Carlson Memorial Statue,Newport Beach,4,https://www.tripadvisor.com/Attraction_Review-g32780-d10543312-Reviews-The_Ben_Carlson_Memorial_Statue-Newport_Beach_California.html,"70 Newport Pier , Next to Mc Fadden's Wharf at the entrance to the Newport Beach pier , Newport Beach , CA 92663-4340",,"??? A Tribute Statue to a Newport Lifeguard, dying in a rescue. ??? As a former Pacific Ocean Lifeguard, I know Ben was one of the many ""First Responders"" to a problem. Unfortunately, Ben drowned while rescuing a victim, who survived. Ben... read more Reviewed August 24, 2016 Kent S , Santa Clarita, California",#41,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Newport Sports Museum,Newport Beach,17,https://www.tripadvisor.com/Attraction_Review-g32780-d813247-Reviews-Newport_Sports_Museum-Newport_Beach_California.html,"100 Newport Center Dr Ste 100 , Newport Beach , CA 92660-6990",949-721-9333,"??? Sadly this is closed ??? Closed A treasure of Newport Beach. Many children and adults enjoyed visiting and learning about their favorite sports figure or team. Many famous athletes spoke to children from... read more Reviewed October 12, 2015 Hyflyingbee",#34,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Balboa Fun Zone,Newport Beach,196,https://www.tripadvisor.com/Attraction_Review-g32780-d2359997-Reviews-Balboa_Fun_Zone-Newport_Beach_California.html,"600 E Bay Ave Ste R , Newport Beach , CA 92661-1347",(949) 673-0408,"??? Definitely a great place for families with kids ??? This area is perfect for the family with children, its got the rides & fun-zone with games. There are dining options that would cater perfectly for kids, theres ice cream... read more Reviewed 1 week ago cortez48 , australia",#14,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Newport Beach,Newport Beach,931,https://www.tripadvisor.com/Attraction_Review-g32780-d255306-Reviews-Newport_Beach-Newport_Beach_California.html,"100 Civic Center Dr , Newport Beach , CA 92660-3267",,"??? Pretty beach, easy access, short shore-break and large undertow ??? Golden sand and blue water make for an eyeful of beauty at this beach. Not a great place for the littlest swimmers because of the steep beach and undertow, but this is a lovely... read more Reviewed 2 days ago Mimismama , Portland, OR",#2,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
ExplorOcean,Newport Beach,17,https://www.tripadvisor.com/Attraction_Review-g32780-d269455-Reviews-ExplorOcean-Newport_Beach_California.html,"600 E Bay Ave , Balboa Fun Zone , Newport Beach , CA 92661-1347",714-542-2823,"??? If you're in the area and have annual membership. ??? This was once known as ExplorOcean in Balboa Fun Zone. It has recently been merged with Discovery Cube and renamed Discovery Cube's OceanQuest. Since my boys love Discovery Cube... read more Reviewed August 23, 2016 BigBoyA77 , Los Angeles, California",#42,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Castaways Park,Newport Beach,16,https://www.tripadvisor.com/Attraction_Review-g32780-d7751786-Reviews-Castaways_Park-Newport_Beach_California.html,"Newport Beach , CA",,"??? Field of Honor ??? The week before Memorial Day the Exchange Club places 1776 American Flags on the Castaways Park. It is open to everyone for about 3 days. What a special treat they provide our... read more Reviewed May 27, 2016 Hyflyingbee",#25,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Orange Coast Winery,Newport Beach,17,https://www.tripadvisor.com/Attraction_Review-g32780-d2539899-Reviews-Orange_Coast_Winery-Newport_Beach_California.html,"869 W 16th St , Newport Beach , CA 92663-2801",949-645-0400,"??? Fabulous Wines, Friendly Service ??? This is a hidden gem. We had fantastic service from knowledgeable servers. Get the cheese or meat and cheese plate to pair the wines. Also, the hummus trio gets a five stars from... read more Reviewed September 20, 2016 Jones211 , Newport Beach, California",#30,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Balboa Island Museum & Historical Society,Newport Beach,2,https://www.tripadvisor.com/Attraction_Review-g32780-d10335909-Reviews-Balboa_Island_Museum_Historical_Society-Newport_Beach_California.html,"331 Marine Avenue , Newport Beach , CA 92662",9496753952,"??? best of Balboa island ??? It is very charming and great to see the history of Balboa island. God bless Sharon and Bob Lambert. ... for all of their hard work. Reviewed 2 weeks ago Cat1893 , Tustin, California",#49,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Lovell Beach House,Newport Beach,5,https://www.tripadvisor.com/Attraction_Review-g32780-d7753692-Reviews-Lovell_Beach_House-Newport_Beach_California.html,"1242 West Ocean Front , Newport Beach , CA 92661",,"??? Stunning Design ??? This home is one of a kind. Concrete and glass w/ the casement windows make this gem worth seeing. Located on the Boardwalk between the Newport & Balboa Piers it's worth taking a... read more Reviewed August 23, 2016 Rich C , Newport Beach, California",#43,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
West Jetty View Park,Newport Beach,12,https://www.tripadvisor.com/Attraction_Review-g32780-d3217739-Reviews-West_Jetty_View_Park-Newport_Beach_California.html,"Channel Rd , Newport Beach , CA",,"??? Watch the Boats Come and Go ??? My family and I always enjoy a bike ride to this park, to stay for a while and watch the boats come and go from/to the ocean to/from Newport Harbor. Reviewed August 9, 2016 Andrew H , Riverside, California",#32,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Pirate House,Newport Beach,3,https://www.tripadvisor.com/Attraction_Review-g32780-d10509974-Reviews-Pirate_House-Newport_Beach_California.html,"35th Street and Marcus Ave , Newport Beach , CA 92663",,"??? Big Red Cock! ??? Tucked away in a nice quiet is a house with a big red cock and a cowboy on the roof with a bunch of pirates strategically placed around the outside. Well done! Reviewed 2 days ago mfont2 , Houston, Texas",#48,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Environmental Nature Center,Newport Beach,13,https://www.tripadvisor.com/Attraction_Review-g32780-d3653262-Reviews-Environmental_Nature_Center-Newport_Beach_California.html,"1601 E 16th St , Newport Beach , CA 92663-5976",949-645-8489,"??? Learn, See, Do ??? The Environmental Nature Center has been newly renovated. The new building is amazing. The trails outside take you through different ecosystems, they even have a section with... read more Reviewed August 24, 2016 Shawna B , North Carolina",#31,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Orange County Museum of Art,Newport Beach,40,https://www.tripadvisor.com/Attraction_Review-g32780-d259993-Reviews-Orange_County_Museum_of_Art-Newport_Beach_California.html,"850 San Clemente Dr , Newport Beach , CA 92660-6399","949-759-1122, 949-759-4848","??? Intimate Art Museum ??? I visited this museum for the first time about a week ago. It is rather small so you can see all of the exhibits in an hour (or two if you really like to linger). The current... read more Reviewed August 22, 2016 mkshaefer , Irvine, California",#28,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Upper Newport Bay Regional Park,Newport Beach,34,https://www.tripadvisor.com/Attraction_Review-g32780-d592151-Reviews-Upper_Newport_Bay_Regional_Park-Newport_Beach_California.html,"600 Shellmaker Rd , Newport Beach , CA 92660-8212",949 640 6746,"??? Sunset Tonight Was Great- Lots of birds ??? This is the best place to see wild life, mostly birds int he area. It is great to walk or bike around. I love it at night, when it is very peaceful. Reviewed September 21, 2016 Sienna G , New York",#22,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Civic Center Park,Newport Beach,8,https://www.tripadvisor.com/Attraction_Review-g32780-d8682112-Reviews-Civic_Center_Park-Newport_Beach_California.html,"100 Civic Center Dr , Newport Beach , CA 92660-3267",,"??? Great Family Place! ??? Beautiful location for a family to visit. Lots of space to walk and for children to run around. Lots of variety of art sculptures. Reviewed September 8, 2016 Linda C via mobile",#40,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Peter & Mary Muth Interpretive Center,Newport Beach,8,https://www.tripadvisor.com/Attraction_Review-g32780-d7988895-Reviews-Peter_Mary_Muth_Interpretive_Center-Newport_Beach_California.html,"2301 University Dr , Newport Beach , CA 92660-3310",(949) 923-2290,"??? Cool Place ??? I've been going to the Peter and Mary Muth interpretive Center ever since it was built. They have all kinds of activities and special days where you can learn not only about... read more Reviewed August 23, 2016 Shawna B , North Carolina",#39,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Mariner's Park,Newport Beach,2,https://www.tripadvisor.com/Attraction_Review-g32780-d10134929-Reviews-Mariner_s_Park-Newport_Beach_California.html,"1300 Irvine Ave , Newport Beach , CA 92660-4605",9497212000,"??? Great for little kids ??? This little community park offers a nice playground for young children. It has a padded ground cover around the swings and slides. There are even trees to climb for the older... read more Reviewed 1 week ago John L. B , Newport Beach, California",#50,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Newport Beach Vineyards and Winery,Newport Beach,5,https://www.tripadvisor.com/Attraction_Review-g32780-d7289709-Reviews-Newport_Beach_Vineyards_and_Winery-Newport_Beach_California.html,"2128 Mesa Dr , Newport Beach , CA 92660-1709",+1 949-630-8662,"??? Very cool winery ??? We came here as part of the OC Wine Tour. This place is really off the beaten path. The wines were ok, but the grounds are beautiful??_so much to see??_even chickens! The landscaping... read more Reviewed November 13, 2015 djbls , Orlando, Fl",#44,71,,newport beach ca,-117.92944,33.6170092,http://www.california-blog.com/,"Newport Beach, Orange County, California, United States of America",anaheim,bakersfield,100
Creative Connection,Nipomo,2,https://www.tripadvisor.com/Attraction_Review-g32785-d4724763-Reviews-Creative_Connection-Nipomo_San_Luis_Obispo_County_California.html,"Thompson rd , Nipomo , CA",,,#7,8,,nipomo,-120.4964188,35.0358216,http://highway1discoveryroute.com/blog/,"Nipomo, Crosby Way, Nipomo, San Luis Obispo County, California, 93444, United States of America",anaheim,san luis obispo,100
The Luffa Farm,Nipomo,41,https://www.tripadvisor.com/Attraction_Review-g32785-d2416273-Reviews-The_Luffa_Farm-Nipomo_San_Luis_Obispo_County_California.html,"1457 Willow Rd , Nipomo , CA 93444-9529",805-343-0883,"??? Surprisingly fun and educational side trip ??? Bet you don't know where luffas (or louphas, etc.) come from. Those scrubby things you use in the shower actually come from a gourd and grow on a vine. This you have got to see... read more Reviewed December 2, 2011 Travelfan , Los Angeles, California Add Photo Write a Review 41 Reviews from our TripAdvisor Community Which Nipomo hotels are on sale? mm/dd/yyyy mm/dd/yyyy See hotels Sponsored links * See what travelers are saying: Traveler rating Excellent (23) Very good (14) Average (3) Poor (0) Terrible (1) Traveler type Families (9) Couples (9) Solo (2) Business (0) Friends (13) Time of year Mar-May (9) Jun-Aug (14) Sep-Nov (8) Dec-Feb (10) Language All languages English (41) Showing 41: English reviews Clear all Travelfan Los Angeles, California Level Contributor 251 reviews 77 attraction reviews 305 helpful votes ??? Surprisingly fun and educational side trip ??? Reviewed December 2, 2011 Bet you don't know where luffas (or louphas, etc.) come from. Those scrubby things you use in the shower actually come from a gourd and grow on a vine. This you have got to see. This small farm has free, brief tours of the gourd-growing hot-houses, with informative chatter about how this all comes to be. Plus, the coolest gift... More Helpful? 3 Thank Travelfan Report Previous Next 1 2 3 4 5 Updating list... Travelers who viewed The Luffa Farm also viewed Monarch Butterfly Grove 656 Reviews Pismo Beach, San Luis Obispo County Dinosaur Caves Park 107 Reviews Pismo Beach, San Luis Obispo County Sandalwood Spa 9 Reviews Nipomo, San Luis Obispo County Creative Connection 2 Reviews Nipomo, San Luis Obispo County All things to do in Nipomo (8) Been to The Luffa Farm? Share your experiences! Write a Review Add Photos & Videos Is This Your TripAdvisor Listing? Own or manage this property? Claim your listing for free to respond to reviews, update your profile and much more. Claim Your Listing Questions & Answers Here's what previous visitors have asked, with answers from representatives of The Luffa Farm and other visitors 1 question Ask a question LDN_2009 London, United Kingdom Is there an organised tour or is it just the staff showing people who are interested around? Either way, how long does it take? Thank you. 7 months ago Problem with this question? Show all answers (2) Answer See all questions (1) Questions? Get answers from The Luffa Farm staff and past visitors. Hi, what would you like to know about this attraction? Posting guidelines Get notified about new answers to your questions. Ask Typical questions asked: Do I have to buy a ticket for my infant? How do I get there using public transportation? Is there a restaurant or caf?? onsite? Near The Luffa Farm Top-rated Attractions Nearby 87 Reviews Laetitia Vineyard and Winery 39 Reviews Monarch Dunes Golf Club 33 Reviews Blacklake Golf Resort Browse all attractions Top-rated Restaurants Nearby 53 Reviews Willow 25 Reviews Thai Villa 50 Reviews Adelina's Bistro Browse all restaurants About Us | Site Map | Help Center ?? 2016 TripAdvisor LLC All rights reserved. TripAdvisor Terms of Use and Privacy Policy . * TripAdvisor LLC is not a booking agent and does not charge any service fees to users of our site... ( more ) TripAdvisor LLC is not responsible for content on external web sites. Taxes, fees not included for deals content.",#1,8,,nipomo,-120.4964188,35.0358216,http://highway1discoveryroute.com/blog/,"Nipomo, Crosby Way, Nipomo, San Luis Obispo County, California, 93444, United States of America",anaheim,san luis obispo,100
Healing Touch,Nipomo,9,https://www.tripadvisor.com/Attraction_Review-g32785-d2641301-Reviews-Healing_Touch-Nipomo_San_Luis_Obispo_County_California.html,"180 Mary Ave , Nipomo , CA 93444-7822",8059310512,,#5,8,,nipomo,-120.4964188,35.0358216,http://highway1discoveryroute.com/blog/,"Nipomo, Crosby Way, Nipomo, San Luis Obispo County, California, 93444, United States of America",anaheim,san luis obispo,100
Monarch Dunes Golf Club,Nipomo,39,https://www.tripadvisor.com/Attraction_Review-g32785-d624263-Reviews-Monarch_Dunes_Golf_Club-Nipomo_San_Luis_Obispo_County_California.html,"1606 Trilogy Pkwy , Nipomo , CA 93444-6620",805-343-9459,,#2,8,,nipomo,-120.4964188,35.0358216,http://highway1discoveryroute.com/blog/,"Nipomo, Crosby Way, Nipomo, San Luis Obispo County, California, 93444, United States of America",anaheim,san luis obispo,100
Dana Adobe Nipomo Amigos,Nipomo,3,https://www.tripadvisor.com/Attraction_Review-g32785-d9451731-Reviews-Dana_Adobe_Nipomo_Amigos-Nipomo_San_Luis_Obispo_County_California.html,"671 S Oak Glen Ave , Nipomo , CA 93444-9009",(805) 929-5679,,#6,8,,nipomo,-120.4964188,35.0358216,http://highway1discoveryroute.com/blog/,"Nipomo, Crosby Way, Nipomo, San Luis Obispo County, California, 93444, United States of America",anaheim,san luis obispo,100
Blacklake Golf Resort,Nipomo,33,https://www.tripadvisor.com/Attraction_Review-g32785-d2470367-Reviews-Blacklake_Golf_Resort-Nipomo_San_Luis_Obispo_County_California.html,"1490 Golf Course Ln , Nipomo , CA 93444-9358",(805) 343-1214,,#3,8,,nipomo,-120.4964188,35.0358216,http://highway1discoveryroute.com/blog/,"Nipomo, Crosby Way, Nipomo, San Luis Obispo County, California, 93444, United States of America",anaheim,san luis obispo,100
Sandalwood Spa,Nipomo,9,https://www.tripadvisor.com/Attraction_Review-g32785-d3225262-Reviews-Sandalwood_Spa-Nipomo_San_Luis_Obispo_County_California.html,"1645 Trilogy Pkwy , Nipomo , CA 93444-6620",805-343-7520,,#4,8,,nipomo,-120.4964188,35.0358216,http://highway1discoveryroute.com/blog/,"Nipomo, Crosby Way, Nipomo, San Luis Obispo County, California, 93444, United States of America",anaheim,san luis obispo,100
Angello's ATV Rentals,Oceano,5,https://www.tripadvisor.com/Attraction_Review-g32814-d6635007-Reviews-Angello_s_ATV_Rentals-Oceano_San_Luis_Obispo_County_California.html,"307 Pier Ave , Oceano , CA 93445-9766",+(1)805 481 0355,,#8,12,,oceano,-120.612393,35.0988648,http://highway1discoveryroute.com/blog/,"Oceano, San Luis Obispo County, California, United States of America",anaheim,san luis obispo,100
Steve's ATV Rentals,Oceano,27,https://www.tripadvisor.com/Attraction_Review-g32814-d6211798-Reviews-Steve_s_ATV_Rentals-Oceano_San_Luis_Obispo_County_California.html,"332 Pier Ave , Oceano , CA 93445-9700",+(1)805-481-2597,,#7,12,,oceano,-120.612393,35.0988648,http://highway1discoveryroute.com/blog/,"Oceano, San Luis Obispo County, California, United States of America",anaheim,san luis obispo,100
Arnie's ATV Rentals,Oceano,36,https://www.tripadvisor.com/Attraction_Review-g32814-d2666075-Reviews-Arnie_s_ATV_Rentals-Oceano_San_Luis_Obispo_County_California.html,"311 Pier Ave , Oceano Dunes State Vehicle Recreation Area , Oceano , CA 93445-9729",+1 805-474-6060,,#5,12,,oceano,-120.612393,35.0988648,http://highway1discoveryroute.com/blog/,"Oceano, San Luis Obispo County, California, United States of America",anaheim,san luis obispo,100
Pacific Adventure Tours,Oceano,21,https://www.tripadvisor.com/Attraction_Review-g32814-d1776814-Reviews-Pacific_Adventure_Tours-Oceano_San_Luis_Obispo_County_California.html,"1300 Railroad St , Oceano , CA 93445-9630",+1 805-481-9330,,#6,12,,oceano,-120.612393,35.0988648,http://highway1discoveryroute.com/blog/,"Oceano, San Luis Obispo County, California, United States of America",anaheim,san luis obispo,100
Redwood Trails Horse Rides,Orick,9,https://www.tripadvisor.com/Attraction_Review-g32830-d5074733-Reviews-Redwood_Trails_Horse_Rides-Orick_Humboldt_County_California.html,"1000 Dryers Rd , Orick , CA",7074984837,,#6,12,,orick,-124.0597936,41.2867896,https://www.winecountryinn.com/blog/places-to-see-in-northern-california/,"Orick, Humboldt County, California, United States of America",anaheim,napa,100
Redwood Creek Buckarettes,Orick,18,https://www.tripadvisor.com/Attraction_Review-g32830-d1830903-Reviews-Redwood_Creek_Buckarettes-Orick_Humboldt_County_California.html,"1000 Drydens Road , Orick , CA 95555",707-499-2943,,#8,12,,orick,-124.0597936,41.2867896,https://www.winecountryinn.com/blog/places-to-see-in-northern-california/,"Orick, Humboldt County, California, United States of America",anaheim,napa,100
Thomas H. Kuchel Visitor Center,Orick,41,https://www.tripadvisor.com/Attraction_Review-g32830-d2181670-Reviews-Thomas_H_Kuchel_Visitor_Center-Orick_Humboldt_County_California.html,"Highway 101 , Orick , CA",(707) 464-9150,"??? Stop here for redwoods info, a picnic or a beach walk ??? I stopped here to use the restroom, and because I was in a hurry to get home after being gone for a week, I did not take the time to go inside the visitor's center, although I did... read more Reviewed July 13, 2011 half-Brit , Oregon Coast Add Photo Write a Review 41 Reviews from our TripAdvisor Community Which Orick hotels are on sale? mm/dd/yyyy mm/dd/yyyy See hotels Sponsored links * Read reviews that mention: All reviews helpful staff beach access clean restrooms the pacific ocean national park visitor center redwood creek heading north stretch your legs ample parking picnic area crescent city centers info displays stamp map permit visitors geology Review tags are currently only available for English language reviews. Read reviews in English Go back Traveler rating Excellent (20) Very good (19) Average (1) Poor (0) Terrible (1) Traveler type Families (14) Couples (20) Solo (0) Business (0) Friends (1) Time of year Mar-May (9) Jun-Aug (19) Sep-Nov (6) Dec-Feb (7) Language All languages English (41) Showing 41: English reviews Clear all half-Brit Oregon Coast Level Contributor 1,026 reviews 418 attraction reviews 2,597 helpful votes ??? Stop here for redwoods info, a picnic or a beach walk ??? Reviewed July 13, 2011 I stopped here to use the restroom, and because I was in a hurry to get home after being gone for a week, I did not take the time to go inside the visitor's center, although I did take a picture of it :-) I was surprised it was so large, though. Next time I will go inside! There is... More Helpful? 4 Thank half-Brit Report Previous Next 1 2 3 4 5 Updating list... Travelers who viewed Thomas H. Kuchel Visitor Center also viewed Prairie Creek Redwoods State Park 220 Reviews Orick, Humboldt County Lady Bird Johnson Grove 119 Reviews Orick, Humboldt County Newton B Drury Parkway 80 Reviews Orick, Humboldt County Redwood National Park 821 Reviews Redwood National Park, CA All things to do in Orick (12) Been to Thomas H. Kuchel Visitor Center? Share your experiences! Write a Review Add Photos & Videos Is This Your TripAdvisor Listing? Own or manage this property? Claim your listing for free to respond to reviews, update your profile and much more. Claim Your Listing Questions & Answers Questions? Get answers from Thomas H. Kuchel Visitor Center staff and past visitors. Hi, what would you like to know about this attraction? Posting guidelines Get notified about new answers to your questions. Ask Typical questions asked: Do I have to buy a ticket for my infant? How do I get there using public transportation? Is there a restaurant or caf?? onsite? Near Thomas H. Kuchel Visitor Center Top-rated Attractions Nearby 119 Reviews Lady Bird Johnson Grove 80 Reviews Newton B Drury Parkway 42 Reviews Gold Bluffs Beach Browse all attractions Top-rated Restaurants Nearby 92 Reviews Palm Cafe & Motel 387 Reviews Larrupin Cafe 44 Reviews Log Cabin Diner Browse all restaurants About Us | Site Map | Help Center ?? 2016 TripAdvisor LLC All rights reserved. TripAdvisor Terms of Use and Privacy Policy . * TripAdvisor LLC is not a booking agent and does not charge any service fees to users of our site... ( more ) TripAdvisor LLC is not responsible for content on external web sites. Taxes, fees not included for deals content.",#4,12,,orick,-124.0597936,41.2867896,https://www.winecountryinn.com/blog/places-to-see-in-northern-california/,"Orick, Humboldt County, California, United States of America",anaheim,napa,100
Pebble Beach Equestrian Center,Pebble Beach,47,https://www.tripadvisor.com/Attraction_Review-g32867-d208340-Reviews-Pebble_Beach_Equestrian_Center-Pebble_Beach_Monterey_County_California.html,"Portola Road and Alva Lane , Pebble Beach , CA",831-624-2756,,#5,9,,pebble beach,-121.9466112,36.5664874,http://myfamilytravels.com/content/10507-road-trip-usa-pacific-coast-highway-san-francisco-los-angeles,"Pebble Beach, Monterey County, California, United States of America",anaheim,pismo beach,100
Peter Hay Golf Course,Pebble Beach,22,https://www.tripadvisor.com/Attraction_Review-g32867-d2416325-Reviews-Peter_Hay_Golf_Course-Pebble_Beach_Monterey_County_California.html,"1700 17 Mile Drive , Pebble Beach , CA 93953",(800) 654-9300,,#6,9,,pebble beach,-121.9466112,36.5664874,http://myfamilytravels.com/content/10507-road-trip-usa-pacific-coast-highway-san-francisco-los-angeles,"Pebble Beach, Monterey County, California, United States of America",anaheim,pismo beach,100
Poppy Hills Golf Course,Pebble Beach,60,https://www.tripadvisor.com/Attraction_Review-g32867-d611096-Reviews-Poppy_Hills_Golf_Course-Pebble_Beach_Monterey_County_California.html,"3200 Lopez Rd , Pebble Beach , CA 93953-2900",831 622-8239,,#4,9,,pebble beach,-121.9466112,36.5664874,http://myfamilytravels.com/content/10507-road-trip-usa-pacific-coast-highway-san-francisco-los-angeles,"Pebble Beach, Monterey County, California, United States of America",anaheim,pismo beach,100
Cypress Point Golf Club,Pebble Beach,23,https://www.tripadvisor.com/Attraction_Review-g32867-d313398-Reviews-Cypress_Point_Golf_Club-Pebble_Beach_Monterey_County_California.html,"Pebble Beach , CA 93953",(831)-624-6444,,#7,9,,pebble beach,-121.9466112,36.5664874,http://myfamilytravels.com/content/10507-road-trip-usa-pacific-coast-highway-san-francisco-los-angeles,"Pebble Beach, Monterey County, California, United States of America",anaheim,pismo beach,100
Casa Palmero at Pebble Beach,Pebble Beach,6,https://www.tripadvisor.com/Attraction_Review-g32867-d270019-Reviews-Casa_Palmero_at_Pebble_Beach-Pebble_Beach_Monterey_County_California.html,"1518 Cypress Dr , Pebble Beach , CA 93953",800-654-9300,,#9,9,,pebble beach,-121.9466112,36.5664874,http://myfamilytravels.com/content/10507-road-trip-usa-pacific-coast-highway-san-francisco-los-angeles,"Pebble Beach, Monterey County, California, United States of America",anaheim,pismo beach,100
Sans Liege Wines,Pismo Beach,9,https://www.tripadvisor.com/Attraction_Review-g32894-d2285826-Reviews-Sans_Liege_Wines-Pismo_Beach_San_Luis_Obispo_County_California.html,"870 Price St , Pismo Beach , CA 93449-2532",805-773-2770,,#9,20,,pismo bch,-120.6412826,35.1427533,https://www.tripadvisor.com/ShowTopic-g28926-i29-k4866800-Driving_from_Anaheim_to_Pismo_Beach-California.html,"Pismo Beach, San Luis Obispo County, California, United States of America",anaheim,pismo beach,100
Pismo Beach Farmer's Market,Pismo Beach,8,https://www.tripadvisor.com/Attraction_Review-g32894-d8828485-Reviews-Pismo_Beach_Farmer_s_Market-Pismo_Beach_San_Luis_Obispo_County_California.html,"Near Pismo Beach Pier, End of Pomeroy Ave , Pismo Beach , CA 93449",8057734382,,#13,20,,pismo bch,-120.6412826,35.1427533,https://www.tripadvisor.com/ShowTopic-g28926-i29-k4866800-Driving_from_Anaheim_to_Pismo_Beach-California.html,"Pismo Beach, San Luis Obispo County, California, United States of America",anaheim,pismo beach,100
Pismo Beach Premium Outlets,Pismo Beach,110,https://www.tripadvisor.com/Attraction_Review-g32894-d3585210-Reviews-Pismo_Beach_Premium_Outlets-Pismo_Beach_San_Luis_Obispo_County_California.html,"333 Five Cities Dr Ste 100 , Pismo Beach , CA 93449-5001",+1 805-773-4661,,#6,20,,pismo bch,-120.6412826,35.1427533,https://www.tripadvisor.com/ShowTopic-g28926-i29-k4866800-Driving_from_Anaheim_to_Pismo_Beach-California.html,"Pismo Beach, San Luis Obispo County, California, United States of America",anaheim,pismo beach,100
Enderts Beach,Redwood National Park,41,https://www.tripadvisor.com/Attraction_Review-g2193168-d2483782-Reviews-Enderts_Beach-Redwood_National_Park_California.html,"Enderts Beach Road , Redwood National Park, CA",,,#2,4,,redwood national park,-124.0300951,41.27553155,http://gocalifornia.about.com/od/caplaceslist/ss/Redwood-Forests-in-California.htm,"Redwood National Park, Redwood Creek Trail, Orick, Humboldt County, California, 95555, United States of America",anaheim,napa,100
Trillium Falls Hike,Redwood National Park,12,https://www.tripadvisor.com/Attraction_Review-g2193168-d8736856-Reviews-Trillium_Falls_Hike-Redwood_National_Park_California.html,"Davison Road , Redwood National Park, CA",,,#4,4,,redwood national park,-124.0300951,41.27553155,http://gocalifornia.about.com/od/caplaceslist/ss/Redwood-Forests-in-California.htm,"Redwood National Park, Redwood Creek Trail, Orick, Humboldt County, California, 95555, United States of America",anaheim,napa,100
California Coastal Trail,Redwood National Park,21,https://www.tripadvisor.com/Attraction_Review-g2193168-d144958-Reviews-California_Coastal_Trail-Redwood_National_Park_California.html,"Redwood National Park , Wilson Creek Picnic Area off Hwy 101 , Redwood National Park, CA 95548",,,#3,4,,redwood national park,-124.0300951,41.27553155,http://gocalifornia.about.com/od/caplaceslist/ss/Redwood-Forests-in-California.htm,"Redwood National Park, Redwood Creek Trail, Orick, Humboldt County, California, 95555, United States of America",anaheim,napa,100
