mention_name,mention_type,mention_popularity,mention_address,mention_longitude,mention_latitude,no_of_blogFiles,mention_found_in_blogFiles
outer ring road,trunk,12,"Outer Ring Road, Green Glen Layout, Iblur, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.6632088,12.9210769,43,"badami_and_madikeri.json,bidar_and_kanakapura.json,davanagere_and_mysore.json,hampi_and_mangalore.json,bidar_and_shimoga.json,hubli_and_srirangapatna.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,kanakapura_and_nandi hills.json,kanakapura_and_mysore.json,kanakapura_and_kemmangundi.json,bangalore_and_tumkur.json,bellary_and_srirangapatna.json,bellary_and_nandi hills.json,bangalore_and_bellary.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,kanakapura_and_manipal.json,bangalore_and_srirangapatna.json,dharmasthala_and_nandi hills.json,kanakapura_and_mangalore.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,bidar_and_tumkur.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,gulbarga_and_udupi.json,hampi_and_mysore.json,bangalore_and_kanakapura.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,bangalore_and_mysore.json,hampi_and_nandi hills.json,bidar_and_hospet.json,bijapur_and_kanakapura.json,bellary_and_kanakapura.json"
old madras road,trunk,4,"Old Madras Road, Devasandra, ITI Colony, Garudacharpalya, Bangalore Urban, Karnataka, 560048, India",77.689988,13.0076952,38,"badami_and_madikeri.json,bidar_and_kanakapura.json,hampi_and_mangalore.json,bidar_and_shimoga.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,kanakapura_and_nandi hills.json,kanakapura_and_mysore.json,kanakapura_and_kemmangundi.json,bellary_and_srirangapatna.json,bellary_and_nandi hills.json,bangalore_and_bellary.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,kanakapura_and_manipal.json,dharmasthala_and_nandi hills.json,kanakapura_and_mangalore.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,bidar_and_tumkur.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,gulbarga_and_udupi.json,hampi_and_mysore.json,bangalore_and_kanakapura.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,bangalore_and_mysore.json,hampi_and_nandi hills.json,bidar_and_hospet.json,bellary_and_kanakapura.json"
gundulpet,town,1,"Gundlupet, Gundlupet taluk, Chamarajanagar district, Karnataka, 571111, India",76.6916141,11.808496,18,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
chamundeshwari temple,place_of_worship,3,"Chamundeshwari Temple, Nagarathpet Main Road, Ganigarpet, Chickpet, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.5793319839087,12.96746475,23,"badami_and_madikeri.json,agumbe_and_srirangapatna.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bijapur_and_mysore.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
mysore road,trunk,20,"Mysore Road, Avalahalli, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.5337558,12.9477396,58,"badami_and_madikeri.json,kanakapura_and_madikeri.json,bidar_and_kanakapura.json,belgaum_and_kanakapura.json,davanagere_and_mysore.json,hampi_and_mangalore.json,kanakapura_and_murudeshwara.json,bangalore_and_jog falls.json,belgaum_and_srirangapatna.json,bidar_and_shimoga.json,hubli_and_srirangapatna.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,bangalore_and_talakadu.json,jog falls_and_kanakapura.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bangalore_and_madikeri.json,kanakapura_and_kundapur.json,kanakapura_and_nandi hills.json,kanakapura_and_mysore.json,kanakapura_and_kemmangundi.json,jog falls_and_mysore.json,bellary_and_srirangapatna.json,bellary_and_nandi hills.json,bangalore_and_bellary.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,kanakapura_and_manipal.json,bangalore_and_srirangapatna.json,dharmasthala_and_nandi hills.json,kanakapura_and_mangalore.json,belur_and_nandi hills.json,jog falls_and_virajpet.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,bidar_and_srirangapatna.json,bidar_and_tumkur.json,badami_and_nandi hills.json,hampi_and_madikeri.json,kanakapura_and_kollur.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,gulbarga_and_udupi.json,chikmagalur_and_talakadu.json,dandeli_and_kanakapura.json,hampi_and_mysore.json,chitradurga_and_madikeri.json,bangalore_and_kanakapura.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,bangalore_and_mysore.json,hampi_and_nandi hills.json,hubli_and_nandi hills.json,bidar_and_hospet.json,bellary_and_kanakapura.json"
indiranagar,village,1,"Indiranagar, Humanabad taluku, Bidar district, Karnataka, India",77.1889052,17.7569637,7,"badami_and_madikeri.json,hampi_and_mangalore.json,hampi_and_kanakapura.json,bellary_and_virajpet.json,badami_and_nandi hills.json,hampi_and_madikeri.json,hampi_and_mysore.json"
betageri,village,1,"Betageri, Gokak taluku, Belgaum district, Karnataka, India",74.9538058,16.1144865,13,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,bellary_and_virajpet.json,badami_and_nandi hills.json,hampi_and_madikeri.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
' river cauvery,cinema,1,"Cauvery, 1st Main Road, Lower Palace Orchard, Guttahalli, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.5832796015599,13.00262215,21,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
goa karnataka,restaurant,1,"Carnival De Goa, Bhaskaran Road, Gupta Layout, Halasuru, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.6200027,12.9750047,21,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
palace gardens,attraction,3,"Bangalore Palace, Jayamahal Road, Jayamahal Extension, Jayamahal, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.5920094892276,12.9985963,24,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,bangalore_and_mysore.json,hampi_and_nandi hills.json,bellary_and_kanakapura.json"
brindaban gardens,yes,1,"Brindaban Apartments, Hosur Road, Sadgunte Palya, Adugodi, Bengaluru, Bangalore Urban, Karnataka, 560030, India",77.6097138932437,12.9384553,21,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
ramanagara district,administrative,1,"Ramanagara district, Karnataka, India",77.3194722401066,12.71338445,21,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
richmond place,primary,2,"Richmond Road, Gowthampuram, Ashok Nagar, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.617066,12.970097,31,"badami_and_madikeri.json,bidar_and_kanakapura.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,kanakapura_and_nandi hills.json,kanakapura_and_mysore.json,kanakapura_and_kemmangundi.json,bellary_and_nandi hills.json,bangalore_and_bellary.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,kanakapura_and_manipal.json,dharmasthala_and_nandi hills.json,kanakapura_and_mangalore.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,bangalore_and_kanakapura.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,hampi_and_nandi hills.json,bellary_and_kanakapura.json"
paradise beach,beach,9,"Paradise Beach, Om beach road, Gokarna, Kumata taluk, Uttara Kannada, Karnataka, 581326, India",74.3375798576938,14.5181133,44,"badami_and_madikeri.json,belgaum_and_sirsi.json,bidar_and_madikeri.json,hampi_and_mangalore.json,kanakapura_and_murudeshwara.json,bidar_and_udupi.json,hubli_and_murudeshwara.json,bidar_and_shimoga.json,hubli_and_tumkur.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,kanakapura_and_kundapur.json,bellary_and_srirangapatna.json,bellary_and_sirsi.json,jog falls_and_madikeri.json,kundapur_and_tumkur.json,dandeli_and_murudeshwara.json,kanakapura_and_manipal.json,bidar_and_murudeshwara.json,bellary_and_shimoga.json,dharmasthala_and_nandi hills.json,kanakapura_and_mangalore.json,jog falls_and_virajpet.json,bellary_and_virajpet.json,bangalore_and_yana.json,bidar_and_tumkur.json,badami_and_nandi hills.json,chikmagalur_and_hospet.json,shimoga_and_talakadu.json,hampi_and_madikeri.json,kanakapura_and_kollur.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_manipal.json,gulbarga_and_udupi.json,jog falls_and_sakleshpur.json,dandeli_and_kanakapura.json,hampi_and_mysore.json,badami_and_tumkur.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json,bellary_and_bidar.json,bidar_and_hospet.json"
bandipur valley,village,1,"Bandipur, Gundlupet taluk, Chamarajanagar district, Karnataka, India",76.6285739,11.6662708,18,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
sharavathi valley,yes,3,"Sharavathi Block, National Games Village Road, Ambedkar Nagar, Ejipura, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.6216184337102,12.9464709,26,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bangalore_and_thirthahalli.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,agumbe_and_bangalore.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,jog falls_and_virajpet.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,bangalore_and_dandeli.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json,bangalore_and_davanagere.json"
half moon,restaurant,3,"Half Moon Garden Café, Om beach road, Gokarna, Kumata taluk, Uttara Kannada, Karnataka, 581326, India",74.3317205,14.5181286,24,"badami_and_madikeri.json,belgaum_and_sirsi.json,hampi_and_mangalore.json,bidar_and_shimoga.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,bellary_and_srirangapatna.json,bellary_and_sirsi.json,jog falls_and_madikeri.json,bellary_and_shimoga.json,dharmasthala_and_nandi hills.json,bellary_and_virajpet.json,bidar_and_tumkur.json,badami_and_nandi hills.json,chikmagalur_and_hospet.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,gulbarga_and_udupi.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json,bidar_and_hospet.json"
mysore - mandya,trunk,1,"Mysore Road, Somanahalli, Madduru taluk, Mandya district, Karnataka, 571428, India",77.0544201,12.6121234,21,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
alpine,residential,1,"Survey No 139, Alpine Vitsula, Kadugodi, Bengaluru, Bangalore Urban, Karnataka, 560067, India",77.7592512569462,13.0151079,9,"badami_and_madikeri.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,badami_and_nandi hills.json,agumbe_and_kanakapura.json"
bangalore bangalore,city,3,"Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.5912997,12.9791198,21,"badami_and_madikeri.json,bellary_and_hassan.json,belgaum_and_kanakapura.json,badami_and_sringeri.json,bijapur_and_sringeri.json,hampi_and_kanakapura.json,bellary_and_udupi.json,bijapur_and_nandi hills.json,belgaum_and_nandi hills.json,badami_and_chikmagalur.json,jog falls_and_mysore.json,bellary_and_mysore.json,jog falls_and_srirangapatna.json,bellary_and_madikeri.json,jog falls_and_madikeri.json,bellary_and_kollur.json,bijapur_and_udupi.json,bijapur_and_thirthahalli.json,bellary_and_murudeshwara.json,belgaum_and_madikeri.json,bangalore_and_shimoga.json"
vedanta,residential,2,"Vedanta Mandir Road, Yediyur, Basavanagudi, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.5810054,12.9376453,8,"badami_and_madikeri.json,bidar_and_mangalore.json,bangalore_and_mangalore.json,bellary_and_manipal.json,bijapur_and_mangalore.json,bijapur_and_udupi.json,bijapur_and_manipal.json,bellary_and_mangalore.json"
silk town of karnataka,fabric,1,"Sara: The Silk Store, Museum Road, Shantala Nagar, Ashok Nagar, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.6026229,12.975886,21,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
gundlupet,town,5,"Gundlupet, Gundlupet taluk, Chamarajanagar district, Karnataka, 571111, India",76.6916141,11.808496,17,"badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,kanakapura_and_mysore.json,kanakapura_and_kemmangundi.json,dharmasthala_and_yana.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,hampi_and_madikeri.json,hampi_and_hassan.json,jog falls_and_sakleshpur.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
hanuman temple,place_of_worship,8,"Hanuman Temple, 1st Cross Road, MEI Colony, Peenya, Bengaluru, Bangalore Urban, Karnataka, 560001, India",77.5273276,13.0343487,42,"badami_and_madikeri.json,hampi_and_mangalore.json,bidar_and_shimoga.json,hubli_and_srirangapatna.json,dharmasthala_and_hampi.json,bangalore_and_hospet.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bangalore_and_hampi.json,kanakapura_and_mysore.json,bidar_and_hampi.json,bellary_and_srirangapatna.json,bellary_and_nandi hills.json,bangalore_and_bellary.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,bellary_and_murudeshwara.json,chitradurga_and_nandi hills.json,bidar_and_tumkur.json,bellary_and_sringeri.json,bellary_and_kemmangundi.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,bellary_and_thirthahalli.json,hampi_and_kemmangundi.json,belur_and_hospet.json,gulbarga_and_udupi.json,hampi_and_mysore.json,chikmagalur_and_hampi.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,hampi_and_nandi hills.json,bidar_and_hospet.json"
