"attraction_name","attraction_knownFor","attraction_reviewComment","attraction_ranking","attraction_no_of_reviews","attraction_contact","attraction_in","attraction_address","zip_code","attraction_longitude","attraction_latitude","attraction_url","attraction_in_file","youTubeLinkIds"
"Railroad Square Historic District","""Historic Walking Areas , Sights & Landmarks""","a Sunday farmers market is only one of the attractions. great shopping and resturants too! several thrift stores and antiques.","13","144","+1 707-578-8478","Santa Rosa","""4th Street , Santa Rosa , CA 95404""","95404","-122.6857745","38.449722","https://www.tripadvisor.com/Attraction_Review-g33055-d3723830-Reviews-Railroad_Square_Historic_District-Santa_Rosa_Sonoma_County_California.html","santa_rosa.json","""hDW8EBqB5-M,heDDidjGf_4,NE1r-yU7Smc"""
"Luther Burbank Home and Gardens","""Historic Sites , Gardens , Sights & Landmarks , Nature & Parks""","We thoroughly enjoyed our docent guided tour through the Burbank garden and home. We learned about how Burbank created many plants by pollinating them himself. He was an amazing... read more","8","148","+1 707-524-5445","Santa Rosa","""Santa Rosa & Sonoma Aves , Santa Rosa , CA 95404""","95404","","","https://www.tripadvisor.com/Attraction_Review-g33055-d116928-Reviews-Luther_Burbank_Home_and_Gardens-Santa_Rosa_Sonoma_County_California.html","santa_rosa.json","""lUsJ8ULOn-M,KG8GC_EN1Cc,tpVA6VKtc2w"""
"HopMonk Tavern","","Hopmonk remains one of our favorites. Great beer-I had their lichee sour and is was a smash. Food is pretty good bar+ style. Their French fries are home fries and tasty. Music... read more","14","24","+1 707-829-7300","Sebastopol","""268 Petaluma Ave , Sebastopol , CA 95472-4222 (Formerly The Stone Elephant)""","95472","","","https://www.tripadvisor.com/Attraction_Review-g33069-d584286-Reviews-HopMonk_Tavern-Sebastopol_Sonoma_County_California.html","sebastopol.json","""8am3p01Rpv8,B3JUgL_s88g,pbwkjoaEL2g"""
"Sonoma Coast State Beach","""Beaches , State Parks , Outdoor Activities , Nature & Parks""","One of the nice wide beaches along the coast. Stopped to see the sunset. A nice spot in Sonoma to walk around.","11","145","+1 707-875-3483","Sonoma","""HIghway 1 , Between Jenner and Bodega Bay , Sonoma , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g33107-d116911-Reviews-Sonoma_Coast_State_Beach-Sonoma_Sonoma_County_California.html","sonoma.json","""1jY_kA_d6Hg,yAUEnS-qqgs,kgiyljdKNjs"""
"Starmont Winery and Vineyards","","I purchased the Starmont Groupon and based the rest of our Napa tour around that. I can honestly say we were not disappointed. The grounds are gorgeous and our host was... read more","73","21","7072528001","Napa","""1451 Stanley Ln , Napa , CA 94559-9760""","94559","","","https://www.tripadvisor.com/Attraction_Review-g32766-d8543330-Reviews-Starmont_Winery_and_Vineyards-Napa_Napa_Valley_California.html","napa.json","""Sak-h8hGUys,1fBnqmpyZhQ,fY5IgkzUTWw"""
"Duckhorn Vineyards","""Wineries & Vineyards , Food & Drink ""","This was the perfect setting! It's very much restaurant style - a beautiful porch where you sit at a private table and taste with a server waiting on you. It's a great way to get... read more","5","311","+1 707-963-7108","St. Helena","""1000 Lodi Lane St. , St. Helena , CA 94574""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d288049-Reviews-Duckhorn_Vineyards-St_Helena_Napa_Valley_California.html","st._helena.json","""A6tz1jpK4B0,PmSfRtmKZGQ"""
"Trinchero Napa Valley","","""We took the """"Taste of Terroir"""" tasting and were pleasantly surprised to be the only couple on the tour that day. The facility is fairly new and is extremely well appointed. Some... read more""","52","28","+1 707-963-1160","St. Helena","""3070 Saint Helena Hwy N , St. Helena , CA 94574-9656""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d2282165-Reviews-Trinchero_Napa_Valley-St_Helena_Napa_Valley_California.html","st._helena.json","""6q-VWu1L2WI,BjGUt1p0Oz8"""
"Rutherford Grove Winery & Vineyards","","""What a great little spot! Taste some grapes, peek in the barrel room, grab a glass of something you like while tasting and walk out the side to the garden... You can finish your... read more""","60","23","+1 707-963-0544","St. Helena","""1673 Saint Helena Hwy S , St. Helena , CA 94574-9777""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d1644616-Reviews-Rutherford_Grove_Winery_Vineyards-St_Helena_Napa_Valley_California.html","st._helena.json","""rdz19WQBnN0,T03x76w3OvA,sHGFzJADnRg"""
"Ballentine Vineyards","","Visited with Platypus Tours and thanks to being here at the right time of the year got to see the whole wine making process. Sturdy reds - especially the cab franc - and very... read more","49","34","+1 707-963-7919","St. Helena","""2820 Saint Helena Hwy N , St. Helena , CA 94574-9655""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d3475422-Reviews-Ballentine_Vineyards-St_Helena_Napa_Valley_California.html","st._helena.json","""RJVfZfbNpfs,NBzvxoqKzNk,iFA29ndTpRw"""
"Markham Vineyards","""Wineries & Vineyards , Food & Drink""","We loved Markham! The wine was great and the employee helping us was the best! We had the best time tasting wines and talking with him. Can't wait to go back!","33","55","+1 707-963-5292","St. Helena","""2812 Saint Helena Hwy N , St. Helena , CA 94574-9655""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d3292280-Reviews-Markham_Vineyards-St_Helena_Napa_Valley_California.html","st._helena.json","""H1L4PHnE9u4,w1AwK9h-z2g,4vQzGRNl0dY"""
"Rutherford Ranch Winery","""Wineries & Vineyards , Food & Drink""","We made reservations for a pairing with chocolates. I really recommend this one! It really enhances the flavors of the wines. The wines they serve are some of the more affordable... read more","36","85","+1 707-968-3200","St. Helena","""1680 Silverado Trl S , St. Helena , CA 94574-9542""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d4542720-Reviews-Rutherford_Ranch_Winery-St_Helena_Napa_Valley_California.html","st._helena.json","""Abyk0vjPUnM,irDeGh66PrE,3mtm0L0-mZI"""
"BRYTER Estates","","This place was cute and had style. Yummy wine that was well balanced and delicious. The gentleman that took care of us was sweet and a little awkward. He seemed slightly over... read more","55","17","+1 707-501-8272","Sonoma","""25 E Napa St , Sonoma , CA 95476-6758""","95476","","","https://www.tripadvisor.com/Attraction_Review-g33107-d3161212-Reviews-BRYTER_Estates-Sonoma_Sonoma_County_California.html","sonoma.json","""-xZ8mRkuJV4,aZNmd4BiDT8,b0eV2WWdKJY"""
"MacLaren Tasting Lounge","","The best travel experiences can happen even when you take a wrong turn. I was walking the area and mistakenly entered the MacLaren Tasting Lounge. Steve Law seemed to be a very... read more","69","4","707-938-7490","Sonoma","""27 East Napa Street, Suite E , Sonoma , CA 95476""","95476","","","https://www.tripadvisor.com/Attraction_Review-g33107-d10390282-Reviews-MacLaren_Tasting_Lounge-Sonoma_Sonoma_County_California.html","sonoma.json","""FENNt6s61lI,Te54X6HXe4g,g5YUecxwhCg"""
"Lisa Kristine Galleries Sonomas","","The photography is really remarkable. Particularly Lisa's work to fight slavery world-wide. Buy the $98 book if you can - the proceeds go to an organization that is trying to... read more","57","10","707.938.3860","Sonoma","""452 1st St E , Sonoma , CA 95476-6757""","95476","","","https://www.tripadvisor.com/Attraction_Review-g33107-d8365253-Reviews-Lisa_Kristine_Galleries_Sonomas-Sonoma_Sonoma_County_California.html","sonoma.json","""4dx4YyJfEBU,zK2M255qono,WJXVuqNfn_0"""
"Hipkiss Gallery","","Carrie Hipkiss' brushwork gives her subjects a quiet solidity and her scenes a resonant silence. Cynthia Hipkiss' chunky funky sculptures bring a smile for the humor-lover on your... read more","75","3","7079960619","Sonoma","""414 1st St E , Sonoma , CA 95476-6756""","95476","","","https://www.tripadvisor.com/Attraction_Review-g33107-d8040546-Reviews-Hipkiss_Gallery-Sonoma_Sonoma_County_California.html","sonoma.json","""xXw6X8x26X0,uXp7t8uNZ6M,0glraKFjUWU"""
"Silver Oak Cellars","""Wineries & Vineyards , Food & Drink""","""We came for the Cabernet, obviously;) The tasting is a bit more, but their pourings are more like double. So 3 glasses didn't feel that bad. We frankly liked every glass and that... read more""","3","311","+1 707-942-7022","Oakville","""915 Oakville Crossroad , Oakville , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g32812-d144106-Reviews-Silver_Oak_Cellars-Oakville_Napa_Valley_California.html","oakville.json","""8CnYv5RBTEU,pyxIGy_7tRI"""
"Far Niente Winery","""Wineries & Vineyards , Food & Drink""","""Not cheesy or stuffy, very friendly. 40,000 square feet of cave. The husband, God rest his soul, fell in love with Chardonnay. You need to go to hear the beautiful story. Some... read more""","4","136","+1 707-944-2861","Oakville","""1350 Acacia Drive , Oakville , CA 94562""","94562","-122.402362024331","38.4239817746668","https://www.tripadvisor.com/Attraction_Review-g32812-d588209-Reviews-Far_Niente_Winery-Oakville_Napa_Valley_California.html","oakville.json","""S5Vabl89fCo,DnOyC4qANZc,p3ALmnEZ3zU"""
"Enkidu Wine","""“ A Must Stop ” Reviewed March 5, 2016 via mobile My husband and I were referred to this Downtown Sonoma tasting room from another winery we were at. We thought we would check it out. To our delight, the tasting room was bright, the tasting professional was very inviting, great to chat with and very knowledgable. And not forgetting the wine, it was lovely; my husband LOVES the Enkidu old... More Helpful? Thank Aubrey H Report""","","17","","","Kenwood","","","","","https://www.tripadvisor.com/Attraction_Review-g32554-d8631893-Reviews-Enkidu_Wine-Kenwood_Sonoma_County_California.html","kenwood.json","""nVaY-HZ1Rus,EECC52opr9o,Plb2CSMorQc"""
"Gardens at Heather Farms","""Gardens , Nature & Parks""","Heather Farms is an idyllic green space located in Walnut Creek - it perfect for families as there are many playgrounds and facilities for everyone. The flower garden is not to be... read more","4","69","+1 925-947-1678","Walnut Creek","""1540 Marchbanks Dr , Walnut Creek , CA 94598-2158""","94598","","","https://www.tripadvisor.com/Attraction_Review-g33235-d3309511-Reviews-Gardens_at_Heather_Farms-Walnut_Creek_California.html","walnut_creek.json","""I5pY5C35u5s,LKFSxJd6oiA,6E_uIoA_oZ4"""
"Waterworld California","","""This is a great waterpark. Good size with exciting rides. However, it is somewhat ageing and perhaps the attractions aren't as clean as could be. Can get very crowded with long... read more""","6","74","+1 925-609-1364","Concord","""1950 Waterworld Pkwy , Concord , CA 94520-2602""","94520","","","https://www.tripadvisor.com/Attraction_Review-g32243-d1786923-Reviews-Waterworld_California-Concord_California.html","concord.json","""L1rlBSeIdo8,GEpCyIwVNCI,0D1XITIvkOA"""
"Paradigm Winery","","There is nothing fancy about the tasting room at Paradigm. The vineyards are about 5 steps out the door. It is a rather plain small room with only one place to sit down. But... read more","13","24","+1 707-944-1683","Oakville","""1277 Dwyer Road , Oakville , CA 94562""","94562","-122.393851161111","38.42062155","https://www.tripadvisor.com/Attraction_Review-g32812-d1211185-Reviews-Paradigm_Winery-Oakville_Napa_Valley_California.html","oakville.json","""MlB0wRASIq0,E1AELe-ldEk,FQzt0RJg4rw"""
"Cosentino Winery","","Richard was our host. Great experience and nice wines. Good deal on the Cigarzin to ship home. A Zinfandel that drinks like a Cabernet.","11","68","+1 800-764-1220","Yountville","""7415 St. Helena Hwy , Yountville , CA 94599""","94599","-122.3589985","38.3974494","https://www.tripadvisor.com/Attraction_Review-g33300-d646439-Reviews-Cosentino_Winery-Yountville_Napa_Valley_California.html","yountville.json","""PuDqq9ohIGw,MKyjBOJDQ3U,G4dmWoo6eyo"""
"Cardinale Estate Winery","","""Our group of 8 reserved a private tasting, and we were all overjoyed with our guide, the winery and, of course, the wine! We really enjoyed most of the wines we tasted and... read more""","11","24","+1 707-948-2643","Oakville","""7600 Saint Helena Hwy , Oakville , CA 94558-9851""","94558","","","https://www.tripadvisor.com/Attraction_Review-g32812-d591030-Reviews-Cardinale_Estate_Winery-Oakville_Napa_Valley_California.html","oakville.json","""BpiAXYbQmIc,eGN2mnsta_4,T79uqKaR1rc"""
"Pixieland","","""Pixieland has been around forever and was, fortunately rescued and renovated a few years back. It is located in a residential area on the east side of Concord. From Pixieland a... read more""","1","49","+1 925-676-9612","Concord","""2740 E Olivera Rd , Concord , CA 94519-2000""","94519","","","https://www.tripadvisor.com/Attraction_Review-g32243-d2085036-Reviews-Pixieland-Concord_California.html","concord.json","""RIGj1srSdQ0,7RDz-4BxCDE,-4fNMWU9fgA"""
"Lindsay Wildlife Museum","""Nature & Wildlife Areas , Nature & Parks""","Not that expensive and has a really neat interactive bird rescue section. It's not a huge place but enough to entertain the kids.","1","155","+1 925-935-1978","Walnut Creek","""1931 1st Ave , Walnut Creek , CA 94597-2540""","94597","","","https://www.tripadvisor.com/Attraction_Review-g33235-d1175688-Reviews-Lindsay_Wildlife_Museum-Walnut_Creek_California.html","walnut_creek.json","""qnxzNTIjNpk,wwI6UYUChkE,PjV3ShToDfo"""
"Casa Nuestra Winery and Vineyards","","""This was the first stop on our Wine tour with Platypus and Louis our driver. I liked this place very much. The 2012 Proprietor's Blend, 2013 Tinto St. Helena, 2015 Chenin Blanc... read more""","31","64","866-844-WINE","St. Helena","""3451 Silverado Trail North , St. Helena , CA 94574""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d579700-Reviews-Casa_Nuestra_Winery_and_Vineyards-St_Helena_Napa_Valley_California.html","st._helena.json","""X0H9LZDQFNo,Lycuac5P9BE,yM8ZRXDIRMQ"""
"Benessere Vineyards","","We have been here several times over the years. The tasting room staff has changed and we missed Dennis for his great hospitality and depth of knowledge about the wines... read more","42","37","17079635853","St. Helena","""1010 Big Tree Rd , St. Helena , CA 94574-9711""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d2535020-Reviews-Benessere_Vineyards-St_Helena_Napa_Valley_California.html","st._helena.json","""cLdW9gn45sE,1t2OkEJsD5s,vkjBbYbMIzI"""
"David Fulton Winery","","We visited as part of a Platypus winery tour. The tasting was great fun with David Elkins who treated us to the # story and tasty tastings! This is possibly the future of wine... read more","59","32","+1 707-967-0719","St. Helena","""825 Fulton Ln , St. Helena , CA 94574-1018""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d2397834-Reviews-David_Fulton_Winery-St_Helena_Napa_Valley_California.html","st._helena.json","""DDrA4kPXVFc,H4sGPULLKYg,MdPwZmvHjQ4"""
"Sherwin Family Vineyards","","A little over ten years ago a good friend of mine stumbled across Sherwin when a restauranteur told him about it. We scheduled a visit and come back whenever we are back in the... read more","12","55","+1 707-963-1154","St. Helena","""4060 Spring Mountain Rd , St. Helena , CA 94574-9773""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d4965870-Reviews-Sherwin_Family_Vineyards-St_Helena_Napa_Valley_California.html","st._helena.json","""pqv8wxhNwsE,1t9LYWBT0ME,naBkF3nlYRY"""
"Barnett Vineyards","","I booked this tour because of the location all the way up the mountain. Allow extra time to get up there; it takes longer than you think. It was rainy and foggy the day we... read more","47","39","+1 707-963-7075","St. Helena","""4070 Spring Mountain Rd , St. Helena , CA 94574-9773""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d2108721-Reviews-Barnett_Vineyards-St_Helena_Napa_Valley_California.html","st._helena.json","""6zQm3UnrkAQ,vmEjYFxHKXM,3Fupn-oDTXk"""
"Schweiger Vineyards","""Wineries & Vineyards , Food & Drink""","This well kept secret is off the beaten path but well worth the effort. The wine stomp and tour is unique and one of the best experiences we had in Napa(October harvest time... read more","14","110","+1 707-963-4882","St. Helena","""4015 Spring Mountain Rd , St. Helena , CA 94574-9773""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d1045162-Reviews-Schweiger_Vineyards-St_Helena_Napa_Valley_California.html","st._helena.json","""bAOxU9-Ziyc,LY0DhzsjPPk"""
"Smith-Madrone Vineyards","","We attended a wine tasting tour and really enjoyed it. By appointment only. Hosted by owner Charlie Smith. Very unpretentious. The wines were very special. This is not some Epcot... read more","63","20","+1 707-963-2283","St. Helena","""4022 Spring Mountain Rd , St. Helena , CA 94574-9773""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d1545528-Reviews-Smith_Madrone_Vineyards-St_Helena_Napa_Valley_California.html","st._helena.json","""a7jLPwuOzg8,KwOPnFWFiN8,ElFjJi5Cv8I"""
"Robert Keenan Winery","","""The drive to the winery is on a long, winding, and beautiful road up Spring Mountain. If you think you have already gone too far, you most likely have not. The drive is well worth... read more""","57","39","+1 707-963-9177","St. Helena","""3660 Spring Mountain Rd , St. Helena , CA 94574-9677""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d1527930-Reviews-Robert_Keenan_Winery-St_Helena_Napa_Valley_California.html","st._helena.json","""RgyJWkHlypQ,FHFWIwgPyGU,2E2Dq9XhcKI"""
"Spring Mountain Vineyard","","""Spring Mountain exceeded our expectations. Our host was an affable local with lots of info and good tips. Wines were excellent, we tasted a variety of blends and years, and we... read more""","46","44","+1 707-967-4188","St. Helena","""2805 Spring Mountain Rd , St. Helena , CA 94574-1798""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d1806356-Reviews-Spring_Mountain_Vineyard-St_Helena_Napa_Valley_California.html","st._helena.json","""5djpTYVwspY,3DxNiGSOK1U,LokWRPkgkfk"""
"Charbay Winery","","We came to this little winery/distillery during our tour on Platypus. Our group of 15 people thought this was the highlight of our wine tour. John was a great host and walked us... read more","66","22","+1 707-963-9327","St. Helena","""4001 Spring Mountain Rd , St. Helena , CA 94574-9773""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d1010751-Reviews-Charbay_Winery-St_Helena_Napa_Valley_California.html","st._helena.json","""VOIuiz16uns,-YqOmeS4sJ8,8k_Ki0_giNs"""
"Stony Hill Vineyard","","""I stumbled upon this winery while doing some research before going to Northern California. What a great find!!! All the tours are private, and therefore very personalized. Our... read more""","55","19","+1 707-963-2636","St. Helena","""3331 Saint Helena Hwy N , St. Helena , CA 94574-9660""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d2234703-Reviews-Stony_Hill_Vineyard-St_Helena_Napa_Valley_California.html","st._helena.json","""HlQjiQP3HrY,UWexN20Yx9M,zBszngn5SEI"""
"Behrens Family Winery","","Our first of 12 wineries during our trip and our entire group of 10 said it was by far the best. Located in the Spring Mountain District of Napa. Robin was our hostess and our... read more","76","10","+1 707-963-1774","St. Helena","""4078 Spring Mountain Rd , St. Helena , CA 94574-9773""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d2502005-Reviews-Behrens_Family_Winery-St_Helena_Napa_Valley_California.html","st._helena.json","""2fc8bqdEKCA,qs0mMKm0GA0,kKRZOZOHf7A"""
"Arns Winery","","""Sandi, the wine maker, made us feel like we've been friends forever. she is a great historian for all that has happened in the valley for the last 30 yrs. the wine is wonderful... read more""","92","3","7079633429","St. Helena","""601 Mund Road , St. Helena , CA 94574""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d8009890-Reviews-Arns_Winery-St_Helena_Napa_Valley_California.html","st._helena.json","""pV46T9J-ck4,vBk17YgEYb4"""
"Corison Winery","","""This is the type of winery you bring your closest friends to tour. Personalized service, in depth teaching of the wine-making process, great wine for tasting. On the pricier... read more""","53","37","+1 707-963-0826","St. Helena","""987 Saint Helena Hwy S , St. Helena , CA 94574-2267""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d5018013-Reviews-Corison_Winery-St_Helena_Napa_Valley_California.html","st._helena.json","""yqtz5R13FXw,58JhrR32PNg,m8KD_CLvp2U"""
"Failla Wines","","Sara gave a wonderful tour of a great winery. Got to meet Andy the winemaker and that was a treat to see some of the unique trials they're doing with new casks. The cave... read more","50","24","707-963-0530","St. Helena","""3530 Silverado Trl N , St. Helena , CA 94574-9663""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d8152575-Reviews-Failla_Wines-St_Helena_Napa_Valley_California.html","st._helena.json","""pgwzA2sH8NU,QFz5U-Oyo2o"""
"Shafer Vineyards","","""Make reservations a year out unless you have an industry connection. Amazing wine, beautiful views. Perfection""","56","54","+1 707-944-2877","Napa","""6154 Silverado Trl , Napa , CA 94558-9748""","94558","","","https://www.tripadvisor.com/Attraction_Review-g32766-d107870-Reviews-Shafer_Vineyards-Napa_Napa_Valley_California.html","napa.json","""nEPpWsmR7qA,0qRCls_FGNM"""
"Buehler Vineyards","","Jonathan Buehler gave us a lovely private tour. He was so welcoming and gracious we feel like we have a new friend. His explanation of the process was very informative and the... read more","62","11","+1 707-963-2155","St. Helena","""820 Greenfield Rd , St. Helena , CA 94574-9529""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d8453888-Reviews-Buehler_Vineyards-St_Helena_Napa_Valley_California.html","st._helena.json","""66ztXddOtA8,ZzBLEMo9288,xEVDXmHS144"""
"Odette Estate Winery","","""We spent the weekend wine tasting in Napa , opposed to our usual Healdsberg area Odette winery was our favorite. Very good white , excellent reds. Good service, let us split... read more""","108","14","707-224-7533","Napa","""5998 Silverado Trl , Napa , CA 94558-9416""","94558","","","https://www.tripadvisor.com/Attraction_Review-g32766-d8631866-Reviews-Odette_Estate_Winery-Napa_Napa_Valley_California.html","napa.json","""siYHG4bPlC8,kkbAsZmSoEs,SFVfTqv3S-s"""
"Milat Estate Winery","","""Milat is one of the Winery you cannot easily find in your local store. But the family touch, and selection of unique wines are always worth the visit. You can also spend a weekend... read more""","74","15","+1 707-963-0758","St. Helena","""1091 Saint Helena Hwy S , St. Helena , CA 94574-2268""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d1067199-Reviews-Milat_Estate_Winery-St_Helena_Napa_Valley_California.html","st._helena.json","""xpuZZUcgwSE,c3jCDFVT67Q,CWfEBeE9YP0"""
"Tres Sabores Winery","","""While reading the reviews of boutique wineries in Napa, we read that the Tres Sabores winery had resident Goldens! I was greated by three lovely Goldens as I arrived. Missing my... read more""","35","43","+1 707-967-8027","St. Helena","""1620 S Whitehall Ln , St. Helena , CA 94574-9796""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d2337292-Reviews-Tres_Sabores_Winery-St_Helena_Napa_Valley_California.html","st._helena.json","""FON8VQgVfA0,1gEqAVG5-70,MsC-Ygg6GpE"""
"PlumpJack Winery","","""Had an interesting visit at Plumpjack. We had a group of 12, so we made advanced reservations. We were seated at a nice table on the back patio. First person serving the wine was... read more""","10","61","+1 707-945-1220","Oakville","""620 Oakville Cross Rd , Oakville , CA 94562""","94562","","","https://www.tripadvisor.com/Attraction_Review-g32812-d4156360-Reviews-PlumpJack_Winery-Oakville_Napa_Valley_California.html","oakville.json","""OnnfYm_ZZJw,iNhc-nPz1ko,KRz-UMPXYfs"""
"Amizetta Estate Winery","","""Fantastic views. Incredible wine. Great people. First hand look at the wine making process. Small family-owned and run vineyard and an amazing property. Off the beaten path, but... read more""","28","32","+1 707-963-1460","St. Helena","""1099 Greenfield Rd , St. Helena , CA 94574-9625""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d2069707-Reviews-Amizetta_Estate_Winery-St_Helena_Napa_Valley_California.html","st._helena.json","""bkpkmr7zkAw,eQQJDX4se_4,rTZalkOqZ-s"""
"Madonna Estate","","Beautiful winery with delicious wines. We ordered bottles of their Chardonnay and Pinot Noir. Reasonable prices and they ship to Pennsylvania. Reservations are not needed but I... read more","58","70","+1 866-724-2993","Napa","""5400 Old Sonoma Rd , Napa , CA 94559-9708""","94559","","","https://www.tripadvisor.com/Attraction_Review-g32766-d1534234-Reviews-Madonna_Estate-Napa_Napa_Valley_California.html","napa.json","""zXriP_nyvww,S_FqcibgDmI,2peix4rATSY"""
"Schramsberg Vineyards","""Wineries & Vineyards , Food & Drink""","""Went for a girls' weekend, and we loved the tour and the tasting! It is a beautiful vineyard, and they encouraged photos. The sparkling wines were especially good, and our tour... read more""","2","365","+1 707-942-2414","Calistoga","""1400 Schramsberg Rd , Calistoga , CA 94515-9624""","94515","","","https://www.tripadvisor.com/Attraction_Review-g32143-d208722-Reviews-Schramsberg_Vineyards-Calistoga_Napa_Valley_California.html","calistoga.json","""DUaChaEQsME,tlOCrfMStqw,iY2ORsTKW9o"""
"Seavey Vineyard","","""We had an appointment set up for another winery down the road from Seavey so I decided to see if they could also see us while we were up on the mountain. Jackie, who runs the... read more""","69","10","+1 707-963-8339","St. Helena","""1310 Conn Valley Rd , St. Helena , CA 94574""","94574","","","https://www.tripadvisor.com/Attraction_Review-g33000-d5784604-Reviews-Seavey_Vineyard-St_Helena_Napa_Valley_California.html","st._helena.json","""92-7i9xs6s4,hIx-CqYudnY,rQbySsGJPcw"""
"Pangloss Cellars","","We went to Pangloss on our first day in Sonoma. Then we went back two more times and finally joined the wine club before we went home. Absolutely delicious wines and the staff... read more","36","22","+1 707-933-8565","Sonoma","""35 E Napa St , Sonoma , CA 95476-6708""","95476","","","https://www.tripadvisor.com/Attraction_Review-g33107-d6017636-Reviews-Pangloss_Cellars-Sonoma_Sonoma_County_California.html","sonoma.json","""RVvICcLView,5j8Jf7u8S1Y,SzKFb_OvlBA"""
"Sonoma Barracks","""Points of Interest & Landmarks , Sights & Landmarks""","This place does a fine job of explaining the significance of the town and these buildings to Californian (and US) history. Quite well preserved and a gift small shop. The exibits... read more","27","71","","Sonoma","""114 E Spain St , Sonoma , CA 95476-5731""","95476","","","https://www.tripadvisor.com/Attraction_Review-g33107-d6613762-Reviews-Sonoma_Barracks-Sonoma_Sonoma_County_California.html","sonoma.json","""9R3BPi1-gqQ,Lqh6i1zbhfA,eyiL3Ux0PDw"""
"Viansa Winery and Italian Marketplace","""Wineries & Vineyards , Food & Drink""","""This is one of our favorite places in Sonoma as the views from their patio are spectacular. We were here on a Tuesday, a little off season so the usual food offerings were... read more""","18","227","+1 800-995-4740","Sonoma","""25200 Arnold Dr , Sonoma , CA 95476-9222""","25200","","","https://www.tripadvisor.com/Attraction_Review-g33107-d143941-Reviews-Viansa_Winery_and_Italian_Marketplace-Sonoma_Sonoma_County_California.html","sonoma.json","""YFnUDrI8UF4,tszO46mp_Ws,fXoVf_DTlHg"""
"Silverado Vineyards","""Wineries & Vineyards , Food & Drink""","If you are looking to post pictures on social media stop by. Its a nice place just off the highway with great views. The tasting room is staffed by very helpful & friendly... read more","15","169","+1 707-257-1770","Napa","""6121 Silverado Trl , Napa , CA 94558-9415""","94558","","","https://www.tripadvisor.com/Attraction_Review-g32766-d107869-Reviews-Silverado_Vineyards-Napa_Napa_Valley_California.html","napa.json","""dwfTCbdDzBw,jhmRch5ePXE,3U8bJ4DHa9Q"""
"Clos Du Val Winery","""Valleys , Wineries & Vineyards , Food & Drink , Nature & Parks ""","""For the not so frequent visitors of Napa Valley, this will be a lesser known venue. The winery is, from what I was told during a previous trip, still owned by a Frenchman who has... read more""","10","226","+1 707-261-5251","Napa","""5330 Silverado Trl , Napa , CA 94558-9410""","94558","","","https://www.tripadvisor.com/Attraction_Review-g32766-d265305-Reviews-Clos_Du_Val_Winery-Napa_Napa_Valley_California.html","napa.json","""B--c1Aj4wUc,NqF6FqY2ybo,eBe8iDpXZ0o"""
"Regusci Winery","""Wineries & Vineyards , Food & Drink""","""This is a beautiful place from all standpoints. It is well landscaped, clean and """"manicured"""". They have an excellent line of reds. I particularly liked their Cabernet Sauvignon. I... read more""","18","117","+1 707-254-0403","Napa","""5584 Silverado Trl , Napa , CA 94558-9411""","94558","","","https://www.tripadvisor.com/Attraction_Review-g32766-d2263003-Reviews-Regusci_Winery-Napa_Napa_Valley_California.html","napa.json","""MSFTeDQc74A,4H0LwIdgQjM,p_pEFf04crw"""
"Black Stallion Winery","""Wineries & Vineyards , Food & Drink""","What a nice find. Booked private tour so we go a bit deeper into the winery history. Recommend doing that. Fairly young winery but they have an exceptional product. They talk... read more","23","143","+1 707-227-3250","Napa","""4089 Silverado Trl , Napa , CA 94558-1113""","94558","","","https://www.tripadvisor.com/Attraction_Review-g32766-d2192542-Reviews-Black_Stallion_Winery-Napa_Napa_Valley_California.html","napa.json","""RRf9NarfbMo,l4E97ElR0bY,ZKtZnO4-YdQ"""
