attraction_name,attraction_knownFor,attraction_reviewComment,attraction_ranking,attraction_no_of_reviews,attraction_contact,attraction_in,attraction_address,attraction_url,attraction_in_file
Utsav Rock Garden,,Good place for a day outing even if you are not an ardent arts enthusiast. Reasonable pricing. Most of the exhibits and area are Well done and well maintained. Some ambient... read more,1,13,+91 97425 57838,Shiggaon,"Rock NH-4,Poona Bangaluru Highway, | Shiggaon Taluka , Shiggaon , India",https://www.tripadvisor.com/Attraction_Review-g10313984-d5542380-Reviews-Utsav_Rock_Garden-Shiggaon_Karnataka.html,shiggaon.json
Sahasralinga,,"place having more than 50 shivalingaas, ganesh, nandi idols in the river with full of stones. its on Sirsi- Yellapur road 13 kms from sirsi and 35 kms from Yellapur, have to go 2... read more",6,24,,Sirsi,"Uttara Kannada District | River Shalmala , Sirsi 581336 , India",https://www.tripadvisor.com/Attraction_Review-g2294723-d2629482-Reviews-Sahasralinga-Sirsi_Karnataka.html,sirsi.json
Banavasi Temple,,its known to be the oldest temple in the state. very beautiful architecture of kadamba dynasty. well maintained. the city / village is very calm and quiet. people love nature can... read more,2,32,,Sirsi,"Uttara Kannada District | Nr. Shivamogga , Sirsi 581322 , India",https://www.tripadvisor.com/Attraction_Review-g2294723-d2629558-Reviews-Banavasi_Temple-Sirsi_Karnataka.html,sirsi.json
JUSTPLaY Sports Club,"“ Sports Outing with Family & Friends in Electronic City ” Reviewed May 14, 2016 Best Outdoor Activities in Electronic City. What a fun time we had with whole family playing Badminton, taking a walk in their upcoming Football/Voleyball/Kabaddi/Cricket grounds. They had basic refreshment arrangements, very neat, ample space & friendly staff made our day. recommend this place to everyone visiting/staying in electronic city. They are open from 5:30 AM - 11:30 PM. Helpful? 1 Thank suhiani123 Report",,198,,,Bengaluru,,https://www.tripadvisor.com/Attraction_Review-g297628-d10312305-Reviews-JUSTPLaY_Sports_Club-Bengaluru_Karnataka.html,bengaluru.json
Agadi Thota,,It is a very nice place to see we had visited with five families and everyone had a different experience the village style is a very different we are working all the day in the... read more,1,55,918880096000,Hubli-Dharwad,"Kunnur Halli, Tadas Hangal Road Shiggaon , Hubli-Dharwad 580031 , India",https://www.tripadvisor.com/Attraction_Review-g1154299-d10035832-Reviews-Agadi_Thota-Hubli_Dharwad_Karnataka.html,hubli-dharwad.json
Esteem Mall,,Situated in hebbal this is a good mall. 7d movie is great. I enjoyed it wid my family. Kids were having fun there.,148,5,+91 80 4169 9000,Bengaluru,"No. 127/128, Bellary Road, Hebbal , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d6104948-Reviews-Esteem_Mall-Bengaluru_Karnataka.html,bengaluru.json
Chandramouleshwara Temple,,I did the circuit of a set of Western Chalukyan (or Later Chalukyan or Kalyani Chalukyan as opposed to the earlier Badami Chalukyan) Temples around Hubballi and Gadag in North... read more,10,12,,Hubli-Dharwad,"Old Pune - Bangalore Highway NH4 | Near Unakal Lake , Hubli-Dharwad , India",https://www.tripadvisor.com/Attraction_Review-g1154299-d4138545-Reviews-Chandramouleshwara_Temple-Hubli_Dharwad_Karnataka.html,hubli-dharwad.json
Sadhankeri Park,,Sandhenkeri park is a boon for people who love nature. It's beautiful after showers. It's very good to go with family and friends and spend some quality time. Early morning it's... read more,5,17,,Hubli-Dharwad,"Hubli-Dharwad , India",https://www.tripadvisor.com/Attraction_Review-g1154299-d6620253-Reviews-Sadhankeri_Park-Hubli_Dharwad_Karnataka.html,hubli-dharwad.json
Unakal Lake,,"Unkal Lake is a nice place to visit in between the dusty Hubli city. The near by village of Unkal has the famous Chandramouleswara temple built by renowned scultupurist ""Amara... read more",2,68,,Hubli-Dharwad,"3 Km From Hubli City , Hubli-Dharwad , India",https://www.tripadvisor.com/Attraction_Review-g1154299-d4138551-Reviews-Unakal_Lake-Hubli_Dharwad_Karnataka.html,hubli-dharwad.json
Nrupatunga Betta,,"A nice eco park with great view of the city below. Surprisingly well maintained! Google maps has error leading you there, ask locals for directions, good tar road is available to... read more",3,31,,Hubli-Dharwad,"On Unkal Hill , Hubli-Dharwad , India",https://www.tripadvisor.com/Attraction_Review-g1154299-d4153079-Reviews-Nrupatunga_Betta-Hubli_Dharwad_Karnataka.html,hubli-dharwad.json
Shri Siddharoodha Swamy Math,,it really good. near by the bus stand. place to visit with family. beautiful morning and evening time aarti. place for the peace.,11,5,(0836) - 2203485,Hubli-Dharwad,"Karwar Road , Hubli-Dharwad 580024 , India",https://www.tripadvisor.com/Attraction_Review-g1154299-d10516153-Reviews-Shri_Siddharoodha_Swamy_Math-Hubli_Dharwad_Karnataka.html,hubli-dharwad.json
Urban Oasis Mall,,"It's very decent and the crowd isn't that high here because of it's location. You can find scary house which btw isn't scary and other playing stuffs. There's cinepolis, dominos... read more",6,24,,Hubli-Dharwad,"Gokul Road , Hubli-Dharwad , India",https://www.tripadvisor.com/Attraction_Review-g1154299-d5782249-Reviews-Urban_Oasis_Mall-Hubli_Dharwad_Karnataka.html,hubli-dharwad.json
ISKCON Sri Krishna Balarama Temple,,Iskcon Temple is branch of Bangalore. Well maintained and pooja performed well manner. Morning and evening bhajans and auspicious speeches took place. There is new project also... read more,4,22,,Hubli-Dharwad,"Hubli-Dharwad Road, Rayapur , Hubli-Dharwad , India",https://www.tripadvisor.com/Attraction_Review-g1154299-d4138555-Reviews-ISKCON_Sri_Krishna_Balarama_Temple-Hubli_Dharwad_Karnataka.html,hubli-dharwad.json
Neerasagar Dam,,"This place is an example for wonderful beauty of nature. This is quite far from the city of Hubli, so remains unexplored. You have to arrange your own private vehicle and... read more",15,2,,Hubli-Dharwad,"Hubli-Dharwad , India",https://www.tripadvisor.com/Attraction_Review-g1154299-d9559283-Reviews-Neerasagar_Dam-Hubli_Dharwad_Karnataka.html,hubli-dharwad.json
Indira Glass House,,"Nice place with some greenery, musical fountain, toy train and few other kids entertainment. In short, it is a good short break for families within the city.",8,17,,Hubli-Dharwad,"Centre Of The HDMC Gardens , Hubli-Dharwad , India",https://www.tripadvisor.com/Attraction_Review-g1154299-d4138556-Reviews-Indira_Glass_House-Hubli_Dharwad_Karnataka.html,hubli-dharwad.json
Central Mall,,"This mall is in bellandur near to Prestige Tech park and Cessna Business Park, so people living in and around these areas can spend there weekends there. The ground floor is food... read more",119,9,08049029400,Bengaluru,"Outer Ring Road | Bellandur , Bengaluru 560103 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d9820328-Reviews-Central_Mall-Bengaluru_Karnataka.html,bengaluru.json
Hebbal lake,,You think you can't get a feel of a perfect sunrise.. you will never say once you visit hebbal lake early morning.. A home for many migrating birds get a DSLR and this is one of... read more,89,25,,Bengaluru,"NH-7, Bellary Road, Outer Ring Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d4422046-Reviews-Hebbal_lake-Bengaluru_Karnataka.html,bengaluru.json
Grand Sigma Mall,,Nothing like mall all shops are empty. Rather it's stinking cinema hall is great run by cinepolis. Ample parking space. No place around the mall to brunch. Domino's is available... read more,251,9,+91 80 4113 1697,Bengaluru,"15, 16 & 17, Cunningham Road, Vasantha Nagar | Near Westminister , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d6104784-Reviews-Grand_Sigma_Mall-Bengaluru_Karnataka.html,bengaluru.json
Shweta Varahaswamy Temple,,People often visit this temple. This is a nice temple in a very calm place. Just visit this place and get the blessings of Varahaswamy..,43,10,,Mysuru (Mysore),"Chamundi Hills | Near Mysore Fort , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3705768-Reviews-Shweta_Varahaswamy_Temple-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Hasavodalu,,"Amazing ancient structure.carved out of single rock, aesthetically good and sturdy.one of the famous tourist attractions in Mysore.",55,6,,Mysuru (Mysore),"| K.R. Pet , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d1206581-Reviews-Hasavodalu-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Mall of Mysore,,"There's a lot going on here at the mall, grocery store, theater, shops, food court...a nice mall..could be more shops, but good to spend at least a couple of hours roaming around.",29,60,0821 4283505,Mysuru (Mysore),"M. G. Road , Mysuru (Mysore) 570004 , India",https://www.tripadvisor.com/Attraction_Review-g304553-d7051818-Reviews-Mall_of_Mysore-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Mallalli Falls,,The waterfall is a bit far from Madikeri(55kms) but all the travel is totally worth it.The waterfall is big and the its beauty is unique from each view taht you get as you descend... read more,1,47,+91 81059 36344,Somvarpet,"Coorg , Somvarpet , India",https://www.tripadvisor.com/Attraction_Review-g1142655-d3617796-Reviews-Mallalli_Falls-Somvarpet_Karnataka.html,somvarpet.json
Abbimatta Falls,,"One of the good falls in Coorg. During rainy season. If water flow is high, then it looks beautiful. No entry fees. During our visit, water flow was low, but still enjoyable.",1,6,,Kudrasthe,"Kudrasthe 571236 , India",https://www.tripadvisor.com/Attraction_Review-g7981734-d7964053-Reviews-Abbimatta_Falls-Kudrasthe_Karnataka.html,kudrasthe.json
Omkareshwarar Temple,,Omkareshwara temple is on top of the Omkar hills. It is easily accessible - you can drive up the hill or choose to walk. The temple is beautiful and hosts 12 representatives of... read more,141,4,+91 80 2861 2586,Bengaluru,"| Omkar Hills, Shrinivasapura , Bengaluru 560060 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d8089856-Reviews-Omkareshwarar_Temple-Bengaluru_Karnataka.html,bengaluru.json
Gopalan Arcade Mall,,There are no malls and multiplex in suburbs area of Bangalore such as Mysore road. This mall serves about many areas including the crowd from RV College and Global Village. The... read more,76,19,+91 80 2860 2945,Bengaluru,"Plot No. 447/1812, Pantharapalya, Mysore Road, Rajarajeswari Nagar , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d6104789-Reviews-Gopalan_Arcade_Mall-Bengaluru_Karnataka.html,bengaluru.json
Dwadasha Jyotirlinga,"Points of Interest & Landmarks , Sights & Landmarks",This temple is on top of the Omkar hills. It is easily accessible - you can drive up the hill or choose to walk. The temple is beautiful and hosts 12 representatives of the... read more,47,46,,Bengaluru,"Omkar Hills, Shrinivasapura, Bangalore - 560 060 Karnataka , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d4090208-Reviews-Dwadasha_Jyotirlinga-Bengaluru_Karnataka.html,bengaluru.json
Shanmukha Temple,,I had visited this place a few months back. For those who are Bakthas of Subramanya (temple dedicated to whom are few and far between) this place is the ideal one. The traditional... read more,51,35,,Bengaluru,"Rajarajeshwari Nagar , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d6596405-Reviews-Shanmukha_Temple-Bengaluru_Karnataka.html,bengaluru.json
Thippagondanahalli Reservoir,,"Thippegondanahalli Dam is the main water source for Bengaluru. Around 40 kms from Bengaluru,it is a good day outing,but the place is devoid of basic amenities & lacks... read more",170,5,,Bengaluru,"Arkavathy River , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d3705967-Reviews-Thippagondanahalli_Reservoir-Bengaluru_Karnataka.html,bengaluru.json
The Cat Studio by Furpurr,,"The experience is inexplicable. You don't necessarily have to be a cat lover to work this way out for your depression,frustration or a break from 'life' , THE PURRR MAY DO IT!",208,3,9611165698,Bengaluru,"#485 8th Cross | Opp TVS Showroom , Bengaluru 560075 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d10113500-Reviews-The_Cat_Studio_by_Furpurr-Bengaluru_Karnataka.html,bengaluru.json
Inorbit Mall,,"It's a nearby mall to a hotel I'm staying. Mall has good shopping brands and the food court is spacious and has all the major fast food joints you would expect kfc, mcd , Subway... read more",74,32,+91 80672 80000,Bengaluru,"| No. 75, EPIP Area, Whitefield , Bengaluru 560066 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d4371657-Reviews-Inorbit_Mall-Bengaluru_Karnataka.html,bengaluru.json
Park Square Mall,,"Right next to ITPL sits the Park Square Mall. I mainly visit it for Reliance Fresh store, Habaneros, and California Burrito. It's never been ultra-busy in my experience.",142,13,+91 80 4188 0888,Bengaluru,"1st Floor, International Tech Park, Whitefield Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d5782146-Reviews-Park_Square_Mall-Bengaluru_Karnataka.html,bengaluru.json
Elements Mall,,Went to pvr to watch movie. Though it is small but good for family. Easy access for the public staying in surroundings. Prices for food inside pvr should be reduce. I saw many... read more,85,20,80 – 6729 4444,Bengaluru,"P 133 P & 134 Survey No 132 | 100’ wide Thanisandra main road, Kasba Hobil 4 , Bengaluru 560077 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d10171032-Reviews-Elements_Mall-Bengaluru_Karnataka.html,bengaluru.json
GRS Fantasy Park,,GRS fantasy park has a variety of options of enjoying the water based amusement. Can provide more guidance on the kinds of options for smaller kids at the entrance so that one can... read more,28,91,+91 821 258 2781,Mysuru (Mysore),"127A, Opposite RBI Housing Colony | Off KRS Road , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d2651314-Reviews-GRS_Fantasy_Park-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Parshwanath Sushil Dham,,"Very nice place. clean and well maintained, beautiful architecture. Full of positive vibes. Ample parking space, big courtyard.",61,24,918027820171,Bengaluru,"26/2 Balagarana Halli , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d7174939-Reviews-Parshwanath_Sushil_Dham-Bengaluru_Karnataka.html,bengaluru.json
Eka,,"If you are hunting for antics in Bengaluru, then this is right place. Located in the convenient place of Ulsoor, this is well connected with the city landmarks and famous... read more",174,3,+91 80 2554 4371,Bengaluru,"#19 Gangadhar Chetty Road | Near Ulsoor Lake , Bengaluru 560042 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d6104984-Reviews-Eka-Bengaluru_Karnataka.html,bengaluru.json
Bugle Rock,,"A moderate sized park in the heart of city. There are several attractions nearby such as bull temple, Dodda Ganesha temple, DVG road for shopping, Gandhi Bazaar for shopping... read more",53,54,,Bengaluru,"Basavanagudi , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d4401091-Reviews-Bugle_Rock-Bengaluru_Karnataka.html,bengaluru.json
ak The Seasons,,"Very good place for buying Pashmina, Carpets & Handicrafts. it has professional staff selling with reasonable prices. if i am back to Bangalore again, i would make another... read more",145,4,+(91)9845101551,Bengaluru,"12/1 Plain Street | Near Meenaxi Apartments , Bengaluru 560001 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d7767165-Reviews-Ak_The_Seasons-Bengaluru_Karnataka.html,bengaluru.json
Natesan's Antiqarts Pvt. Ltd,,"This is located in MG road and you can see a beautiful collection of souvenir items. Little bit on higher price, but still you would be guaranteed of quality and... read more",163,3,+91 80 2558 8344,Bengaluru,"#76, M.G. Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d6104980-Reviews-Natesan_s_Antiqarts_Pvt_Ltd-Bengaluru_Karnataka.html,bengaluru.json
Jayalakshmi Vilas Complex Museum,,Good it has nice collection of old monuments it's grate to see all things at the same place.please do visit this place,56,7,+91 821 241 9348,Mysuru (Mysore),"Mysore University Campus , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3912807-Reviews-Jayalakshmi_Vilas_Complex_Museum-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Indira Gandhi Rashtriya Manav Sangrahalaya,,i went there on recommendation of a friend to see masks to sculptures. A must visit for collection / museum lovers.,46,10,+91 821 244 8231,Mysuru (Mysore),"Irwin Road, Wellington House , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3913109-Reviews-Indira_Gandhi_Rashtriya_Manav_Sangrahalaya-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Oriental Research Institute,,The building of the famous Oriental Research Institute is absolutely amazing. This is also quite a famous tourist attraction of the city of Mysore.,58,5,+91 821 242 0331,Mysuru (Mysore),"Chamarajapuram , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3732975-Reviews-Oriental_Research_Institute-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Oralakallu Teertha,,"amazing place you just have to be lucky just get the theertha(holy water), the temple has truth and powers",139,5,,Bengaluru,"Shivagange | Near Nelamangala , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d3705418-Reviews-Oralakallu_Teertha-Bengaluru_Karnataka.html,bengaluru.json
Sri Ananda Lingeshwara Temple,,"Best Place to see sunrise In Bangalore, Come here for Peace of mind, Tourist attraction, Spiritual place, This Place can be visited from Children to Elders,",149,3,9980210464,Bengaluru,"| Ananda Giri Hill, Hebbal , Bengaluru 560032 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d7763761-Reviews-Sri_Ananda_Lingeshwara_Temple-Bengaluru_Karnataka.html,bengaluru.json
Sree Tirumala Giri Lakshmi Venkateswara Swami Temple,,"Amazingly well maintained Temple, has temples of hanuman, ganesh, Sheesha, Govind raja Swamy, Narshimha Swamy, Laxmi and Sri Venkateshwara Swamy. They perform Monthly Abhishekam... read more",133,4,080 2590 7436,Bengaluru,"9th Cross 80ft Road JP Nagar 2nd Phase , Bengaluru 560078 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d8813198-Reviews-Sree_Tirumala_Giri_Lakshmi_Venkateswara_Swami_Temple-Bengaluru_Karnataka.html,bengaluru.json
Jawahar Lal Nehru Planetarium,"Observatories & Planetariums , Museums",the building inovation is just awesome i suggest a sunday plan for families spending time with learning space..,35,126,+91 80 2226 6084,Bengaluru,"Sri. T. Chowdaiah Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d3218285-Reviews-Jawahar_Lal_Nehru_Planetarium-Bengaluru_Karnataka.html,bengaluru.json
Orion Mall,,"You will get everything in one place, largest mall of bengaluru, located in Rajajinagar, Most of the good brands are available in this mall",15,312,+91 80672 82222,Bengaluru,"Brigade Gateway, 26/1, Dr. Rajkumar Road | Malleshwaram West , Bengaluru 560055 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d3840218-Reviews-Orion_Mall-Bengaluru_Karnataka.html,bengaluru.json
Phoenix Marketcity,,"This is one mall which should not be missed out if you are mall hopping in Bengaluru. The mall houses all the top brands in clothing,food etc etc Also has a theatre. Worth a... read more",9,370,0806726 6111,Bengaluru,"Whitefield Road , Bengaluru 560 048 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d2557691-Reviews-Phoenix_Marketcity-Bengaluru_Karnataka.html,bengaluru.json
Mahanavmi Dibba,,We happened to be in Hampi just after Dussera so it was thrill to see the place where the Vijayanagar Kings celebrated Dussera. Though on a hot day make sure you have plenty of... read more,4,15,,Bellary,"Hampi , Bellary , India",https://www.tripadvisor.com/Attraction_Review-g1731271-d3705331-Reviews-Mahanavmi_Dibba-Bellary_Karnataka.html,bellary.json
Ramakrishna Math,,"Visited on 19th March 2016 Recommended by my cousin I walked to this place as was staying at a close-by hotel. Walking along Swami Vivekananda Road, I was drawn to this place... read more",127,4,08025367878,Bengaluru,"Swamy Vivekananda Road , Bengaluru 560008 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d9774377-Reviews-Ramakrishna_Math-Bengaluru_Karnataka.html,bengaluru.json
Bellary Fort,,very old and excellent fort ruled by tippu sultan and now maintained well with lights and approachable to the base,3,17,,Bellary,"Bellary , India",https://www.tripadvisor.com/Attraction_Review-g1731271-d3617355-Reviews-Bellary_Fort-Bellary_Karnataka.html,bellary.json
Lakshmi Narasimha Temple,,"One of the most impressive figures in all of Hampi.Mistakenly referred to as ‘Ugra Narasimha'the salute is 6 and a half meter high monolith, made at the time of... read more",5,10,,Bellary,"Hampi , Bellary , India",https://www.tripadvisor.com/Attraction_Review-g1731271-d3704977-Reviews-Lakshmi_Narasimha_Temple-Bellary_Karnataka.html,bellary.json
Kumaraswamy Temple,,"This is a great temple nestled in the forests of sandur, Bellary. This is dedicated to lord karthikeya. there is an annual car festival here. Dont miss the Oggarni Mirchi at the... read more",6,3,,Bellary,"| Devi Nagar , Bellary , India",https://www.tripadvisor.com/Attraction_Review-g1731271-d8442402-Reviews-Kumaraswamy_Temple-Bellary_Karnataka.html,bellary.json
Royal Enclosures,,The ASI is still excavating this area and it is truly a work in progress. Anything that your guide tells you is still in the realm of speculation.,2,24,,Bellary,"Hampi | 4 Km from Hampi , Bellary , India",https://www.tripadvisor.com/Attraction_Review-g1731271-d3705513-Reviews-Royal_Enclosures-Bellary_Karnataka.html,bellary.json
Iplay Bangalore,"“ Good for kids ” Reviewed September 27, 2016 This place meant to be only for kids. Kids would love this place because there are lot of games and activity available here. Helpful? Thank mirong_23 Report",,235,,,Bengaluru,,https://www.tripadvisor.com/Attraction_Review-g297628-d3729663-Reviews-Iplay_Bangalore-Bengaluru_Karnataka.html,bengaluru.json
Dakshina Mukha Nandi Teertha Kalyani Kshetra,,"This is a very ancient temple located in Malleshwaram, Bangalore. This temple is dedicated to Lord Shiva. Lord Shiva is worshiped as Nandishwar. The eternal theertha that flows... read more",73,18,,Bengaluru,"Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d8112642-Reviews-Dakshina_Mukha_Nandi_Teertha_Kalyani_Kshetra-Bengaluru_Karnataka.html,bengaluru.json
Krishna Temple,,Every time we go to mysore we want stop here it was not possible due to various reasons.But once recently we stopped and saw the temple.The temple is old and charming and nice... read more,97,20,,Bengaluru,"Chennapatna , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d4481056-Reviews-Krishna_Temple-Bengaluru_Karnataka.html,bengaluru.json
Sulikere,,"Situated near kingere, it is a lake. Its very peaceful during the sunset time. You can find a lot of people here during the evening times. A temple of goddess devi is also there.",153,4,,Bengaluru,"Sulikere Village , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d4458634-Reviews-Sulikere-Bengaluru_Karnataka.html,bengaluru.json
Banashankari Temple,,This most famous and the old remake is known through out the city since a long time . As you walk in this a place of divinity you feel blessed and serene . Mostly crowded - more... read more,105,9,,Bengaluru,"Kanakapura Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d8073509-Reviews-Banashankari_Temple-Bengaluru_Karnataka.html,bengaluru.json
Thattekere Lake,,"Its just another lake in a forest, offers a bit scary experience when you come across elephant traces.",176,5,,Bengaluru,"Bannerghatta Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d10127154-Reviews-Thattekere_Lake-Bengaluru_Karnataka.html,bengaluru.json
Venkateshwara Temple,,This is one of my favourite temples in Bangalore. The main deity is a full scale statue of lord venkateshwara as in Tirupati. Then there is also the shrine of lord ranganatha in... read more,144,5,+91 80 2331 5361,Bengaluru,"10th Cross, Phase II, J P Nagar , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d5541602-Reviews-Venkateshwara_Temple-Bengaluru_Karnataka.html,bengaluru.json
Bull Temple,"Architectural Buildings , Sacred & Religious Sites , Sights & Landmarks",One of the best temple is Basavangudi...must visit..near that is pilayar templle as well.area is also nice with shopping.and please try to eat in Halli thindi (Ragi roti/akki... read more,22,487,+91 94380 54636,Bengaluru,"Bugle Hill, Bull Temple Rd, Basavangudi , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d325159-Reviews-Bull_Temple-Bengaluru_Karnataka.html,bengaluru.json
National Military Memorial,,It is a best place for getting a view of our army vehicles The park also have models of many missiles rockets and plane,117,11,,Bengaluru,"Raj Bhavan Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d6104712-Reviews-National_Military_Memorial-Bengaluru_Karnataka.html,bengaluru.json
Kalarasa Art House,,It has very unique auditorium with seating for approximate 70 people. Its wonderful to attend any event in such a cozy place. Truly world class in Bangalore's best location.,146,4,+91 99008 67720,Bengaluru,"# 62 Kalarasa Art House 6th Floor ""The High Street , Bengaluru 560011 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d6108828-Reviews-Kalarasa_Art_House-Bengaluru_Karnataka.html,bengaluru.json
Namma Metro,,Metro trains are always a relief because you do not have to drive but just sit in the AC and travel with no jams at all. Bangalore metro covers very little area as of now and even... read more,104,11,,Bengaluru,"Bengaluru 560038 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d10440758-Reviews-Namma_Metro-Bengaluru_Karnataka.html,bengaluru.json
Dodda Ganapathi Temple,"Sacred & Religious Sites , Sights & Landmarks",Visiting the Dodda Ganapathi or Ganesha temple at Basavanagudi is always a great experience. I visited the temple around 5:30 pm and was glad that I could stand right at the... read more,11,327,,Bengaluru,"Bull Temple Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d3187417-Reviews-Dodda_Ganapathi_Temple-Bengaluru_Karnataka.html,bengaluru.json
Surayanarayana Temple,"Sacred & Religious Sites , Sights & Landmarks",The temple is worth seeing with full illumination. It is constructed with a large open area in the middle and one can spend a few hours in the evenings for a change.,24,201,+91 80 2535 0386,Bengaluru,"Domlur Layout Airport Road , Bengaluru 560071 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d2665165-Reviews-Surayanarayana_Temple-Bengaluru_Karnataka.html,bengaluru.json
KR Market,,"The KR Market is large and covers many blocks. As a tourist, you may want to skip the neighborhood filled with plumbing and metal parts. Instead, head for the market building and... read more",65,46,,Bengaluru,"Near Avenue Road-Mysore Road junction , Bengaluru 560002 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d2587596-Reviews-KR_Market-Bengaluru_Karnataka.html,bengaluru.json
Cauvery Handicrafts,"Art Galleries , Museums , Shopping","Expensive but one can have jaw dropping artefacts, motifs, woodworks, handicrafts all at one place. IF you are not so frugal on your wads, you can go berserk buying there. Must... read more",26,178,+91 80 2559 7511,Bengaluru,"49, Mahatma Gandhi Rd | Halasuru , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d3633126-Reviews-Cauvery_Handicrafts-Bengaluru_Karnataka.html,bengaluru.json
Shree Mukti Naga Kshetra,,Place was under construction when i visited. The dieties idol is huge. There is a sai baba temple in cellar which is peaceful place to meditate. There are small temples around... read more,90,12,+91 80 2843 8973,Bengaluru,"Big Banyan-tree Road, Ramohalli, Kengeri , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d3334214-Reviews-Shree_Mukti_Naga_Kshetra-Bengaluru_Karnataka.html,bengaluru.json
Sri Nandi Temple,,The hugely built Nandi temple offers you nice view. The place is closer to Chamundeshwari temple. It is one of the kind of Nandi temple in india. Nandi is vehicle(mount) for lord... read more,36,18,,Mysuru (Mysore),"Chamundi Hill Road , Mysuru (Mysore) 570010 , India",https://www.tripadvisor.com/Attraction_Review-g304553-d8865698-Reviews-Sri_Nandi_Temple-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Trinesvaraswamy Temple,,The temple is in the courtyard of the Mysore palace itself. It is also a good object to take a photograph with... :0,38,15,,Mysuru (Mysore),"Mysore Fort | Near Mysore Palace , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3239574-Reviews-Trinesvaraswamy_Temple-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Venugopala Swamy Temple,"Sacred & Religious Sites , Sights & Landmarks","VenuGopala Swamy Temple, Kannambadi Few decades ago, when Sir M. Visvesvaraya (in 1909) came up with the plans of the Krishna Raja Sagara Dam, he had to take a concious... read more",23,55,,Mysuru (Mysore),"KRS Backwaters | Near KRS Dam , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3660334-Reviews-Venugopala_Swamy_Temple-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
